#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT2_e3221.hmm|GT2:11 -            164 3300006522.a:Ga0101034_100018_6 -            321     0.022   15.2   0.1   1   1   1.5e-06      0.04   14.4   0.1    61   122   169   230   155   245 0.84 -
GT2_e881.hmm|GT2:16   -            193 3300006522.a:Ga0101034_100018_8 -            311     0.018   14.9   0.0   1   1   2.6e-06     0.033   14.1   0.0   109   187   172   274   158   278 0.88 -
GT28_e97.hmm|GT28:381 -            163 3300006522.a:Ga0101034_100018_8 -            311     0.088   12.9   0.0   1   1   1.5e-05      0.19   11.8   0.0    20    98   213   291   199   298 0.77 -
GT4_e969.hmm|GT4:5   -            143 3300006522.a:Ga0101034_100018_20 -            197     0.066   13.4   0.1   1   1   1.1e-05     0.097   12.8   0.1    86   135   105   156    97   161 0.84 -
GH3_e113.hmm|GH3:11  -            223 3300006522.a:Ga0101034_100018_20 -            197      0.15   12.4   0.0   1   1   2.4e-05      0.21   11.9   0.0     2    58    33    90    32   102 0.85 -
GT4_e1901.hmm|GT4:6  -            145 3300006522.a:Ga0101034_100018_20 -            197      0.54   10.5   2.5   1   3       0.4   3.4e+03   -1.8   0.0   115   117    42    44    18    73 0.55 -
GT4_e1901.hmm|GT4:6  -            145 3300006522.a:Ga0101034_100018_20 -            197      0.54   10.5   2.5   2   3   0.00012         1    9.6   1.0    85   112   105   132    99   150 0.83 -
GT4_e1901.hmm|GT4:6  -            145 3300006522.a:Ga0101034_100018_20 -            197      0.54   10.5   2.5   3   3      0.32   2.7e+03   -1.5   0.0    19    44   158   183   136   190 0.75 -
CE4_e104.hmm|CE4:10  -            117 3300006522.a:Ga0101034_100018_25 -            138     0.046   14.2   0.5   1   2      0.21   5.3e+03   -2.1   0.0    69    86    36    53    26    63 0.54 -
CE4_e104.hmm|CE4:10  -            117 3300006522.a:Ga0101034_100018_25 -            138     0.046   14.2   0.5   2   2   3.2e-06     0.083   13.4   0.1     9    55    72   118    67   125 0.91 -
GT2_e4041.hmm|GT2:17       -            122 3300006522.a:Ga0101034_100018_29 -            243    0.0011   19.3   0.0   1   1   5.7e-07    0.0021   18.4   0.0    41    92    26    76    22    86 0.90 -
GT2_e766.hmm|GT2:9         -            137 3300006522.a:Ga0101034_100018_29 -            243    0.0061   17.1   0.0   1   1   2.7e-06    0.0099   16.4   0.0    42    94    26    77    21    88 0.90 -
