Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029621.a:Ga0245126_1002223_3	AXB28859.1|GH2	70.6	790	226	5	1	785	1	789	0.0e+00	1133.6
3300029621.a:Ga0245126_1002223_4	UQK41513.1|GH36	62.2	527	198	1	1	526	1	527	1.8e-206	722.6
3300029621.a:Ga0245126_1000449_3	ARA85284.1|CE12	60.2	327	127	3	2	326	45	370	1.6e-107	393.3
3300029621.a:Ga0245126_1000449_18	ALR08738.2|GT83	37.8	595	341	11	5	584	2	582	2.4e-106	390.2
3300029621.a:Ga0245126_1000449_31	EEG94248.1|GH112|2.4.1.211	81.3	722	134	1	1	721	1	722	0.0e+00	1273.5
3300029621.a:Ga0245126_1000449_50	AGL63717.2|GT4	45.0	700	312	5	164	863	107	733	3.3e-157	559.7
3300029621.a:Ga0245126_1000401_38	QLK84041.1|GT2	73.4	301	80	0	1	301	1	301	7.4e-123	444.1
3300029621.a:Ga0245126_1000401_56	QUO23638.1|GH13	57.0	567	190	5	1	513	1	567	1.3e-180	636.7
3300029621.a:Ga0245126_1001682_6	CBK93417.1|GH25	53.9	399	176	6	26	416	83	481	6.5e-121	438.3
3300029621.a:Ga0245126_1001753_15	QYO62262.1|GH13	61.0	351	135	2	1	350	1	350	5.2e-116	422.2
3300029621.a:Ga0245126_1000777_22	AGL63717.2|GT4	51.3	634	296	7	128	756	107	732	5.3e-175	618.6
3300029621.a:Ga0245126_1000777_34	BDE87675.1|GT51	41.2	776	385	17	33	793	27	746	3.7e-146	523.1
3300029621.a:Ga0245126_1000159_15	ASV45029.1|GH23	38.6	1722	910	34	1194	2815	1540	3213	0.0e+00	1083.9
3300029621.a:Ga0245126_1000159_67	CAD7226128.1|GH38	35.4	706	387	16	11	669	1345	2028	1.1e-110	404.8
3300029621.a:Ga0245126_1000159_73	CCO12868.2|GH1	56.4	1239	456	7	6	1212	7	1193	0.0e+00	1370.9
3300029621.a:Ga0245126_1000773_14	CAE6110940.1|CE8	44.4	541	276	11	27	558	264	788	6.5e-122	441.8
3300029621.a:Ga0245126_1000544_40	USF27015.1|GH2	63.3	929	325	9	1	921	1	921	0.0e+00	1216.8
3300029621.a:Ga0245126_1000544_41	AFN84577.1|GH3	57.0	809	343	4	4	808	2	809	9.4e-263	910.2
3300029621.a:Ga0245126_1000058_50	CCO12633.2|GH84	50.0	650	292	9	6	626	4	649	2.7e-175	619.4
3300029621.a:Ga0245126_1000058_94	BBH27847.1|GT5	79.5	477	98	0	170	646	272	748	1.8e-240	835.9
3300029621.a:Ga0245126_1000058_103	AGL63717.2|GT4	44.7	618	329	6	168	774	119	734	1.1e-138	498.0
3300029621.a:Ga0245126_1000058_163	UQK40849.1|GT2	74.8	270	68	0	9	278	4	273	4.4e-119	431.4
3300029621.a:Ga0245126_1000058_165	UQK40852.1|GT0	95.3	428	20	0	5	432	1	428	4.7e-245	850.5
3300029621.a:Ga0245126_1000058_167	UQK40854.1|GT4	98.8	402	5	0	1	402	1	402	8.5e-241	836.3
3300029621.a:Ga0245126_1000058_169	UQK40856.1|GT4	95.8	401	17	0	1	401	1	401	5.7e-221	770.4
3300029621.a:Ga0245126_1000058_175	VEJ19452.1|GT4	61.6	341	120	4	6	344	372	703	5.5e-111	404.8
3300029621.a:Ga0245126_1000058_178	AOP03843.1|GT0	68.8	391	116	1	6	390	12	402	2.2e-153	545.8
3300029621.a:Ga0245126_1000042_11	AQP40897.1|GH25	100.0	252	0	0	1	252	1	252	7.2e-145	516.9
3300029621.a:Ga0245126_1000042_73	CUS04921.2|GT4	36.5	850	486	13	3	805	17	859	2.4e-165	586.6
3300029621.a:Ga0245126_1000042_83	AYE52415.1|GT4	50.5	412	198	4	1	406	1	412	7.4e-115	417.9
3300029621.a:Ga0245126_1000042_84	QUI95493.1|GT4	51.5	369	168	4	1	361	1	366	1.3e-107	393.7
3300029621.a:Ga0245126_1000042_89	ALG41879.1|GT4	51.8	371	174	2	5	371	3	372	2.1e-108	396.4
