CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TF	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_24	24455	25351	+	HTH_6
CGC1	null	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_25	25403	28519	-	null
CGC1	null	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_26	28507	29817	-	null
CGC1	TC	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_27	29853	31094	+	2.A.45.2.4
CGC1	STP	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_28	31088	32110	+	B12-binding
CGC1	null	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_29	32003	33187	-	null
CGC1	TF	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_30	33310	33825	+	HTH_11
CGC1	TC	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_31	33882	34892	+	9.A.23.1.1
CGC1	TC	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_32	35066	36703	+	9.B.34.1.3
CGC1	TC	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_33	36766	38124	+	2.A.66.1.32
CGC1	TF	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_34	38121	38573	+	MarR
CGC1	null	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_35	38617	40167	+	null
CGC1	null	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_36	40190	40528	+	null
CGC1	CAZyme	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_37	40548	42644	+	GT2
CGC1	STP	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_38	42679	43476	+	NUDIX
CGC1	TC	3300006517.a:Ga0100964_113154	3300006517.a:Ga0100964_113154_39	43440	44639	-	8.A.59.4.1
CGC1	TC	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_7	4926	5873	+	2.A.4.7.9
CGC1	null	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_8	5966	6940	+	null
CGC1	CAZyme	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_9	6934	9144	-	 GT51|GT51
CGC1	null	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_10	9119	14398	-	null
CGC1	TC	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_11	14667	17291	+	3.A.9.1.2
CGC1	null	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_12	17400	19049	+	null
CGC1	STP	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_13	18995	21001	+	SBP_bac_3+PAS+HATPase_c
CGC1	TF	3300006517.a:Ga0100964_112785	3300006517.a:Ga0100964_112785_14	20994	21674	+	HTH_DeoR
CGC1	TF	3300006517.a:Ga0100964_112467	3300006517.a:Ga0100964_112467_147	152808	153845	+	HTH_3
CGC1	null	3300006517.a:Ga0100964_112467	3300006517.a:Ga0100964_112467_148	154400	155392	-	null
CGC1	TC	3300006517.a:Ga0100964_112467	3300006517.a:Ga0100964_112467_149	155406	156182	-	3.A.1.3.27
CGC1	null	3300006517.a:Ga0100964_112467	3300006517.a:Ga0100964_112467_150	156313	157392	+	null
CGC1	null	3300006517.a:Ga0100964_112467	3300006517.a:Ga0100964_112467_151	157532	158113	+	null
