#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH23_e59.hmm|GH23:40 -             43 3300006517.a:Ga0100964_100798_1 -            286     0.081   13.3   0.0   1   1   1.5e-05      0.37   11.1   0.0     8    29   207   243   204   249 0.86 -
GT8_e237.hmm|GT8:161|GT2:142|2.4.1.-:4         -            237 3300006517.a:Ga0100964_107458_5 -            333     0.056   13.3   0.0   1   1   6.8e-06     0.087   12.7   0.0   118   215   212   309   208   317 0.82 -
GT8_e163.hmm|GT8:169|GT101:120|GT2:6|2.4.1.-:1 -            231 3300006517.a:Ga0100964_107458_5 -            333      0.24   11.4   0.0   1   1   3.3e-05      0.42   10.6   0.0   118   176   214   285   209   318 0.67 -
GT4_e3812.hmm|GT4:7        -            141 3300006517.a:Ga0100964_107458_8 -            414     0.063   13.6   0.2   1   2   0.00034       1.7    9.0   0.0    59   106   213   261   189   273 0.91 -
GT4_e3812.hmm|GT4:7        -            141 3300006517.a:Ga0100964_107458_8 -            414     0.063   13.6   0.2   2   2     0.054   2.8e+02    1.8   0.1    93   131   351   390   348   394 0.88 -
GT4_e762.hmm|GT4:5         -            154 3300006517.a:Ga0100964_107458_8 -            414      0.07   13.4   0.0   1   1   4.5e-05      0.23   11.7   0.0    14    97   116   201    99   210 0.85 -
GT2_e3844.hmm|GT2:22|GT4:1 -            153 3300006517.a:Ga0100964_107458_8 -            414      0.16   12.2   0.0   1   1   6.1e-05      0.31   11.3   0.0    65   110   186   231   175   255 0.88 -
GT2_e535.hmm|GT2:19        -            154 3300006517.a:Ga0100964_107458_8 -            414      0.17   12.1   0.0   1   1   6.9e-05      0.35   11.1   0.0    58   111   180   234   154   260 0.87 -
GT4_e2932.hmm|GT4:6|GT2:1  -            138 3300006517.a:Ga0100964_107458_8 -            414      0.18   12.2   0.1   1   2     0.011        58    4.1   0.0    81   105    72    97    45   109 0.84 -
GT4_e2932.hmm|GT4:6|GT2:1  -            138 3300006517.a:Ga0100964_107458_8 -            414      0.18   12.2   0.1   2   2    0.0049        25    5.3   0.0    11    27   392   408   379   413 0.74 -
GH85_e12.hmm|GH85:6|CBM32:2|CBM0:1 -            307 3300006517.a:Ga0100964_107458_9 -            338     0.069   13.2   0.1   1   2      0.12   3.1e+03   -2.1   0.0   119   141    52    74    23   114 0.63 -
GH85_e12.hmm|GH85:6|CBM32:2|CBM0:1 -            307 3300006517.a:Ga0100964_107458_9 -            338     0.069   13.2   0.1   2   2   6.7e-06      0.17   11.9   0.1    59   137   194   275   185   296 0.80 -
GH5_e110.hmm|GH5:57  -            272 3300006517.a:Ga0100964_107781_14 -            193   0.00017   21.2   0.1   1   1   8.8e-09   0.00023   20.8   0.1   154   239    12   102     9   119 0.86 -
GT2_e2372.hmm|GT2:7  -            150 3300006517.a:Ga0100964_107781_17 -            921      0.12   12.5   0.0   1   1   1.1e-05      0.27   11.4   0.0    43   132   108   196   103   206 0.79 -
GT4_e18.hmm|GT4:12   -            154 3300006517.a:Ga0100964_107781_28 -            509      0.15   12.4   0.0   1   1   1.4e-05      0.36   11.2   0.0    39    87    79   128    69   136 0.87 -
