dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH25_e5	GH25:143	-	-	178	3300013855.a:Ga0121602_100002_187	310	1.5e-87	1	178	111	288	0.9943820224719101	0.9943820224719101
GH95_e6	GH95:64	-	-	591	3300013855.a:Ga0121602_100002_41	728	2.2e-276	1	591	99	691	0.9983079526226735	0.9983079526226735
GT4_e425	GT4:28|GT2:14	-	-	117	3300013855.a:Ga0121602_100002_551	396	2.3e-52	1	117	256	372	0.9914529914529915	0.9914529914529915
GT2	GT2:377	-	-	167	3300013855.a:Ga0121602_100002_637	239	4.2e-82	1	167	6	170	0.9940119760479041	0.9940119760479041
GH18_e268	GH18:74	3.2.1.14:1	chitin	325	3300013855.a:Ga0121602_100003_130	410	1.4e-149	1	325	79	403	0.9969230769230769	0.9969230769230769
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	3300013855.a:Ga0121602_100003_149	726	0	1	679	30	706	0.9970588235294118	0.9970588235294118
GH16_e88	GH16_3:36	-	-	228	3300013855.a:Ga0121602_100003_357	277	6.6e-151	1	228	40	267	0.9956140350877193	0.9956140350877193
GT83_e44	GT83:25	-	-	367	3300013855.a:Ga0121602_100003_374	516	2e-18	20	208	36	221	0.5122615803814714	0.5122615803814714
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	3300013855.a:Ga0121602_100003_449	753	1e-136	2	348	142	497	0.9857549857549858	0.9857549857549858
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300013855.a:Ga0121602_100003_586	637	2.8e-21	5	88	29	126	0.83	0.83
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300013855.a:Ga0121602_100003_586	637	8.9e-152	1	300	185	484	0.9933554817275747	0.9933554817275747
GH63_e21	GH63:262	-	-	690	3300013855.a:Ga0121602_100003_609	649	8e-257	3	688	23	647	0.9927536231884058	0.9927536231884058
GT32_e17	GT32:116	-	-	78	3300013855.a:Ga0121602_100003_639	219	2.2e-36	2	77	25	100	0.9615384615384616	0.9615384615384616
GH31_e75	GH31:390|CBM32:355|CBM0:1	3.2.1.49:3	host glycan	243	3300013855.a:Ga0121602_100003_640	1288	7.4e-130	1	243	439	679	0.9958847736625515	0.9958847736625515
CBM32_e89	CBM32:365|GH31:352|GH85:7|GH20:6|GH84:2	3.2.1.49:3	host glycan	120	3300013855.a:Ga0121602_100003_640	1288	4.1e-45	2	119	964	1080	0.975	0.975
AA1_e35	AA1:296	-	-	493	3300013855.a:Ga0121602_100004_186	763	4.8e-57	6	492	13	557	0.9858012170385395	0.9858012170385395
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	3300013855.a:Ga0121602_100004_350	828	9.1e-116	1	223	163	385	0.9955156950672646	0.9955156950672646
GH13_e24	GH13:58	-	sucrose	279	3300013855.a:Ga0121602_100004_395	428	6.7e-146	1	278	26	304	0.992831541218638	0.992831541218638
GT2	GT2:33	-	-	270	3300013855.a:Ga0121602_100004_42	331	2.7e-148	1	269	5	273	0.9925925925925926	0.9925925925925926
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	3300013855.a:Ga0121602_100006_104	1044	0	3	866	58	922	0.9965357967667436	0.9965357967667436
GT51_e181	GT51:710	-	-	178	3300013855.a:Ga0121602_100006_320	795	1.1e-72	2	177	84	257	0.9831460674157303	0.9831460674157303
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan, host glycan	336	3300013855.a:Ga0121602_100006_424	445	1.9e-164	2	336	19	359	0.9940476190476191	0.9940476190476191
GT28_e43	GT28:568	-	-	161	3300013855.a:Ga0121602_100006_510	376	2.7e-61	1	160	193	356	0.9875776397515528	0.9875776397515528
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	3300013855.a:Ga0121602_100008_263	323	5.1e-152	1	299	21	318	0.9933333333333333	0.9933333333333333
GH29_e6	GH29:225	3.2.1.51:1	host glycan	314	3300013855.a:Ga0121602_100008_317	614	5.7e-157	2	314	23	336	0.9936305732484076	0.9936305732484076
