dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e1	GT28:2579|CE4:1	-	-	164	3300011729.a:Ga0121611_100002_564	365	7.3e-54	1	163	193	348	0.9878048780487805	0.9878048780487805
CBM48_e46	CBM48:874|GH13_14:872|CBM68:828|CBM41:2|GH13:1	3.2.1.41:15	glycogen	82	3300011729.a:Ga0121611_100003_204	669	1.6e-22	1	81	26	108	0.975609756097561	0.975609756097561
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	3300011729.a:Ga0121611_100003_204	669	4.3e-140	1	310	184	496	0.9967741935483871	0.9967741935483871
GT2	GT2:41	-	-	161	3300011729.a:Ga0121611_100003_226	243	2.9e-70	1	160	6	163	0.9875776397515528	0.9875776397515528
GT51_e21	GT51:102	-	-	176	3300011729.a:Ga0121611_100003_263	592	4.6e-73	12	175	70	232	0.9261363636363636	0.9261363636363636
GH13_e53	GH13:27	3.2.1.1:1	sucrose, starch	299	3300011729.a:Ga0121611_100003_346	508	2.2e-126	1	299	63	360	0.9966555183946488	0.9966555183946488
GH13_e5	GH13_5:95|CBM20:14|GH13:4|GH13_14:2|CBM41:1|CBM48:1|GH13_7:1	3.2.1.1:18|3.2.1.98:3|3.2.1.41:1	sucrose, starch, starch, starch	341	3300011729.a:Ga0121611_100003_572	514	3.5e-173	2	341	62	400	0.9941348973607038	0.9941348973607038
GH31_e77	GH31:707	-	-	427	3300011729.a:Ga0121611_100003_831	792	5.9e-218	1	427	176	601	0.9976580796252927	0.9976580796252927
GH170_e23	GH170:477	-	-	351	3300011729.a:Ga0121611_100003_862	349	1.4e-139	2	350	3	343	0.9914529914529915	0.9914529914529915
GH16_e193	GH16_3:70|CBM4:53|CBM54:13|GH16:9|CBM32:3|GT25:2|CBM13:1|CBM2:1	3.2.1.39:1|3.2.1.6:1	beta-glucan, beta-glucan	238	3300011729.a:Ga0121611_100007_182	786	1.2e-112	1	238	36	288	0.9957983193277311	0.9957983193277311
CBM4_e9	CBM4:70|GH16_3:65|CBM54:13|CBM32:3|CBM16:1|PL0:1|GH81:1	3.2.1.39:1|3.2.1.6:1	xylan, beta-glucan	130	3300011729.a:Ga0121611_100007_182	786	2.6e-33	2	129	320	461	0.9769230769230769	0.9769230769230769
CBM4_e9	CBM4:70|GH16_3:65|CBM54:13|CBM32:3|CBM16:1|PL0:1|GH81:1	3.2.1.39:1|3.2.1.6:1	xylan, beta-glucan	130	3300011729.a:Ga0121611_100007_182	786	1.6e-22	1	128	496	616	0.9769230769230769	0.9769230769230769
CBM4_e9	CBM4:70|GH16_3:65|CBM54:13|CBM32:3|CBM16:1|PL0:1|GH81:1	3.2.1.39:1|3.2.1.6:1	xylan, beta-glucan	130	3300011729.a:Ga0121611_100007_182	786	4.8e-35	2	129	643	762	0.9769230769230769	0.9769230769230769
GH42_e3	GH42:27	-	-	369	3300011729.a:Ga0121611_100007_229	665	6.2e-189	1	368	7	379	0.994579945799458	0.994579945799458
GH166_e18	GH166:380	3.2.1.-:1	alpha-galactan	222	3300011729.a:Ga0121611_100008_190	286	8.2e-21	2	163	63	234	0.7252252252252253	0.7252252252252253
GH13_e1	GH13_29:585|GH13:36|GH13_31:2	3.2.1.93:2	sucrose, trehalose	345	3300011729.a:Ga0121611_100008_86	547	1.9e-173	1	344	29	365	0.9942028985507246	0.9942028985507246
CE9_e17	CE9:725	-	-	366	3300011729.a:Ga0121611_100012_185	386	1.4e-153	1	365	6	370	0.994535519125683	0.994535519125683
GT51_e171	GT51:341	-	-	185	3300011729.a:Ga0121611_100002_298	839	1.1e-84	2	185	93	275	0.9891891891891892	0.9891891891891892
CE14_e39	CE14:42	-	-	108	3300011729.a:Ga0121611_100003_152	217	6.8e-20	1	106	9	119	0.9722222222222222	0.9722222222222222
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300011729.a:Ga0121611_100003_267	808	0	1	711	93	803	0.9971910112359551	0.9971910112359551
GH32_e76	GH32:1477	3.2.1.26:3	fructan	301	3300011729.a:Ga0121611_100003_302	489	5e-140	1	301	39	341	0.9966777408637874	0.9966777408637874
CBM34_e0	CBM34:2551|GH13_20:2520|GH13_21:5|CBM48:4	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9	starch	119	3300011729.a:Ga0121611_100003_342	596	5.1e-41	1	119	7	140	0.9915966386554622	0.9915966386554622
GH13_e225	GH13_20:419|CBM34:361|GH13:4|CBM48:3|GH13_21:2|CBM20:1	3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	sucrose, starch, starch, starch	298	3300011729.a:Ga0121611_100003_342	596	3.9e-140	1	297	189	484	0.9932885906040269	0.9932885906040269
GH65_e0	GH65:2334|GT2:1	2.4.1.8:9	alpha-glucan	378	3300011729.a:Ga0121611_100003_348	767	4.9e-200	1	378	317	696	0.9973544973544973	0.9973544973544973
GT4_e2245	GT4:42	-	-	156	3300011729.a:Ga0121611_100003_397	405	3.8e-61	2	155	216	369	0.9807692307692307	0.9807692307692307
GT4_e289	GT4:67	-	-	154	3300011729.a:Ga0121611_100003_398	418	2.1e-69	2	154	231	383	0.987012987012987	0.987012987012987
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose, starch	340	3300011729.a:Ga0121611_100003_449	487	4.5e-162	2	339	33	371	0.9911764705882353	0.9911764705882353
