Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300013922.a:Ga0121075_100006_220	-	GH23(511-638)	GH23_e534	GH23	Y(1-24)	3
3300013922.a:Ga0121075_100006_225	-	GH23(111-225)	GH23_e239	GH23	Y(1-33)	3
3300013922.a:Ga0121075_100006_51	-	GH23(457-563)	GH23_e13	-	N	2
3300013922.a:Ga0121075_100006_61	-	GH108(8-88)	GH108_e77	-	N	2
3300013922.a:Ga0121075_100006_88	-	AA3(8-551)	-	-	N	1
3300013922.a:Ga0121075_100008_86	-	CE1(21-290)	-	-	N	1
3300013922.a:Ga0121075_100009_112	-	GH23(338-461)	GH23_e254	GH23	N	3
3300013922.a:Ga0121075_100009_158	2.4.99.-:4	GT30(34-213)	GT30_e52	GT30	N	3
3300013922.a:Ga0121075_100010_51	-	GT4(189-335)	GT4_e3078	GT4	N	3
3300013922.a:Ga0121075_100010_54	-	GT4(182-332)	GT4_e1257	GT4	N	3
3300013922.a:Ga0121075_100010_55	-	GT4(185-327)	GT4_e3474	GT4	N	3
3300013922.a:Ga0121075_100010_56	-	GT2(5-135)	GT2	GT2	N	3
3300013922.a:Ga0121075_100010_58	-	GT2(4-122)	GT2	-	N	2
3300013922.a:Ga0121075_100010_59	-	GT2(6-173)	GT2	-	N	2
3300013922.a:Ga0121075_100014_12	-	GH23(141-289)	GH23_e41	CBM50+GH23	Y(1-27)	3
3300013922.a:Ga0121075_100014_120	-	AA6(6-196)	AA6_e2	-	N	2
3300013922.a:Ga0121075_100014_138	3.2.1.52:16	GH3(58-278)	GH3_e19	GH3	N	3
3300013922.a:Ga0121075_100014_63	2.4.1.182:13	GT19(61-441)	GT19_e17	GT19	N	3
3300013922.a:Ga0121075_100014_70	-	GH103(83-371)	GH103_e18	GH103	N	3
3300013922.a:Ga0121075_100015_106	-	GT51(70-244)	GT51_e153	GT51	N	3
3300013922.a:Ga0121075_100019_13	-	GT28(194-358)	GT28_e48	GT28	N	3
3300013922.a:Ga0121075_100019_19	3.5.1.108:18	CE11(3-275)	CE11_e22	CE11	N	3
3300013922.a:Ga0121075_100019_70	-	GT51(80-249)	GT51_e97	GT51	N	3
3300013922.a:Ga0121075_100023_24	2.4.1.129:11	GT51(201-370)	GT51_e28	GT51	N	3
3300013922.a:Ga0121075_100023_37	-	GT73(41-278)	GT73_e9	GT73	N	3
3300013922.a:Ga0121075_100023_39	-	GT25(1-177)	GT25_e53	GT25	N	3
3300013922.a:Ga0121075_100023_64	-	GT4(250-397)	GT4_e154	GT4	N	3
3300013922.a:Ga0121075_100024_23	-	AA4(43-251)	-	-	N	1
3300013922.a:Ga0121075_100024_6	-	GT2(5-116)	GT2	GT2	N	3
3300013922.a:Ga0121075_100024_66	-	GH103(33-323)	GH103_e3	GH103	Y(1-22)	3
3300013922.a:Ga0121075_100030_18	2.4.1.15:96	GT20(2-465)	GT20_e1	GT20	Y(1-22)	3
3300013922.a:Ga0121075_100030_20	-	CE14(57-173)	CE14_e48	-	N	2
3300013922.a:Ga0121075_100030_54	-	GH24(56-199)	GH24_e243	-	N	2
3300013922.a:Ga0121075_100037_42	-	GT52(37-298)	GT52_e13	GT52	N	3
3300013922.a:Ga0121075_100037_43	-	GT14(7-234)	GT14_e23	GT0	N	3
3300013922.a:Ga0121075_100037_44	-	GT2(5-141)	GT2	GT2	N	3
3300013922.a:Ga0121075_100039_20	-	AA1(114-386)	-	-	Y(1-39)	1
3300013922.a:Ga0121075_100010_114	-	-	CBM50_e109	CBM50	Y(1-31)	2
3300013922.a:Ga0121075_100030_22	-	-	GT2	GT2	N	2
3300013922.a:Ga0121075_100023_41	-	-	GT8_e148	-	N	1
3300013922.a:Ga0121075_100007_78	-	-	CBM50_e391	-	N	1
3300013922.a:Ga0121075_100015_95	-	-	CBM50_e454	CBM50	N	2
3300013922.a:Ga0121075_100018_5	-	-	CBM50_e887	CBM50	Y(1-31)	2
3300013922.a:Ga0121075_100015_104	-	-	-	GH1	N	1
3300013922.a:Ga0121075_100014_19	-	-	-	GH103	N	1
3300013922.a:Ga0121075_100014_41	-	-	-	GT51	N	1
3300013922.a:Ga0121075_100014_46	-	-	-	CE8	N	1
3300013922.a:Ga0121075_100037_2	-	-	-	GH38	N	1
3300013922.a:Ga0121075_100037_35	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100037_39	-	-	-	GT0	N	1
3300013922.a:Ga0121075_100010_13	-	-	-	GT1	N	1
3300013922.a:Ga0121075_100010_106	-	-	-	GH103	N	1
3300013922.a:Ga0121075_100010_117	-	-	-	GH13_30	N	1
3300013922.a:Ga0121075_100020_19	-	-	-	GH1	N	1
3300013922.a:Ga0121075_100020_25	-	-	-	CBM50+GH25	N	1
3300013922.a:Ga0121075_100020_32	-	-	-	GH13_11	N	1
3300013922.a:Ga0121075_100009_97	-	-	-	GH92	N	1
3300013922.a:Ga0121075_100019_61	-	-	-	GH5_11	N	1
3300013922.a:Ga0121075_100019_87	-	-	-	GH13_31	N	1
3300013922.a:Ga0121075_100008_88	-	-	-	GH1	N	1
3300013922.a:Ga0121075_100008_92	-	-	-	GH28	N	1
3300013922.a:Ga0121075_100008_118	-	-	-	GH13	N	1
3300013922.a:Ga0121075_100008_125	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100008_140	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100008_142	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100008_143	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100008_144	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100008_145	-	-	-	GT2	N	1
3300013922.a:Ga0121075_100007_34	-	-	-	GH13_26	N	1
3300013922.a:Ga0121075_100007_90	-	-	-	GH13	N	1
3300013922.a:Ga0121075_100007_105	-	-	-	GH23	N	1
3300013922.a:Ga0121075_100007_107	-	-	-	GH23	Y(1-30)	1
3300013922.a:Ga0121075_100007_140	-	-	-	GT4	N	1
3300013922.a:Ga0121075_100030_15	-	-	-	GT4	N	1
3300013922.a:Ga0121075_100030_35	-	-	-	GH152	N	1
3300013922.a:Ga0121075_100006_3	-	-	-	GH39	N	1
3300013922.a:Ga0121075_100023_7	-	-	-	GH1	N	1
3300013922.a:Ga0121075_100023_23	-	-	-	GT51	N	1
3300013922.a:Ga0121075_100023_28	-	-	-	GH13_23	N	1
3300013922.a:Ga0121075_100023_33	-	-	-	GT83	N	1
3300013922.a:Ga0121075_100024_16	-	-	-	GH28	N	1
3300013922.a:Ga0121075_100024_71	-	-	-	GT87	N	1
3300013922.a:Ga0121075_100039_25	-	-	-	GT58	N	1
3300013922.a:Ga0121075_100040_31	-	-	-	GT51	N	1
