Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300024514.a:Ga0255177_1000190_19	CAN65674.1|GH28	45.3	567	270	10	55	618	94	623	4.8e-132	475.7
3300024514.a:Ga0255177_1000161_27	QYU70931.1|GH28	63.3	420	146	2	3	414	4	423	6.4e-146	521.2
3300024514.a:Ga0255177_1000103_9	QZY58323.1|GT4	100.0	332	0	0	1	332	5	336	7.6e-195	683.3
3300024514.a:Ga0255177_1000103_11	BDA38370.1|GT4	100.0	381	0	0	1	381	1	381	4.9e-214	747.3
3300024514.a:Ga0255177_1000099_29	BCQ00096.1|GT2	100.0	209	0	0	1	209	1	209	1.3e-110	402.9
3300024514.a:Ga0255177_1000099_53	BDA37513.1|CE4	100.0	376	0	0	1	376	1	376	6.1e-223	776.9
3300024514.a:Ga0255177_1000099_55	BAD70704.1|GT2	100.0	227	0	0	1	227	1	227	7.5e-125	450.3
3300024514.a:Ga0255177_1000099_56	BAD70705.1|GT4	100.0	403	0	0	1	403	1	403	5.6e-232	807.0
3300024514.a:Ga0255177_1000171_3	QYO62262.1|GH13	69.3	345	104	2	1	344	1	344	6.3e-122	441.8
3300024514.a:Ga0255177_1000053_16	CAD7280782.1|GT2	42.3	894	406	9	2	859	350	1169	1.3e-185	654.1
3300024514.a:Ga0255177_1000053_80	QFG67851.1|CBM48|GH13_9	53.6	537	235	5	1	523	1487	2023	8.2e-159	564.3
3300024514.a:Ga0255177_1000029_11	BAD70301.1|GH13_16|5.4.99.16	100.0	965	0	0	1	965	1	965	0.0e+00	1994.5
3300024514.a:Ga0255177_1000029_14	BAD70304.1|GH13_23|3.2.1.10	100.0	529	0	0	1	529	1	529	0.0e+00	1135.2
3300024514.a:Ga0255177_1000029_45	BCP99750.1|GH0	100.0	351	0	0	1	351	1	351	1.6e-206	722.2
3300024514.a:Ga0255177_1000029_75	AGL63717.2|GT4	47.6	605	260	7	155	704	107	709	9.4e-145	518.1
3300024514.a:Ga0255177_1000029_82	CAE6110940.1|CE8	44.6	560	279	14	2	547	244	786	7.5e-123	444.9
3300024514.a:Ga0255177_1000119_17	BAD71911.1|GH36|3.2.1.22	100.0	476	0	0	1	476	1	476	2.1e-291	1004.6
3300024514.a:Ga0255177_1000119_26	QZY59592.1|GT2	100.0	340	0	0	1	340	1	340	2.5e-177	625.2
3300024514.a:Ga0255177_1000119_45	BDA38770.1|GH1	100.0	431	0	0	1	431	1	431	1.0e-260	902.5
3300024514.a:Ga0255177_1000031_55	AWZ17133.1|GH13_30	42.2	794	373	13	4	771	403	1136	1.9e-166	591.7
3300024514.a:Ga0255177_1000031_74	CUS04921.2|GT4	44.2	912	400	15	4	875	17	859	3.0e-214	749.2
3300024514.a:Ga0255177_1000031_77	BDA36794.1|GH57	100.0	976	0	0	1	976	1	976	0.0e+00	2042.3
3300024514.a:Ga0255177_1000087_10	CCO12868.2|GH1	41.5	1483	547	15	8	1477	10	1184	2.3e-310	1069.3
3300024514.a:Ga0255177_1000005_83	BDA37379.1|GT2	100.0	619	0	0	1	619	1	619	0.0e+00	1195.6
3300024514.a:Ga0255177_1000005_85	CAE6204650.1|GH28	48.8	600	297	5	5	598	746	1341	4.7e-166	588.6
3300024514.a:Ga0255177_1000005_115	ALR08738.2|GT83	47.0	594	291	7	3	580	2	587	1.4e-140	503.8
3300024514.a:Ga0255177_1000005_123	BCP97623.1|CBM50	100.0	371	0	0	1	371	20	390	1.3e-190	669.5
3300024514.a:Ga0255177_1000005_127	AGL64345.2|GT2	42.0	576	313	5	9	570	288	856	3.6e-120	436.0
3300024514.a:Ga0255177_1000005_162	CAG7883609.1|GT1	52.8	873	388	11	3	855	171	1039	5.0e-230	801.6
3300024514.a:Ga0255177_1000005_177	BDA37286.1|GT4	100.0	371	0	0	1	371	1	371	3.3e-215	751.1
