HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_28.hmm	262	3300014497.a:Ga0182008_10000003_193	586	2.5e-113	1	262	49	316	0.9961832061068703
CBM32.hmm	124	3300014497.a:Ga0182008_10000003_193	586	3.8e-25	10	114	360	477	0.8387096774193549
GH77.hmm	494	3300014497.a:Ga0182008_10000003_234	883	7.8e-135	1	487	237	874	0.9838056680161943
GT4.hmm	160	3300014497.a:Ga0182008_10000003_253	383	2.6e-38	5	158	193	344	0.95625
GH3.hmm	216	3300014497.a:Ga0182008_10000003_254	577	4.1e-61	4	215	103	329	0.9768518518518519
GH92.hmm	491	3300014497.a:Ga0182008_10000003_269	766	1.2e-187	2	491	268	763	0.9959266802443992
PL10_1.hmm	288	3300014497.a:Ga0182008_10000003_390	341	9.3e-110	1	288	34	324	0.9965277777777778
PL1.hmm	202	3300014497.a:Ga0182008_10000003_391	372	9e-50	2	201	80	303	0.9851485148514851
GH95.hmm	722	3300014497.a:Ga0182008_10000003_392	825	2.5e-295	3	715	24	760	0.9861495844875346
CE12.hmm	210	3300014497.a:Ga0182008_10000003_396	246	2.6e-77	1	209	23	232	0.9904761904761905
CE8.hmm	288	3300014497.a:Ga0182008_10000003_397	326	2.5e-98	2	286	26	315	0.9861111111111112
GH28.hmm	325	3300014497.a:Ga0182008_10000003_399	554	1.5e-79	10	306	76	471	0.9107692307692308
GH43_10.hmm	271	3300014497.a:Ga0182008_10000003_400	574	7e-111	1	271	69	338	0.996309963099631
CBM91.hmm	200	3300014497.a:Ga0182008_10000003_400	574	1.3e-25	5	195	373	569	0.95
GH105.hmm	332	3300014497.a:Ga0182008_10000003_401	420	1.7e-124	5	332	70	419	0.9849397590361446
PL1_2.hmm	183	3300014497.a:Ga0182008_10000003_403	482	1.3e-78	1	183	90	276	0.994535519125683
CE8.hmm	288	3300014497.a:Ga0182008_10000003_404	341	3.1e-108	2	287	33	328	0.9895833333333334
GT2.hmm	170	3300014497.a:Ga0182008_10000003_6	239	7.2e-30	2	170	5	171	0.9882352941176471
GT4.hmm	160	3300014497.a:Ga0182008_10000003_69	384	5.6e-28	4	153	205	351	0.93125
GT2.hmm	170	3300014497.a:Ga0182008_10000003_70	300	4.2e-16	1	132	3	135	0.7705882352941177
GT4.hmm	160	3300014497.a:Ga0182008_10000003_71	383	5.4e-34	5	154	202	349	0.93125
GT2.hmm	170	3300014497.a:Ga0182008_10000003_72	299	2.6e-27	1	115	7	120	0.6705882352941176
GT4.hmm	160	3300014497.a:Ga0182008_10000003_73	385	1.9e-27	8	157	205	351	0.93125
GT2.hmm	170	3300014497.a:Ga0182008_10000003_75	269	3.2e-27	1	168	5	164	0.9823529411764705
GT2.hmm	170	3300014497.a:Ga0182008_10000003_76	333	3.2e-31	2	126	7	132	0.7294117647058823
GT2.hmm	170	3300014497.a:Ga0182008_10000003_77	337	3.4e-25	1	166	8	180	0.9705882352941176
GT32.hmm	90	3300014497.a:Ga0182008_10000003_82	261	1.4e-18	6	87	23	95	0.9
GT2.hmm	170	3300014497.a:Ga0182008_10000003_83	293	1.7e-26	1	102	5	105	0.5941176470588235
GT2.hmm	170	3300014497.a:Ga0182008_10000003_85	297	3.7e-22	1	132	5	139	0.7705882352941177
GT2.hmm	170	3300014497.a:Ga0182008_10000003_86	317	5e-26	1	164	8	174	0.9588235294117647
GT74.hmm	280	3300014497.a:Ga0182008_10000003_90	325	1.4e-16	5	264	5	272	0.925
GT51.hmm	177	3300014497.a:Ga0182008_10000005_105	794	2.2e-54	2	176	83	258	0.9830508474576272
AA1.hmm	358	3300014497.a:Ga0182008_10000005_152	766	3.7e-66	9	358	65	561	0.9748603351955307
GT2.hmm	170	3300014497.a:Ga0182008_10000005_209	300	2.5e-16	1	166	4	168	0.9705882352941176
GT9.hmm	225	3300014497.a:Ga0182008_10000005_210	322	9.6e-31	3	217	70	302	0.9511111111111111
GT28.hmm	157	3300014497.a:Ga0182008_10000005_321	375	1.9e-47	1	157	193	362	0.9936305732484076
GH171.hmm	355	3300014497.a:Ga0182008_10000007_170	399	5.2e-116	1	355	53	396	0.9971830985915493
GH13.hmm	299	3300014497.a:Ga0182008_10000007_191	425	8.5e-51	11	287	25	300	0.9230769230769231
GH73.hmm	128	3300014497.a:Ga0182008_10000007_204	375	2.3e-35	2	128	54	183	0.984375
GH24.hmm	137	3300014497.a:Ga0182008_10000007_216	996	9.2e-37	2	137	835	982	0.9854014598540146
GT35.hmm	674	3300014497.a:Ga0182008_10000007_278	555	3.7e-67	208	583	175	504	0.5563798219584569
CE1.hmm	227	3300014497.a:Ga0182008_10000007_281	710	9e-17	4	209	467	688	0.9030837004405287
GH25.hmm	177	3300014497.a:Ga0182008_10000007_343	288	4.6e-48	2	177	89	265	0.9887005649717514
GT2.hmm	170	3300014497.a:Ga0182008_10000011_143	317	6.3e-31	1	129	4	134	0.7529411764705882
GT2.hmm	170	3300014497.a:Ga0182008_10000011_259	328	1.7e-21	2	129	10	132	0.7470588235294118
GT5.hmm	472	3300014497.a:Ga0182008_10000011_266	469	4.1e-138	2	471	3	467	0.9936440677966102
CBM48.hmm	76	3300014497.a:Ga0182008_10000011_267	651	2e-18	2	70	30	116	0.8947368421052632
GH13_9.hmm	301	3300014497.a:Ga0182008_10000011_267	651	1.8e-149	1	301	185	486	0.9966777408637874
CE1.hmm	227	3300014497.a:Ga0182008_10000011_268	374	9.8e-33	3	223	120	353	0.9691629955947136
CE1.hmm	227	3300014497.a:Ga0182008_10000011_271	237	5.1e-20	68	218	71	230	0.6607929515418502
CE4.hmm	130	3300014497.a:Ga0182008_10000011_67	288	1.8e-17	5	107	62	176	0.7846153846153846
GT32.hmm	90	3300014497.a:Ga0182008_10000011_8	225	1.6e-21	6	87	23	100	0.9
GT4.hmm	160	3300014497.a:Ga0182008_10000011_9	367	3.2e-28	2	157	187	336	0.96875
AA3.hmm	618	3300014497.a:Ga0182008_10000015_137	526	2.2e-41	76	399	28	522	0.5226537216828478
GH92.hmm	491	3300014497.a:Ga0182008_10000015_179	934	1.8e-164	5	456	227	679	0.9185336048879837
AA3.hmm	618	3300014497.a:Ga0182008_10000015_24	688	3.6e-42	84	401	5	682	0.5129449838187702
AA12.hmm	401	3300014497.a:Ga0182008_10000015_48	436	5.5e-18	14	399	63	428	0.9600997506234414
GH3.hmm	216	3300014497.a:Ga0182008_10000015_49	888	8.6e-66	3	214	116	335	0.9768518518518519
GH29.hmm	346	3300014497.a:Ga0182008_10000015_50	481	2.6e-99	18	345	20	387	0.9450867052023122
CE1.hmm	227	3300014497.a:Ga0182008_10000015_75	665	1.3e-18	5	221	419	661	0.9515418502202643
GH5_46.hmm	257	3300014497.a:Ga0182008_10000015_83	574	2.4e-112	3	257	78	344	0.9883268482490273
CBM6.hmm	138	3300014497.a:Ga0182008_10000015_83	574	5e-21	25	136	464	572	0.8043478260869565
GH23.hmm	135	3300014497.a:Ga0182008_10000015_85	283	7.9e-21	11	121	58	179	0.8148148148148148
GT2.hmm	170	3300014497.a:Ga0182008_10000016_195	280	1e-21	1	169	6	187	0.9882352941176471
