dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51_e0	GT51:5325	2.4.1.129:10	-	165	3300026971.a:Ga0207716_100007_309	231	4.5e-78	2	164	57	219	0.9818181818181818	0.9818181818181818
GH23_e958	GH23:159	-	-	115	3300026971.a:Ga0207716_100007_426	234	1.3e-50	2	109	119	226	0.9304347826086956	0.9304347826086956
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	3300026971.a:Ga0207716_100007_49	491	2.2e-16	9	191	46	233	0.4364508393285372	0.4364508393285372
GT2	GT2:9	-	-	145	3300026971.a:Ga0207716_100027_197	264	4.2e-54	1	145	10	154	0.993103448275862	0.993103448275862
GT4_e866	GT4:92	-	-	138	3300026971.a:Ga0207716_100027_204	371	3.1e-64	1	137	196	332	0.9855072463768116	0.9855072463768116
GT51_e15	GT51:575	-	-	172	3300026971.a:Ga0207716_100055_143	747	1.5e-86	1	171	140	310	0.9883720930232558	0.9883720930232558
GH23_e551	GH23:1007	4.2.2.n1:2	peptidoglycan	151	3300026971.a:Ga0207716_100064_8	536	1.4e-79	1	151	331	481	0.9933774834437086	0.9933774834437086
GT30_e0	GT30:6984|GT2:1	2.4.99.-:25	-	177	3300026971.a:Ga0207716_100080_31	418	1.3e-72	1	176	35	210	0.9887005649717514	0.9887005649717514
GT4_e1161	GT4:11	-	-	136	3300026971.a:Ga0207716_100080_35	353	2.1e-62	2	136	174	308	0.9852941176470589	0.9852941176470589
GT4_e160	GT4:11	-	-	149	3300026971.a:Ga0207716_100080_42	373	1.3e-71	2	149	192	340	0.9865771812080537	0.9865771812080537
GH13_e140	GH13_23:660|GH13:8|GH13_17:7|GH13_36:2|GH13_31:1	3.2.1.20:1	sucrose, starch	349	3300026971.a:Ga0207716_100126_43	572	1.2e-175	1	348	65	410	0.994269340974212	0.994269340974212
AA6_e2	AA6:22	-	-	195	3300026971.a:Ga0207716_100265_21	202	2.9e-47	2	193	9	196	0.9794871794871794	0.9794871794871794
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	3300026971.a:Ga0207716_100007_541	480	1.8e-17	7	209	54	261	0.4844124700239808	0.4844124700239808
GH13_e23	GH13_32:70|CBM20:21|GH13:9|CBM26:8|CBM25:1	3.2.1.1:2|3.2.1.-:1	sucrose, starch, starch	267	3300026971.a:Ga0207716_100009_125	577	1.5e-128	1	267	54	324	0.9962546816479401	0.9962546816479401
CBM20_e11	CBM20:32|GH13_32:27|GH13:3|GH14:1|CBM25:1	3.2.1.-:1	starch	91	3300026971.a:Ga0207716_100009_125	577	5.4e-37	2	90	480	568	0.967032967032967	0.967032967032967
CBM50_e367	CBM50:789	-	chitin, peptidoglycan	47	3300026971.a:Ga0207716_100009_160	339	2.4e-28	1	46	34	79	0.9574468085106383	0.9574468085106383
AA3_e57	AA3_2:11	-	-	532	3300026971.a:Ga0207716_100009_53	562	1.9e-215	1	532	6	530	0.9981203007518797	0.9981203007518797
GH73_e151	GH73:547	-	-	128	3300026971.a:Ga0207716_100027_237	312	2.4e-59	2	127	140	265	0.9765625	0.9765625
CBM57_e27	CBM57:7	-	glycosidases	141	3300026971.a:Ga0207716_100030_200	2882	2.7e-43	2	141	41	177	0.9858156028368794	0.9858156028368794
CBM57_e15	CBM57:7|CBM6:4	-	glycosidases	144	3300026971.a:Ga0207716_100030_200	2882	1.7e-43	2	143	288	429	0.9791666666666666	0.9791666666666666
CBM57_e27	CBM57:7	-	glycosidases	141	3300026971.a:Ga0207716_100030_200	2882	4.5e-42	3	141	535	671	0.9787234042553191	0.9787234042553191
CBM57_e15	CBM57:7|CBM6:4	-	glycosidases	144	3300026971.a:Ga0207716_100030_200	2882	1.1e-43	2	143	782	923	0.9791666666666666	0.9791666666666666
AA5_e0	AA5_2:220|CBM13:216|AA5:10|CBM42:3|CBM6:1|CBM32:1	-	-	587	3300026971.a:Ga0207716_100030_200	2882	3e-150	112	586	1282	1753	0.807495741056218	0.807495741056218
GT4_e606	GT4:26	-	-	150	3300026971.a:Ga0207716_100030_205	373	3.5e-50	4	148	193	337	0.96	0.96
CE4_e281	CE4:9	-	-	120	3300026971.a:Ga0207716_100030_220	320	5.2e-21	14	107	60	153	0.775	0.775
GH13_e237	GH13_18:242	-	sucrose	341	3300026971.a:Ga0207716_100064_116	580	1.1e-175	1	341	88	429	0.9970674486803519	0.9970674486803519
GH13_e62	GH13_19:166|CBM26:16|CBM25:10|CBM74:4|GH13:2|CBM48:1	3.2.1.-:1|3.2.1.1:1	sucrose, starch, starch	378	3300026971.a:Ga0207716_100126_38	608	4.7e-174	1	377	150	527	0.9947089947089947	0.9947089947089947
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300026971.a:Ga0207716_100264_27	305	3.5e-130	1	271	5	275	0.9926470588235294	0.9926470588235294
AA1_e26	AA1_2:421|AA1:7	1.10.3.2:1	lignin	394	3300026971.a:Ga0207716_100007_117	578	1.8e-49	2	230	39	304	0.5786802030456852	0.5786802030456852
AA1_e33	AA1_1:698|AA1:86|CE4:1	1.10.3.2:77	lignin	353	3300026971.a:Ga0207716_100007_117	578	9.4e-18	167	351	222	550	0.5212464589235127	0.5212464589235127
AA3_e57	AA3_2:11	-	-	532	3300026971.a:Ga0207716_100007_461	557	7.1e-165	1	530	13	552	0.9943609022556391	0.9943609022556391
GH23_e321	GH23:20	-	-	123	3300026971.a:Ga0207716_100007_481	202	2.9e-76	1	122	46	167	0.983739837398374	0.983739837398374
CBM50_e126	CBM50:2944|GH24:1	-	chitin, peptidoglycan	43	3300026971.a:Ga0207716_100007_588	453	7.8e-16	1	43	409	451	0.9767441860465116	0.9767441860465116
GT83_e10	GT83:611	-	-	503	3300026971.a:Ga0207716_100009_372	583	2.8e-209	3	501	22	521	0.9900596421471173	0.9900596421471173
GT4_e1295	GT4:177|GT2:1	-	-	141	3300026971.a:Ga0207716_100016_326	407	8.8e-61	2	140	220	358	0.9787234042553191	0.9787234042553191
GH23_e418	GH23:743|CBM50:612	-	-	141	3300026971.a:Ga0207716_100030_100	567	1.4e-67	1	140	146	285	0.9858156028368794	0.9858156028368794
CBM50_e914	CBM50:27|GH23:25|GH25:1	-	chitin, peptidoglycan	43	3300026971.a:Ga0207716_100030_100	567	1.2e-16	1	43	375	416	0.9767441860465116	0.9767441860465116
CBM50_e496	CBM50:345|GH23:335	-	chitin, peptidoglycan	43	3300026971.a:Ga0207716_100030_100	567	4e-18	1	43	449	491	0.9767441860465116	0.9767441860465116
CBM50_e496	CBM50:345|GH23:335	-	chitin, peptidoglycan	43	3300026971.a:Ga0207716_100030_100	567	2.1e-17	1	43	517	559	0.9767441860465116	0.9767441860465116
GH77_e26	GH77:918|CBM34:33|GH13_39:33|GT35:1	2.4.1.25:21	starch	486	3300026971.a:Ga0207716_100030_11	498	1e-188	1	481	20	489	0.9876543209876543	0.9876543209876543
GH57_e28	GH57:149	-	-	468	3300026971.a:Ga0207716_100030_12	576	6e-212	1	467	11	481	0.9957264957264957	0.9957264957264957
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300026971.a:Ga0207716_100030_14	629	5.9e-22	5	92	22	122	0.87	0.87
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300026971.a:Ga0207716_100030_14	629	9.3e-165	1	300	179	478	0.9933554817275747	0.9933554817275747
GT2	GT2:6|GT4:1	-	-	270	3300026971.a:Ga0207716_100030_195	335	1.7e-40	1	268	15	284	0.9888888888888889	0.9888888888888889
GT4_e43	GT4:16|GT2:1	-	-	148	3300026971.a:Ga0207716_100030_208	384	7.4e-63	2	147	193	338	0.9797297297297297	0.9797297297297297
GT4_e665	GT4:30	-	-	139	3300026971.a:Ga0207716_100030_27	325	3.2e-72	1	138	146	283	0.9856115107913669	0.9856115107913669
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	3300026971.a:Ga0207716_100030_9	845	2.1e-180	1	527	121	649	0.9905838041431262	0.9905838041431262
