Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300027316.a:Ga0207768_100002_1026	-	GT83(77-398)	GT83_e71	-	N	2
3300027316.a:Ga0207768_100002_1106	-	GT9(89-342)	GT9_e144	GT9	N	3
3300027316.a:Ga0207768_100002_1107	-	GT9(84-331)	GT9_e258	GT9	N	3
3300027316.a:Ga0207768_100002_1108	-	GT9(84-329)	GT9_e110	GT9	N	3
3300027316.a:Ga0207768_100002_1110	-	GT4(224-386)	GT4_e171	GT4	N	3
3300027316.a:Ga0207768_100002_137	-	GH18(44-335)	GH18_e171	GH18	Y(1-26)	3
3300027316.a:Ga0207768_100002_278	-	GT94(102-381)	GT4_e1588	GT4	N	3
3300027316.a:Ga0207768_100002_279	-|-	GT2(278-435)	GT2+GT2	GT2	N	3
3300027316.a:Ga0207768_100002_280	-	GT2(13-195)	GT2	GT2	N	3
3300027316.a:Ga0207768_100002_396	-	GH23(202-316)	GH23_e958	GH23	N	3
3300027316.a:Ga0207768_100002_40	-	GT4(201-346)	GT4_e459	GT4	N	3
3300027316.a:Ga0207768_100002_420	-	GH74(81-175)	GH74_e3	-	N	2
3300027316.a:Ga0207768_100002_423	-	GT26(83-252)	GT26_e114	GT26	N	3
3300027316.a:Ga0207768_100002_455	-	GT83(55-362)	-	-	Y(1-26)	1
3300027316.a:Ga0207768_100002_50	-	GH23(595-731)	GH23_e609	GH23	Y(1-23)	3
3300027316.a:Ga0207768_100002_538	-	GT83(34-447)	-	-	N	1
3300027316.a:Ga0207768_100002_54	-	GT2(10-127)	GT2	GT2	N	3
3300027316.a:Ga0207768_100002_638	-	GT20(27-514)	GT20_e9	GT20	N	3
3300027316.a:Ga0207768_100002_664	-	GH39(115-372)	GH39_e134	GH39	N	3
3300027316.a:Ga0207768_100002_701	-	AA1(116-316)	-	-	Y(1-36)	1
3300027316.a:Ga0207768_100002_736	2.4.1.245:2	GT4(225-377)	GT4_e740	GT4	N	3
3300027316.a:Ga0207768_100002_74	-	GT2(13-217)	GT2	GT2	N	3
3300027316.a:Ga0207768_100002_75	-	GT2(37-198)	GT2	GT2	N	3
3300027316.a:Ga0207768_100002_770	-	GH23(390-492)	GH23_e529	GH23	N	3
3300027316.a:Ga0207768_100002_837	-	CE14(15-122)	CE14_e51	CE14	N	3
3300027316.a:Ga0207768_100002_849	-	CE14(14-126)	CE14_e35	CE14	N	3
3300027316.a:Ga0207768_100002_85	-	GT4(203-349)	GT4_e738	GT4	N	3
3300027316.a:Ga0207768_100002_875	1.1.3.-:1	AA7(9-186)	AA7_e0	-	N	2
