Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029675.a:Ga0245254_100765_13	AHF12045.1|GT2	72.8	393	107	0	1	393	1	393	8.2e-172	607.1
3300029675.a:Ga0245254_100765_18	AHF12043.1|GT4	67.9	368	117	1	1	367	1	368	1.1e-146	523.5
3300029675.a:Ga0245254_100765_20	AHF12042.1|GT4	73.6	402	106	0	1	402	1	402	2.9e-180	635.2
3300029675.a:Ga0245254_100765_22	AHF12040.1|GT4	81.3	359	67	0	1	359	1	359	4.1e-165	584.7
3300029675.a:Ga0245254_100623_4	BCI63187.1|GH13	71.4	612	174	1	2	613	3	613	1.9e-284	981.9
3300029675.a:Ga0245254_100059_13	AHF12618.1|GH89	84.3	722	113	0	1	722	1	722	0.0e+00	1326.6
3300029675.a:Ga0245254_100059_17	AHF12614.1|GH89	78.0	709	156	0	3	711	14	722	0.0e+00	1203.7
3300029675.a:Ga0245254_100059_42	CAD7252417.1|GH13	54.1	592	260	8	130	714	341	927	1.5e-163	580.5
3300029675.a:Ga0245254_100059_62	ADY52932.1|GH20	53.0	536	238	5	13	545	6	530	3.2e-169	599.0
3300029675.a:Ga0245254_100059_65	UBD74569.1|GH109	68.9	457	139	1	1	454	1	457	2.7e-190	668.7
3300029675.a:Ga0245254_100059_66	UBF12987.1|GH110	60.3	585	227	2	12	594	9	590	4.3e-220	768.1
3300029675.a:Ga0245254_100059_78	BCI64112.1|GH33	50.5	1076	451	26	1	1033	1	1037	1.7e-278	963.0
3300029675.a:Ga0245254_100059_99	AHF12561.1|GH2	75.8	1078	258	1	1	1075	1	1078	0.0e+00	1766.1
3300029675.a:Ga0245254_100059_110	AHF12551.1|GT2	82.7	248	43	0	1	248	1	248	9.6e-118	426.8
3300029675.a:Ga0245254_100059_124	AHF12543.1|GT9	80.1	346	68	1	1	345	1	346	7.9e-158	560.5
3300029675.a:Ga0245254_100059_130	QRO24557.1|GH20	72.3	741	200	3	1	740	1	737	0.0e+00	1129.8
3300029675.a:Ga0245254_100209_13	BCA52608.1|GH92	59.1	733	296	3	131	861	12	742	2.2e-266	922.9
3300029675.a:Ga0245254_100209_17	UOB18388.1|GH20	49.2	535	256	7	2	524	6	536	1.5e-147	526.9
3300029675.a:Ga0245254_100209_23	UBD65114.1|GH89	65.3	729	248	3	2	728	1	726	1.1e-307	1059.3
3300029675.a:Ga0245254_100209_24	BCI64332.1|GH3	71.4	837	238	1	24	859	36	872	0.0e+00	1246.1
3300029675.a:Ga0245254_100209_25	BCI64333.1|GH20	68.9	732	227	1	29	759	36	767	0.0e+00	1082.4
3300029675.a:Ga0245254_100209_54	AHF12505.1|GT28	88.4	370	43	0	1	370	1	370	4.2e-186	654.4
3300029675.a:Ga0245254_100035_13	UBD72179.1|GH2	69.5	295	88	1	15	309	3	295	5.4e-118	427.9
3300029675.a:Ga0245254_100035_44	AHF12275.1|GH92	79.6	761	154	1	1	761	1	760	0.0e+00	1320.4
3300029675.a:Ga0245254_100035_46	AHF12276.1|GH125	86.9	481	63	0	1	481	1	481	1.9e-255	885.2
3300029675.a:Ga0245254_100035_47	AHF13740.1|GH39	78.6	412	84	2	19	426	15	426	6.3e-202	707.2
3300029675.a:Ga0245254_100035_89	AHF12308.1|GH57	94.7	433	23	0	1	433	1	433	1.3e-240	835.9
3300029675.a:Ga0245254_100035_90	BCI63387.1|GT4	86.6	418	56	0	1	418	1	418	7.3e-219	763.5
3300029675.a:Ga0245254_100035_91	AHF12310.1|GH133	92.0	648	52	0	1	648	1	648	0.0e+00	1280.0
3300029675.a:Ga0245254_100035_95	AMJ18631.1|GT2	49.0	1187	563	15	9	1177	3	1165	0.0e+00	1080.9
3300029675.a:Ga0245254_100035_105	AHF12323.1|GT2	73.7	357	94	0	1	357	33	389	1.5e-156	556.2
3300029675.a:Ga0245254_100035_112	QUR50186.1|GH97	62.2	651	235	6	23	671	22	663	2.3e-246	855.5
3300029675.a:Ga0245254_100035_119	AHF12332.1|GH31	78.5	767	163	2	3	769	4	768	0.0e+00	1338.9
3300029675.a:Ga0245254_100035_142	UHZ88099.1|GH2	67.2	668	215	2	5	672	24	687	9.6e-277	956.4
3300029675.a:Ga0245254_100035_148	QEC51506.1|GH123	43.6	580	297	11	15	575	8	576	6.9e-129	465.3
3300029675.a:Ga0245254_100035_155	AHF12350.1|GH2	85.1	832	122	1	1	830	1	832	0.0e+00	1526.9
