dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1_e65	GH1:2301	3.2.1.85:20	beta-galactan	461	3300029465.a:Ga0244121_100007_233	477	1.8e-215	2	460	13	473	0.9934924078091106	0.9934924078091106
CE9_e85	CE9:1715	-	-	369	3300029465.a:Ga0244121_100007_236	387	1e-171	2	368	11	380	0.991869918699187	0.991869918699187
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	3300029465.a:Ga0244121_100007_260	519	8.9e-204	1	475	9	486	0.9895615866388309	0.9895615866388309
GT2	GT2:6	-	-	142	3300029465.a:Ga0244121_100007_4	357	8.4e-33	1	136	13	148	0.9507042253521126	0.9507042253521126
GH32_e76	GH32:1477	3.2.1.26:3	fructan	301	3300029465.a:Ga0244121_100007_84	476	2.5e-97	1	296	12	326	0.9800664451827242	0.9800664451827242
GT2	GT2:440|GT4:1	-	-	168	3300029465.a:Ga0244121_100011_170	378	3.4e-39	2	163	31	202	0.9583333333333334	0.9583333333333334
GT2	GT2:20	-	-	128	3300029465.a:Ga0244121_100011_171	354	8.6e-43	1	124	18	141	0.9609375	0.9609375
GT2	GT2:125	-	-	175	3300029465.a:Ga0244121_100011_178	408	1.4e-40	1	111	6	116	0.6285714285714286	0.6285714285714286
GT2	GT2:138	-	-	155	3300029465.a:Ga0244121_100011_182	318	1.2e-74	1	154	14	168	0.9870967741935484	0.9870967741935484
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	3300029465.a:Ga0244121_100011_217	765	3.5e-21	7	77	47	119	0.8641975308641975	0.8641975308641975
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029465.a:Ga0244121_100011_217	765	4e-138	1	300	212	507	0.9933554817275747	0.9933554817275747
GT28_e66	GT28:15	-	-	141	3300029465.a:Ga0244121_100011_232	422	1.7e-64	1	141	246	386	0.9929078014184397	0.9929078014184397
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300029465.a:Ga0244121_100041_129	279	4.8e-17	16	202	57	269	0.9029126213592233	0.9029126213592233
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029465.a:Ga0244121_100043_141	512	4.6e-204	1	469	11	500	0.9957446808510638	0.9957446808510638
GT8_e196	GT8:7	-	-	251	3300029465.a:Ga0244121_100043_21	287	8.1e-85	2	248	8	252	0.9800796812749004	0.9800796812749004
CBM32_e59	CBM32:22|GH20:19|CBM51:1|GH110:1|GH89:1	-	host glycan	120	3300029465.a:Ga0244121_100048_47	229	2e-18	9	119	53	165	0.9166666666666666	0.9166666666666666
GH172_e0	GH172:444	-	-	260	3300029465.a:Ga0244121_100072_131	375	1.5e-117	1	259	86	355	0.9923076923076923	0.9923076923076923
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	3300029465.a:Ga0244121_100072_65	499	1.4e-127	1	287	46	343	0.9930555555555556	0.9930555555555556
PL12_e29	PL12_1:15	-	-	136	3300029465.a:Ga0244121_100084_58	704	7.4e-49	1	135	390	526	0.9852941176470589	0.9852941176470589
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	3300029465.a:Ga0244121_100177_21	771	1.1e-246	6	727	2	741	0.9703903095558546	0.9703903095558546
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029465.a:Ga0244121_100299_15	492	7.2e-200	1	470	8	488	0.997872340425532	0.997872340425532
GH1_e31	GH1:10	-	-	466	3300029465.a:Ga0244121_100299_42	481	6.3e-268	6	465	1	469	0.9849785407725322	0.9849785407725322
CE7_e2	CE7:32	-	-	311	3300029465.a:Ga0244121_100328_36	329	3.8e-140	5	311	8	324	0.9839228295819936	0.9839228295819936
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029465.a:Ga0244121_100378_22	478	8.3e-230	1	469	5	473	0.9957446808510638	0.9957446808510638
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029465.a:Ga0244121_100489_2	953	7.7e-31	93	196	167	274	0.40551181102362205	0.40551181102362205
CBM13_e203	CBM13:6|CBM26:3|GH13_28:3|CBM25:2|GH73:1|CBM74:1	-	xylan	138	3300029465.a:Ga0244121_100489_2	953	1.7e-26	12	137	360	486	0.9057971014492754	0.9057971014492754
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029465.a:Ga0244121_100489_2	953	1.7e-29	85	214	429	564	0.5078740157480315	0.5078740157480315
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029465.a:Ga0244121_100489_2	953	1.7e-35	96	197	658	757	0.39763779527559057	0.39763779527559057
GH3_e197	GH3:1321|GH78:3|CBM6:1	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	beta-glucan, beta-glucan, xylan, arabinan, host glycan	221	3300029465.a:Ga0244121_100521_26	848	8.5e-107	1	221	30	250	0.995475113122172	0.995475113122172
CE4_e338	CE4:5	-	-	113	3300029465.a:Ga0244121_100613_16	466	2.1e-46	1	113	242	354	0.9911504424778761	0.9911504424778761
CE4_e267	CE4:233|CBM50:1	-	-	120	3300029465.a:Ga0244121_100613_18	428	2e-32	3	109	215	321	0.8833333333333333	0.8833333333333333
GH13_e1	GH13_29:585|GH13:36|GH13_31:2	3.2.1.93:2	sucrose, trehalose	345	3300029465.a:Ga0244121_100007_170	577	8.6e-151	1	344	36	392	0.9942028985507246	0.9942028985507246
GH5_e304	GH5:13|GH5_39:1	-	-	271	3300029465.a:Ga0244121_100007_356	355	1.2e-111	1	271	53	331	0.996309963099631	0.996309963099631
GH33_e71	GH33:23	-	-	323	3300029465.a:Ga0244121_100007_374	387	8.5e-171	2	323	34	355	0.9938080495356038	0.9938080495356038
GT2	GT2:18	-	-	225	3300029465.a:Ga0244121_100011_126	425	4e-131	1	225	46	270	0.9955555555555555	0.9955555555555555
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029465.a:Ga0244121_100011_163	480	3e-220	1	470	3	476	0.997872340425532	0.997872340425532
GT4_e697	GT4:12	-	-	157	3300029465.a:Ga0244121_100011_172	408	4.2e-60	1	156	224	378	0.9872611464968153	0.9872611464968153
GH25_e204	GH25:6	-	-	177	3300029465.a:Ga0244121_100011_173	1400	5.7e-62	1	176	112	304	0.9887005649717514	0.9887005649717514
CBM13_e203	CBM13:6|CBM26:3|GH13_28:3|CBM25:2|GH73:1|CBM74:1	-	xylan	138	3300029465.a:Ga0244121_100011_173	1400	3.6e-24	5	135	344	474	0.9420289855072463	0.9420289855072463
