#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name         accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
# ------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH159_e0.hmm|GH159:12 -            218 3300007043.a:Ga0102536_103188_2 -            576     0.038   14.1   0.1   1   2     7e-05       1.8    8.6   0.0   113   154   312   352   288   360 0.82 -
GH159_e0.hmm|GH159:12 -            218 3300007043.a:Ga0102536_103188_2 -            576     0.038   14.1   0.1   2   2    0.0046   1.2e+02    2.6   0.0    99   146   412   463   404   472 0.71 -
GT4_e1292.hmm|GT4:10 -            117 3300007043.a:Ga0102536_101056_4 -             47      0.21   12.1   0.0   1   1   8.6e-06      0.22   12.1   0.0    84   110     8    34     2    41 0.79 -
GT41_e13.hmm|GT41:230|GT2:1                                               -            513 3300007043.a:Ga0102536_101056_11 -            508    0.0048   16.0   1.4   1   1   8.6e-07    0.0074   15.4   1.4    34   147   325   439   270   450 0.85 -
GH18_e177.hmm|GH18:11|CBM5:9|3.2.1.14:2                                   -            168 3300007043.a:Ga0102536_101056_11 -            508     0.018   15.0   0.2   1   2   6.9e-06     0.059   13.3   0.0    62   124   243   305   230   324 0.82 -
GH18_e177.hmm|GH18:11|CBM5:9|3.2.1.14:2                                   -            168 3300007043.a:Ga0102536_101056_11 -            508     0.018   15.0   0.2   2   2       0.6   5.1e+03   -2.7   0.0    91   104   395   408   366   412 0.72 -
GH18_e403.hmm|GH18:129|CBM5:44|CBM12:17|CBM2:6|CBM13:2|CBM18:1|3.2.1.14:1 -            253 3300007043.a:Ga0102536_101056_11 -            508      0.13   12.2   0.0   1   1   2.9e-05      0.25   11.2   0.0    87   148   261   325   257   336 0.80 -
GT2_e464.hmm|GT2:15|GT4:14|GT0:1 -            133 3300007043.a:Ga0102536_101056_17 -            153     0.047   13.9   0.7   1   1   2.5e-06     0.064   13.5   0.7    26    86    43   107    26   116 0.80 -
GH73_e10.hmm|GH73:59|CBM50:1 -            126 3300007043.a:Ga0102536_101863_2 -            373    0.0078   17.3   6.4   1   2    0.0044        56    4.9   0.1    59   112   161   217   148   247 0.79 -
GH73_e10.hmm|GH73:59|CBM50:1 -            126 3300007043.a:Ga0102536_101863_2 -            373    0.0078   17.3   6.4   2   2   7.9e-06       0.1   13.7   2.5    42    85   320   364   312   372 0.82 -
GT2_e4185.hmm|GT2:8          -             91 3300007043.a:Ga0102536_101863_2 -            373      0.14   12.9   0.0   1   2      0.31   3.9e+03   -1.4   0.0    24    37    94   107    77   124 0.75 -
GT2_e4185.hmm|GT2:8          -             91 3300007043.a:Ga0102536_101863_2 -            373      0.14   12.9   0.0   2   2   8.7e-05       1.1   10.0   0.0     9    53   201   245   193   255 0.86 -
CBM47_e27.hmm|CBM47:13|GH29:6|CBM32:2|GH84:2|CBM0:1|CBM6:1|GH141:1|GH92:1 -            133 3300007043.a:Ga0102536_101863_4 -            398      0.06   13.7   0.3   1   1   1.5e-05      0.13   12.7   0.2    55   106   164   215   152   235 0.89 -
GT2_e2008.hmm|GT2:60                                                      -            266 3300007043.a:Ga0102536_101863_4 -            398       0.1   12.5   0.1   1   1     2e-05      0.17   11.8   0.1   146   236    50   150    44   162 0.77 -
GT2_e1478.hmm|GT2:6                                                       -            116 3300007043.a:Ga0102536_101863_4 -            398       0.3   11.8   2.1   1   2      0.14   1.2e+03    0.1   0.0    25    63    75   114    46   116 0.79 -
GT2_e1478.hmm|GT2:6                                                       -            116 3300007043.a:Ga0102536_101863_4 -            398       0.3   11.8   2.1   2   2   0.00013       1.1   10.0   0.5    24    61   149   186   128   191 0.79 -
GH17_e75.hmm|GH17:49 -            240 3300007043.a:Ga0102536_101863_6 -            111     0.024   14.3   0.2   1   1   9.2e-07     0.024   14.3   0.2    51   102    53   104     4   108 0.84 -
GT111_e5.hmm|GT111:8 -            233 3300007043.a:Ga0102536_101863_7 -            177      0.13   12.3   0.2   1   1   7.2e-06      0.18   11.8   0.2   184   212    75   104    68   137 0.82 -
GH166_e2.hmm|GH166:66  -            223 3300007043.a:Ga0102536_100564_8 -            311    0.0041   17.0   0.2   1   1   7.5e-07    0.0096   15.8   0.1   104   181    20    99    16   105 0.85 -
CBM43_e37.hmm|CBM43:16 -             81 3300007043.a:Ga0102536_100564_8 -            311     0.021   15.4   0.1   1   2   5.6e-06     0.072   13.7   0.0     6    55    20    72    16    88 0.81 -
CBM43_e37.hmm|CBM43:16 -             81 3300007043.a:Ga0102536_100564_8 -            311     0.021   15.4   0.1   2   2       1.5     2e+04   -3.7   0.0     6    16   199   209   198   215 0.75 -
GH170_e36.hmm|GH170:322 -            356 3300007043.a:Ga0102536_100564_23 -            182      0.15   11.4   0.1   1   1   7.7e-06       0.2   11.0   0.1   103   173    46   117    32   127 0.78 -
GT29_e11.hmm|GT29:9  -            241 3300007043.a:Ga0102536_102894_4 -            277     0.054   13.1   0.0   1   1   3.6e-06     0.093   12.4   0.0   176   220    84   125    57   136 0.77 -
GH79_e22.hmm|GH79:6|3.2.1.31:1       -            366 3300007043.a:Ga0102536_101800_2 -             68     0.069   12.7   0.0   1   1   5.4e-06     0.069   12.7   0.0    38    95     2    62     1    67 0.77 -
PL6_e16.hmm|PL6_2:35|4.2.2.-:2|PL6:2 -            354 3300007043.a:Ga0102536_101800_2 -             68     0.074   12.7   0.1   1   1   6.3e-06     0.081   12.6   0.1    82   129    10    59     4    63 0.89 -
GT2_e967.hmm|GT2:7   -            124 3300007043.a:Ga0102536_101800_3 -            398     0.016   15.8   0.6   1   2   5.7e-06     0.072   13.6   0.2    13    93    97   173    86   201 0.67 -
GT2_e967.hmm|GT2:7   -            124 3300007043.a:Ga0102536_101800_3 -            398     0.016   15.8   0.6   2   2     0.094   1.2e+03   -0.0   0.0    75    93   195   213   181   223 0.80 -
GT2_e2037.hmm|GT2:11 -            111 3300007043.a:Ga0102536_101800_3 -            398      0.16   12.4   0.2   1   1   3.3e-05      0.42   11.1   0.2    57    96   135   173    85   190 0.82 -
GH73_e10.hmm|GH73:59|CBM50:1 -            126 3300007043.a:Ga0102536_100399_2 -            370     0.013   16.6   3.5   1   2      0.01   1.3e+02    3.7   0.1    61   113   163   218   133   227 0.79 -
GH73_e10.hmm|GH73:59|CBM50:1 -            126 3300007043.a:Ga0102536_100399_2 -            370     0.013   16.6   3.5   2   2   1.3e-05      0.16   13.0   0.5    42    81   320   360   303   368 0.84 -
GT2_e4050.hmm|GT2:6          -            154 3300007043.a:Ga0102536_100399_2 -            370      0.13   12.7   5.7   1   4    0.0013        17    5.8   0.0    97   121    32    56    30    85 0.79 -
GT2_e4050.hmm|GT2:6          -            154 3300007043.a:Ga0102536_100399_2 -            370      0.13   12.7   5.7   2   4      0.03   3.8e+02    1.4   0.0    88   109   129   152   107   201 0.71 -
GT2_e4050.hmm|GT2:6          -            154 3300007043.a:Ga0102536_100399_2 -            370      0.13   12.7   5.7   3   4      0.74   9.4e+03   -3.1   0.0    57   130   248   268   227   277 0.50 -
GT2_e4050.hmm|GT2:6          -            154 3300007043.a:Ga0102536_100399_2 -            370      0.13   12.7   5.7   4   4   0.00099        13    6.2   0.3   102   132   308   338   299   362 0.69 -
GT4_e1403.hmm|GT4:22 -            149 3300007043.a:Ga0102536_100399_4 -            395      0.04   14.1   0.0   1   1   3.5e-06     0.089   13.0   0.0    51   106   233   288   187   296 0.86 -
GT34_e12.hmm|GT34:10       -            205 3300007043.a:Ga0102536_100399_6 -            111     0.046   13.8   0.0   1   1   6.6e-06     0.056   13.6   0.0   117   187    31   100    18   105 0.85 -
GH10_e14.hmm|GH10:17|GT4:1 -            321 3300007043.a:Ga0102536_100399_6 -            111     0.067   13.1   0.0   1   1   8.1e-06     0.069   13.0   0.0   176   226    49    99    17   107 0.85 -
GH17_e75.hmm|GH17:49       -            240 3300007043.a:Ga0102536_100399_6 -            111      0.12   12.1   1.8   1   1   2.7e-05      0.23   11.1   1.8    50   102    52   104     4   107 0.79 -
GT2_e98.hmm|GT2:106  -            141 3300007043.a:Ga0102536_100399_7 -            174      0.12   12.8   0.1   1   1   2.9e-05      0.25   11.7   0.1    72    93    40    61    31    75 0.85 -
GT32_e137.hmm|GT32:7 -             82 3300007043.a:Ga0102536_100399_7 -            174      0.14   13.1   0.6   1   2      0.73   6.3e+03   -1.8   0.0     9    26    36    53    30    59 0.74 -
GT32_e137.hmm|GT32:7 -             82 3300007043.a:Ga0102536_100399_7 -            174      0.14   13.1   0.6   2   2   3.2e-05      0.28   12.1   0.1     8    59    74   123    70   143 0.81 -
GT2_e1250.hmm|GT2:12 -            137 3300007043.a:Ga0102536_100399_7 -            174      0.15   12.7   0.0   1   1   2.8e-05      0.24   12.1   0.0    73   103    40    70    33    96 0.87 -
CE7_e36.hmm|CE7:71   -            306 3300007043.a:Ga0102536_100399_25 -            378      0.11   11.8   0.0   1   1   6.8e-06      0.17   11.2   0.0   146   186   192   231   182   250 0.85 -
GT41_e13.hmm|GT41:230|GT2:1                         -            513 3300007043.a:Ga0102536_100399_29 -            321   1.6e-17   63.8   0.3   1   3    0.0028       1.3    8.0   0.0    28   100    28   105    24   110 0.80 -
