#                                                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                 accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                         ------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH18_e132.hmm|GH18:38|CBM14:28|AA15:1|CBM18:1 -            356 3300007043.a:Ga0102536_103188_3 -            183     0.028   14.4   0.0   1   1   2.7e-06     0.035   14.0   0.0   158   223    82   147    66   173 0.76 -
CE2_e31.hmm|CE2:10                            -            209 3300007043.a:Ga0102536_103188_3 -            183      0.16   12.1   0.2   1   2      0.37   4.7e+03   -2.5   0.0    74   100    24    51    15    53 0.61 -
CE2_e31.hmm|CE2:10                            -            209 3300007043.a:Ga0102536_103188_3 -            183      0.16   12.1   0.2   2   2   2.5e-05      0.32   11.1   0.1    97   151    88   142    81   170 0.81 -
PL12_e29.hmm|PL12_1:15 -            136 3300007043.a:Ga0102536_101056_8 -            259     0.077   13.7   0.0   1   2      0.17   2.2e+03   -0.7   0.0    73   106    19    52    14    79 0.70 -
PL12_e29.hmm|PL12_1:15 -            136 3300007043.a:Ga0102536_101056_8 -            259     0.077   13.7   0.0   2   2   2.7e-05      0.34   11.6   0.0    62   133   131   203   118   206 0.85 -
GH23_e912.hmm|GH23:7   -            129 3300007043.a:Ga0102536_101056_8 -            259      0.23   12.0   0.2   1   1   2.9e-05      0.37   11.3   0.2    84   122   198   234   171   238 0.80 -
GH73_e129.hmm|GH73:7|GH25:2 -            138 3300007043.a:Ga0102536_101056_9 -            111     0.053   14.1   0.1   1   2      0.19   1.7e+03   -0.4   0.0    51    79    18    46     3    54 0.62 -
GH73_e129.hmm|GH73:7|GH25:2 -            138 3300007043.a:Ga0102536_101056_9 -            111     0.053   14.1   0.1   2   2   2.1e-05      0.18   12.4   0.0    35    76    55    96    48   106 0.88 -
CBM50_e323.hmm|CBM50:5      -             42 3300007043.a:Ga0102536_101056_9 -            111     0.073   13.1   0.0   1   1   1.8e-05      0.16   12.1   0.0     8    22    47    61    42    69 0.91 -
CBM50_e282.hmm|CBM50:6      -             44 3300007043.a:Ga0102536_101056_9 -            111      0.12   12.7   0.1   1   2      0.22   1.9e+03   -0.7   0.1     7    17     6    16     4    33 0.58 -
CBM50_e282.hmm|CBM50:6      -             44 3300007043.a:Ga0102536_101056_9 -            111      0.12   12.7   0.1   2   2   7.9e-05      0.67   10.3   0.0     7    21    46    60    44    63 0.88 -
GH39_e64.hmm|GH39:18|CBM13:12|CBM35:1 -            112 3300007043.a:Ga0102536_101056_21 -            120     0.048   14.0   0.0   1   2   3.9e-06     0.099   13.0   0.0    58   105    42    91    30    97 0.83 -
GH39_e64.hmm|GH39:18|CBM13:12|CBM35:1 -            112 3300007043.a:Ga0102536_101056_21 -            120     0.048   14.0   0.0   2   2      0.37   9.6e+03   -3.1   0.1     4    11   109   116   107   118 0.74 -
GH43_e153.hmm|GH43_8:20   -            282 3300007043.a:Ga0102536_101863_3 -            135     0.089   12.3   0.1   1   1   8.1e-06       0.1   12.1   0.1    70   167    24   122    14   132 0.75 -
CBM50_e567.hmm|CBM50:3868 -             42 3300007043.a:Ga0102536_101863_3 -            135      0.19   12.7   0.0   1   1   3.9e-05      0.49   11.4   0.0     8    20    99   111    99   116 0.94 -
GT32_e85.hmm|GT32:18                 -             82 3300007043.a:Ga0102536_100564_1 -             35     0.041   14.6   0.0   1   1   3.3e-06     0.042   14.5   0.0     5    31     6    32     3    35 0.90 -
GT32_e151.hmm|GT32:18|GT62:13|GT2:11 -             79 3300007043.a:Ga0102536_100564_1 -             35     0.092   13.8   0.0   1   1   7.3e-06     0.094   13.7   0.0     4    32     4    32     1    34 0.92 -
GT2_e2567.hmm|GT2:8  -            132 3300007043.a:Ga0102536_100564_22 -            323    0.0022   18.4   0.0   1   2   1.4e-06     0.018   15.4   0.0    77   120    74   117    69   127 0.87 -
GT2_e2567.hmm|GT2:8  -            132 3300007043.a:Ga0102536_100564_22 -            323    0.0022   18.4   0.0   2   2     0.094   1.2e+03   -0.2   0.0    18    40   192   214   176   236 0.77 -
GT2_e2509.hmm|GT2:8  -            153 3300007043.a:Ga0102536_100564_22 -            323     0.012   15.6   0.5   1   3      0.08     1e+03   -0.4   0.0    75    99    21    45     5    61 0.71 -
GT2_e2509.hmm|GT2:8  -            153 3300007043.a:Ga0102536_100564_22 -            323     0.012   15.6   0.5   2   3      0.13   1.7e+03   -1.0   0.0    54    82    83   111    66   118 0.73 -
GT2_e2509.hmm|GT2:8  -            153 3300007043.a:Ga0102536_100564_22 -            323     0.012   15.6   0.5   3   3   1.1e-05      0.13   12.2   0.1    31    88   161   217   132   234 0.71 -
CBM50_e794.hmm|CBM50:8  -             42 3300007043.a:Ga0102536_100564_32 -            158     0.035   14.9   0.5   1   2   0.00014       0.9   10.3   0.1    14    34    43    64    41    65 0.90 -
CBM50_e794.hmm|CBM50:8  -             42 3300007043.a:Ga0102536_100564_32 -            158     0.035   14.9   0.5   2   2     0.042   2.7e+02    2.4   0.0    21    31   131   141   115   145 0.89 -
CE14_e35.hmm|CE14:10    -            113 3300007043.a:Ga0102536_100564_32 -            158     0.049   14.5   0.0   1   2     2e-05      0.13   13.2   0.0    53   103     6    56     2    59 0.91 -
CE14_e35.hmm|CE14:10    -            113 3300007043.a:Ga0102536_100564_32 -            158     0.049   14.5   0.0   2   2       1.6     1e+04   -2.7   0.0    75    89    87   101    77   108 0.74 -
CBM50_e754.hmm|CBM50:21 -             44 3300007043.a:Ga0102536_100564_32 -            158      0.42   10.9   2.8   1   2   4.4e-05      0.28   11.5   0.6    14    35    43    64    41    67 0.91 -
CBM50_e754.hmm|CBM50:21 -             44 3300007043.a:Ga0102536_100564_32 -            158      0.42   10.9   2.8   2   2      0.84   5.4e+03   -2.2   0.1    24    31   134   141   131   155 0.58 -
