dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1_e91	GH1:1640	-	-	452	3300029839.a:Ga0245267_100192_2	460	4.3e-196	1	452	4	456	0.9977876106194691	0.9977876106194691
GH1_e87	GH1:1211	3.2.1.21:5|3.2.1.-:1|3.2.1.23:1	beta-glucan, polyphenol, beta-galactan	461	3300029839.a:Ga0245267_100257_32	477	3.2e-224	2	461	9	467	0.9956616052060737	0.9956616052060737
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029839.a:Ga0245267_100257_40	488	4.1e-207	1	470	3	484	0.997872340425532	0.997872340425532
GH20_e83	GH20:8	-	-	345	3300029839.a:Ga0245267_100290_10	1029	1.4e-105	2	345	173	501	0.9942028985507246	0.9942028985507246
GH32_e45	GH32:16	-	-	305	3300029839.a:Ga0245267_100290_20	438	5.6e-117	2	305	8	314	0.9934426229508196	0.9934426229508196
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	3300029839.a:Ga0245267_100307_4	741	2.4e-271	1	699	11	710	0.9971428571428571	0.9971428571428571
GT28_e40	GT28:9	-	-	160	3300029839.a:Ga0245267_100317_44	363	3.1e-73	1	160	189	348	0.99375	0.99375
GH32_e67	GH32:11	-	-	311	3300029839.a:Ga0245267_100321_40	444	1.1e-108	3	310	13	316	0.9871382636655949	0.9871382636655949
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	3300029839.a:Ga0245267_100423_7	592	8.2e-19	1	76	19	93	0.9259259259259259	0.9259259259259259
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029839.a:Ga0245267_100423_7	592	2.6e-123	1	300	163	451	0.9933554817275747	0.9933554817275747
GT2	GT2:44	-	-	132	3300029839.a:Ga0245267_100465_9	264	4.3e-55	1	126	13	135	0.946969696969697	0.946969696969697
GT2	GT2:147	-	-	133	3300029839.a:Ga0245267_100467_30	336	3.4e-50	1	132	6	134	0.9849624060150376	0.9849624060150376
GT5_e9	GT5:1373|GH13:1|CBM48:1	2.4.1.21:9	-	471	3300029839.a:Ga0245267_100467_39	651	5.9e-191	1	469	170	643	0.9936305732484076	0.9936305732484076
