Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300015214.a:Ga0172382_10000159_103	-	GT26(388-554)	GT26_e124	GT26	N	3
3300015214.a:Ga0172382_10000536_36	-	GT4(217-367)	GT4_e3863	GT4	N	3
3300015214.a:Ga0172382_10000536_37	2.4.1.15:96	GT20(4-471)	GT20_e1	GT20	N	3
3300015214.a:Ga0172382_10000945_1	-	GT51(93-267)	GT51_e132	GT51	N	3
3300015214.a:Ga0172382_10000992_7	-	GH23(527-646)	GH23_e1000	GH23	Y(1-27)	3
3300015214.a:Ga0172382_10001404_35	-	GT28(191-313)	GT28_e2	-	N	2
3300015214.a:Ga0172382_10001486_19	-	GT2(9-169)	GT2	GT2	N	3
3300015214.a:Ga0172382_10001486_21	2.4.2.43:1	GT83(4-519)	GT83_e27	GT83	Y(1-26)	3
3300015214.a:Ga0172382_10002840_8	2.4.1.18:57|2.4.1.18:14	CBM48(27-111)+GH13_9(180-479)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
3300015214.a:Ga0172382_10002840_9	3.2.1.1:1	GH57(51-340)	GH57_e36	GH57	N	3
3300015214.a:Ga0172382_10003145_1	2.4.1.1:9	GT35(187-517)	GT35_e7	GT35	N	3
3300015214.a:Ga0172382_10003145_2	2.4.1.25:21	GH77(12-487)	GH77_e26	GH77	N	3
3300015214.a:Ga0172382_10003679_3	-	CE4(60-198)	CE4_e346	-	N	2
3300015214.a:Ga0172382_10004229_10	-	GT19(14-353)	GT19_e21	-	N	2
3300015214.a:Ga0172382_10004229_11	-	GT19(114-349)	-	-	N	1
3300015214.a:Ga0172382_10004229_17	2.4.99.-:25	GT30(39-217)	GT30_e0	GT30	N	3
3300015214.a:Ga0172382_10004229_4	-	CE11(6-266)	CE11_e23	-	N	2
3300015214.a:Ga0172382_10007402_14	-	GH23(136-236)	GH23_e858	-	N	2
3300015214.a:Ga0172382_10007402_4	-	GT28(209-355)	GT28_e156	GT28	N	3
3300015214.a:Ga0172382_10009135_6	-	AA4(8-228)	-	-	N	1
3300015214.a:Ga0172382_10015146_4	-	CE4(36-155)	CE4_e199	-	Y(1-26)	2
3300015214.a:Ga0172382_10018744_8	-	GH133(292-644)	GH133_e2	GH133	N	3
3300015214.a:Ga0172382_10026333_5	-	CE11(5-266)	CE11_e23	-	N	2
3300015214.a:Ga0172382_10027456_2	-	GT4(175-314)	GT4_e1648	-	N	2
3300015214.a:Ga0172382_10027456_4	-	GT4(174-313)	GT4_e2716	GT4	N	3
3300015214.a:Ga0172382_10027456_5	-	GT8(3-247)	GT8_e64	-	N	2
3300015214.a:Ga0172382_10027456_6	-	GT2(3-162)	GT2	-	N	2
3300015214.a:Ga0172382_10027737_6	-	GT19(2-235)	-	-	N	1
3300015214.a:Ga0172382_10040985_3	-	GT30(1-159)	GT30_e35	GT30	N	3
3300015214.a:Ga0172382_10050140_3	2.4.1.21:29	GT5(11-484)	GT5_e31	GT5	N	3
3300015214.a:Ga0172382_10056550_4	-	GT19(14-354)	GT19_e21	-	N	2
3300015214.a:Ga0172382_10011800_8	-	-	CBM50_e806	CBM50	N	2
3300015214.a:Ga0172382_10000992_25	-	-	GH23_e921	-	Y(1-31)	1
3300015214.a:Ga0172382_10064057_4	-	-	GT4_e1329	-	N	1
3300015214.a:Ga0172382_10000791_2	-	-	-	GH38	N	1
3300015214.a:Ga0172382_10000791_6	-	-	-	GH1	N	1
3300015214.a:Ga0172382_10000791_11	-	-	-	GH84	N	1
3300015214.a:Ga0172382_10000791_44	-	-	-	GH13	N	1
3300015214.a:Ga0172382_10001404_24	-	-	-	GH130	N	1
3300015214.a:Ga0172382_10003156_6	-	-	-	GH28	N	1
3300015214.a:Ga0172382_10003156_10	-	-	-	GH13	N	1
3300015214.a:Ga0172382_10008658_4	-	-	-	GH105	N	1
3300015214.a:Ga0172382_10000945_3	-	-	-	GT1	N	1
3300015214.a:Ga0172382_10000945_35	-	-	-	GH13_30	N	1
3300015214.a:Ga0172382_10000945_42	-	-	-	GH23	N	1
3300015214.a:Ga0172382_10003158_4	-	-	-	GT83	N	1
3300015214.a:Ga0172382_10000159_65	-	-	-	GH5_11	N	1
3300015214.a:Ga0172382_10000159_82	-	-	-	GT2	N	1
3300015214.a:Ga0172382_10000159_94	-	-	-	GH130	N	1
3300015214.a:Ga0172382_10001486_1	-	-	-	GT4	N	1
3300015214.a:Ga0172382_10007526_11	-	-	-	CBM50	N	1
3300015214.a:Ga0172382_10010755_5	-	-	-	GH13_26	N	1
3300015214.a:Ga0172382_10008740_2	-	-	-	GH152	N	1
3300015214.a:Ga0172382_10000536_15	-	-	-	GH101	N	1
3300015214.a:Ga0172382_10000536_38	-	-	-	GH28	N	1
3300015214.a:Ga0172382_10000176_7	-	-	-	CE8	N	1
3300015214.a:Ga0172382_10000176_11	-	-	-	GT4	N	1
3300015214.a:Ga0172382_10000176_13	-	-	-	CBM50	N	1
3300015214.a:Ga0172382_10000176_82	-	-	-	GH28	N	1
3300015214.a:Ga0172382_10000992_28	-	-	-	CBM50	N	1
3300015214.a:Ga0172382_10000992_46	-	-	-	GT4	N	1
3300015214.a:Ga0172382_10003170_1	-	-	-	GT47	N	1
3300015214.a:Ga0172382_10003170_21	-	-	-	GH13_11	N	1
