HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_32.hmm	269	3300024040.a:Ga0222422_100013_106	511	1.2e-94	1	267	86	352	0.9888475836431226
GH13_30.hmm	365	3300024040.a:Ga0222422_100013_107	589	3.8e-176	1	365	44	433	0.9972602739726028
GH13_21.hmm	308	3300024040.a:Ga0222422_100013_112	619	8e-120	1	307	178	489	0.9935064935064936
CBM2.hmm	101	3300024040.a:Ga0222422_100013_114	568	9.5e-25	2	101	53	150	0.9801980198019802
GH18.hmm	296	3300024040.a:Ga0222422_100013_114	568	6.9e-69	3	285	199	557	0.9527027027027027
GH23.hmm	135	3300024040.a:Ga0222422_100013_230	401	4.6e-22	15	120	290	395	0.7777777777777778
CBM13.hmm	188	3300024040.a:Ga0222422_100013_261	431	1.2e-20	43	111	53	121	0.3617021276595745
CBM13.hmm	188	3300024040.a:Ga0222422_100013_261	431	2.1e-16	66	137	123	196	0.3776595744680851
PL3_4.hmm	191	3300024040.a:Ga0222422_100013_261	431	3.3e-89	1	191	213	403	0.9947643979057592
GT2.hmm	170	3300024040.a:Ga0222422_100013_409	264	3.6e-28	2	168	7	176	0.9764705882352941
CBM2.hmm	101	3300024040.a:Ga0222422_100013_412	735	2.3e-32	1	101	21	120	0.9900990099009901
PL11.hmm	606	3300024040.a:Ga0222422_100013_412	735	8.6e-265	4	583	163	733	0.9554455445544554
GH6.hmm	294	3300024040.a:Ga0222422_100013_430	643	6.3e-93	8	291	65	416	0.9625850340136054
CBM2.hmm	101	3300024040.a:Ga0222422_100013_430	643	9.4e-35	1	101	540	639	0.9900990099009901
GH5_1.hmm	310	3300024040.a:Ga0222422_100013_431	606	2.9e-116	1	310	65	403	0.9967741935483871
CBM2.hmm	101	3300024040.a:Ga0222422_100013_431	606	6e-31	1	101	503	602	0.9900990099009901
GH3.hmm	216	3300024040.a:Ga0222422_100013_453	757	3e-71	3	216	33	253	0.9861111111111112
GH15.hmm	361	3300024040.a:Ga0222422_100013_486	614	4.1e-83	2	360	231	595	0.9916897506925207
GT4.hmm	160	3300024040.a:Ga0222422_100013_537	403	3.4e-33	7	157	192	343	0.9375
CBM48.hmm	76	3300024040.a:Ga0222422_100013_569	744	4.5e-19	2	71	10	99	0.9078947368421053
GH13_11.hmm	351	3300024040.a:Ga0222422_100013_569	744	1.1e-178	1	351	176	529	0.9971509971509972
GH13_26.hmm	296	3300024040.a:Ga0222422_100013_570	836	2.1e-112	2	295	41	321	0.9898648648648649
GH13_10.hmm	313	3300024040.a:Ga0222422_100013_571	593	1.2e-123	1	313	105	420	0.9968051118210862
AA10.hmm	178	3300024040.a:Ga0222422_100013_585	382	1.6e-41	1	177	44	226	0.9887640449438202
