HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE1.hmm	227	3300014671.a:Ga0121404_100003_316	279	2.8e-53	1	225	21	274	0.986784140969163
GH23.hmm	135	3300014671.a:Ga0121404_100003_32	517	5.4e-22	14	121	302	448	0.7925925925925926
GH3.hmm	216	3300014671.a:Ga0121404_100003_336	766	1.8e-64	3	215	98	319	0.9814814814814815
GH28.hmm	325	3300014671.a:Ga0121404_100003_337	451	6.1e-64	9	309	31	361	0.9230769230769231
GT2.hmm	170	3300014671.a:Ga0121404_100003_412	287	2.2e-27	1	138	15	150	0.8058823529411765
GT2.hmm	170	3300014671.a:Ga0121404_100003_416	249	2.8e-19	1	98	4	101	0.5705882352941176
GT4.hmm	160	3300014671.a:Ga0121404_100003_427	407	3.9e-37	12	150	225	369	0.8625
GT2.hmm	170	3300014671.a:Ga0121404_100003_434	324	1.6e-21	2	113	5	116	0.6529411764705882
GT2.hmm	170	3300014671.a:Ga0121404_100003_435	301	3.5e-16	1	168	8	167	0.9823529411764705
GT2.hmm	170	3300014671.a:Ga0121404_100003_502	306	1.2e-29	1	168	4	166	0.9823529411764705
GH13_5.hmm	342	3300014671.a:Ga0121404_100003_504	495	3.4e-155	2	342	31	373	0.9941520467836257
GT20.hmm	475	3300014671.a:Ga0121404_100003_546	475	1.7e-168	14	475	3	453	0.9705263157894737
GH105.hmm	332	3300014671.a:Ga0121404_100003_570	380	1.5e-116	10	332	60	376	0.9698795180722891
GH4.hmm	179	3300014671.a:Ga0121404_100003_64	456	7.2e-64	3	178	9	185	0.9776536312849162
GH23.hmm	135	3300014671.a:Ga0121404_100003_655	204	2.9e-17	4	122	38	201	0.8740740740740741
GH37.hmm	491	3300014671.a:Ga0121404_100003_658	615	1.3e-187	1	490	54	528	0.9959266802443992
GT51.hmm	177	3300014671.a:Ga0121404_100003_67	775	5.9e-52	12	176	63	226	0.9265536723163842
GH1.hmm	429	3300014671.a:Ga0121404_100003_96	477	2.5e-151	4	428	3	473	0.9883449883449883
CE8.hmm	288	3300014671.a:Ga0121404_100004_148	428	7.7e-54	10	262	90	420	0.875
GH18.hmm	296	3300014671.a:Ga0121404_100004_305	897	9.7e-76	2	283	155	546	0.9493243243243243
GH23.hmm	135	3300014671.a:Ga0121404_100004_306	148	1.2e-22	14	128	29	144	0.8444444444444444
GH19.hmm	231	3300014671.a:Ga0121404_100004_307	614	8.1e-76	1	231	82	339	0.9956709956709957
CBM73.hmm	54	3300014671.a:Ga0121404_100004_307	614	1.5e-24	2	53	561	611	0.9444444444444444
CE1.hmm	227	3300014671.a:Ga0121404_100004_4	401	4.3e-21	1	220	176	392	0.9647577092511013
