3300019371_15	GH23	N
3300019371_15	GT28	N
3300019371_15	CE4	N
3300019371_15	GT51	N
3300019371_15	GT11	N
3300019371_15	CE4	N
3300019371_15	GH23	N
3300019371_15	GT26	N
3300019371_15	GT2	N
3300019371_15	GT28	Y
3300019371_15	GH23	Y
3300019371_15	GT51	N
3300019371_15	GT2	N
3300019371_15	GT30	N
3300019371_15	GT19	N
3300019371_15	CE11	N
3300019371_15	GT9	N
3300019371_15	GT8	N
3300019371_15	GT9	N
3300019371_15	GH13_39	N
3300019371_15	GT5	N
3300019371_15	CBM48	N
3300019371_15	GT35	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GT4	N
3300019371_15	GT4	N
3300019371_15	CE4	Y
3300019371_15	CE4	Y
3300019371_15	GT2	N
3300019371_15	CE9	N
3300019371_15	GT112	N
3300019371_15	GT8	N
3300019371_15	GT4	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GT2	N
3300019371_15	GH3	Y
3300019371_15	GT9	N
3300019371_15	GH84	Y
3300019371_15	CE4	Y
3300019371_15	GT112	N
3300019371_15	GT9	N
3300019371_15	GH170	N
3300019373_21	GH23	N
3300019373_21	GT28	N
3300019373_21	CE4	N
3300019373_21	GT51	N
3300019373_21	GH23	N
3300019373_21	GT30	N
3300019373_21	GT19	N
3300019373_21	CE11	N
3300019373_21	GT51	N
3300019373_21	GH23	Y
3300019373_21	GT2	N
3300019373_21	GT9	N
3300019373_21	GT8	N
3300019373_21	GT9	N
3300019373_21	GH13_39	N
3300019373_21	GT5	N
3300019373_21	CBM48	N
3300019373_21	GT35	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GT4	N
3300019373_21	GT4	N
3300019373_21	CE4	Y
3300019373_21	CE4	N
3300019373_21	GT11	N
3300019373_21	CE4	Y
3300019373_21	GT2	N
3300019373_21	CE9	N
3300019373_21	GT112	N
3300019373_21	GT8	N
3300019373_21	GT4	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GT2	N
3300019373_21	GH3	Y
3300019373_21	GT9	N
3300019373_21	GT2	N
3300019373_21	GT26	N
3300019373_21	GT28	Y
3300019373_21	GH84	Y
3300019373_21	CE4	Y
3300019373_21	GT112	N
3300019373_21	GT9	N
3300019373_21	GH170	N
3300019374_17	GH23	N
3300019374_17	GT28	N
3300019374_17	CE4	N
3300019374_17	GT51	N
3300019374_17	GT11	N
3300019374_17	CE4	N
3300019374_17	GH23	N
3300019374_17	GT26	N
3300019374_17	GT2	N
3300019374_17	GT28	Y
3300019374_17	GH23	Y
3300019374_17	GT51	N
3300019374_17	GT2	N
3300019374_17	GT30	N
3300019374_17	GT19	N
3300019374_17	CE11	N
3300019374_17	GT9	N
3300019374_17	GT8	N
3300019374_17	GT9	N
3300019374_17	GH13_39	N
3300019374_17	GT5	N
3300019374_17	CBM48	N
3300019374_17	GT35	N
3300019374_17	GT2	N
3300019374_17	GT2	N
3300019374_17	GT4	N
3300019374_17	GT4	N
3300019374_17	CE4	Y
3300019374_17	CE9	N
