dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT83_e58	GT83:710	-	-	387	3300026907.a:Ga0209699_100019_140	479	4.1e-144	4	382	7	391	0.9767441860465116	0.9767441860465116
GT4_e1863	GT4:44	-	-	144	3300026907.a:Ga0209699_100023_206	587	7.9e-64	2	142	391	533	0.9722222222222222	0.9722222222222222
GT73_e6	GT73:35	-	-	239	3300026907.a:Ga0209699_100023_236	331	4e-143	2	239	77	314	0.9916317991631799	0.9916317991631799
GT4_e915	GT4:27	-	-	143	3300026907.a:Ga0209699_100280_17	370	6.4e-70	2	141	195	334	0.972027972027972	0.972027972027972
GT51_e71	GT51:5520	-	-	166	3300026907.a:Ga0209699_100374_2	755	3.9e-75	1	165	87	255	0.9879518072289156	0.9879518072289156
GH73_e226	GH73:271	-	-	136	3300026907.a:Ga0209699_100378_15	326	6.3e-68	1	135	173	307	0.9852941176470589	0.9852941176470589
GH19_e101	GH19:179|CBM50:25	-	-	160	3300026907.a:Ga0209699_100016_27	943	2.1e-51	3	155	29	190	0.95	0.95
GT4_e90	GT4:35|GT2:1	-	-	150	3300026907.a:Ga0209699_100029_188	381	5.1e-70	1	150	199	348	0.9933333333333333	0.9933333333333333
GT4_e1363	GT4:119	-	-	154	3300026907.a:Ga0209699_100029_192	378	9.8e-68	3	153	198	348	0.974025974025974	0.974025974025974
AA3_e57	AA3_2:11	-	-	532	3300026907.a:Ga0209699_100068_60	535	1.3e-165	1	532	4	529	0.9981203007518797	0.9981203007518797
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	3300026907.a:Ga0209699_100068_83	464	2.3e-44	2	217	35	245	0.5155875299760192	0.5155875299760192
GH102_e0	GH102:366	-	-	155	3300026907.a:Ga0209699_100115_50	434	4.1e-85	1	155	169	327	0.9935483870967742	0.9935483870967742
CBM50_e196	CBM50:358|GH23:4|CE4:1	-	chitin, peptidoglycan	43	3300026907.a:Ga0209699_100154_68	285	2.6e-22	1	42	66	107	0.9534883720930233	0.9534883720930233
GT4_e1655	GT4:11	-	-	115	3300026907.a:Ga0209699_100179_25	422	3.6e-45	1	115	238	352	0.991304347826087	0.991304347826087
GT2	GT2:94	-	-	146	3300026907.a:Ga0209699_100179_41	310	1.6e-66	1	144	5	148	0.9794520547945206	0.9794520547945206
AA3_e57	AA3_2:11	-	-	532	3300026907.a:Ga0209699_101569_3	546	2.5e-179	2	530	6	529	0.9924812030075187	0.9924812030075187
GT2	GT2:463	-	-	174	3300026907.a:Ga0209699_100019_139	342	8.8e-70	1	164	22	185	0.9367816091954023	0.9367816091954023
GT4_e26	GT4:49	-	-	144	3300026907.a:Ga0209699_100029_191	386	4.8e-64	3	142	202	343	0.9652777777777778	0.9652777777777778
GT9_e84	GT9:7143|GT2:1	2.4.99.-:11	-	263	3300026907.a:Ga0209699_100042_160	320	3.6e-28	9	233	54	279	0.8517110266159695	0.8517110266159695
GT2	GT2:34	-	-	107	3300026907.a:Ga0209699_100055_5	312	1.2e-53	1	106	10	115	0.9813084112149533	0.9813084112149533
GT4_e1720	GT4:49	-	-	142	3300026907.a:Ga0209699_100072_39	372	1.9e-60	2	141	197	336	0.9788732394366197	0.9788732394366197
GH23_e939	GH23:1461	-	-	131	3300026907.a:Ga0209699_100074_89	200	5.8e-67	2	131	55	184	0.9847328244274809	0.9847328244274809
GH23_e69	GH23:989	-	-	138	3300026907.a:Ga0209699_100108_72	483	3.9e-71	1	138	329	466	0.9927536231884058	0.9927536231884058
AA3_e57	AA3_2:11	-	-	532	3300026907.a:Ga0209699_100125_48	556	3.5e-161	1	531	9	534	0.9962406015037594	0.9962406015037594
CE4_e210	CE4:182	-	-	108	3300026907.a:Ga0209699_100173_51	309	7.1e-54	1	108	82	189	0.9907407407407407	0.9907407407407407
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300026907.a:Ga0209699_100182_35	308	2.1e-125	1	271	5	279	0.9926470588235294	0.9926470588235294
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300026907.a:Ga0209699_100182_41	359	2.3e-64	1	159	184	342	0.9875	0.9875
GT4_e3770	GT4:41|GT32:1	-	-	151	3300026907.a:Ga0209699_100280_20	366	2.8e-71	1	151	181	331	0.9933774834437086	0.9933774834437086
GT9_e144	GT9:7	-	-	251	3300026907.a:Ga0209699_100358_24	337	4.7e-16	105	223	160	276	0.4701195219123506	0.4701195219123506
GT4_e3770	GT4:41|GT32:1	-	-	151	3300026907.a:Ga0209699_100359_11	386	1.7e-67	2	150	197	345	0.9801324503311258	0.9801324503311258
GT83_e44	GT83:25	-	-	367	3300026907.a:Ga0209699_100417_22	496	2.4e-26	21	350	37	372	0.896457765667575	0.896457765667575
GT9_e331	GT9:23	-	-	239	3300026907.a:Ga0209699_100019_111	319	7.2e-16	16	220	82	282	0.8535564853556485	0.8535564853556485
GT4_e2192	GT4:35	-	-	148	3300026907.a:Ga0209699_100029_190	372	1.2e-69	1	148	192	339	0.9932432432432432	0.9932432432432432
GH23_e524	GH23:10	-	-	119	3300026907.a:Ga0209699_100055_129	749	1.1e-40	2	117	10	131	0.9663865546218487	0.9663865546218487
GT4_e1320	GT4:155	-	-	151	3300026907.a:Ga0209699_100074_19	424	8.8e-66	1	150	225	374	0.9867549668874173	0.9867549668874173
CBM50_e1031	CBM50:496|GH46:1	-	chitin, peptidoglycan	49	3300026907.a:Ga0209699_100089_83	149	1.3e-25	1	49	96	146	0.9795918367346939	0.9795918367346939
GH23_e807	GH23:501	-	-	105	3300026907.a:Ga0209699_100093_53	273	1.1e-44	2	104	160	259	0.9714285714285714	0.9714285714285714
GH23_e263	GH23:1047	-	-	123	3300026907.a:Ga0209699_100155_48	195	1.3e-61	2	123	48	169	0.983739837398374	0.983739837398374
AA3_e57	AA3_2:11	-	-	532	3300026907.a:Ga0209699_100163_19	544	1.4e-159	1	532	14	542	0.9981203007518797	0.9981203007518797
GH31_e1	GH31:362	-	-	436	3300026907.a:Ga0209699_100182_14	742	5e-236	1	436	229	664	0.9977064220183486	0.9977064220183486
GH103_e27	GH103:329	-	-	299	3300026907.a:Ga0209699_100640_1	358	7.2e-161	2	298	56	351	0.9899665551839465	0.9899665551839465
GT4_e1079	GT4:15	-	-	154	3300026907.a:Ga0209699_100019_110	373	1.2e-76	3	152	188	337	0.9675324675324676	0.9675324675324676
GT4_e304	GT4:30	-	-	148	3300026907.a:Ga0209699_100023_200	353	3.6e-66	1	148	172	319	0.9932432432432432	0.9932432432432432
