dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e1	GT28:2579|CE4:1	-	-	164	3300029245.a:Ga0168762_100011_213	374	9.4e-58	1	164	191	357	0.9939024390243902	0.9939024390243902
GT9_e170	GT9:21	-	-	230	3300029245.a:Ga0168762_100011_223	350	2.5e-129	1	229	77	305	0.991304347826087	0.991304347826087
GH18_e307	GH18:6	-	-	213	3300029245.a:Ga0168762_100041_11	359	9.5e-106	2	213	135	346	0.9906103286384976	0.9906103286384976
AA4_e1	AA4:19	-	-	525	3300029245.a:Ga0168762_100041_135	470	2.6e-22	12	244	11	236	0.4419047619047619	0.4419047619047619
GT26_e111	GT26:30	-	-	169	3300029245.a:Ga0168762_100041_158	244	5.6e-79	2	169	59	226	0.9881656804733728	0.9881656804733728
GT2	GT2:27	-	-	224	3300029245.a:Ga0168762_100041_161	417	1.7e-117	1	224	46	269	0.9955357142857143	0.9955357142857143
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300029245.a:Ga0168762_100041_21	370	2.5e-103	2	268	52	318	0.95	0.95
AA4_e1	AA4:19	-	-	525	3300029245.a:Ga0168762_100041_44	468	3.4e-27	10	291	7	276	0.5352380952380953	0.5352380952380953
CE4_e362	CE4:61	-	-	127	3300029245.a:Ga0168762_100041_8	709	1.2e-18	3	95	463	554	0.7244094488188977	0.7244094488188977
GT51_e3	GT51:342	-	-	173	3300029245.a:Ga0168762_100041_89	263	1.1e-65	10	172	80	242	0.9364161849710982	0.9364161849710982
GT30_e33	GT30:55	-	-	180	3300029245.a:Ga0168762_100041_98	446	1.2e-79	1	180	43	224	0.9944444444444445	0.9944444444444445
GT2	GT2:8|GT14:1	-	-	164	3300029245.a:Ga0168762_100061_53	310	2.2e-71	1	163	9	172	0.9878048780487805	0.9878048780487805
GT2	GT2:125	-	-	175	3300029245.a:Ga0168762_100061_55	321	1.5e-51	1	164	7	167	0.9314285714285714	0.9314285714285714
GT4_e3029	GT4:6	-	-	154	3300029245.a:Ga0168762_100061_58	395	1.7e-61	2	154	210	362	0.987012987012987	0.987012987012987
GT2	GT2:6	-	-	96	3300029245.a:Ga0168762_100061_60	253	1.6e-48	1	95	7	101	0.9791666666666666	0.9791666666666666
GT28_e21	GT28:21	-	-	147	3300029245.a:Ga0168762_100061_93	382	9.3e-67	1	146	204	352	0.9863945578231292	0.9863945578231292
GT83_e69	GT83:43	-	-	427	3300029245.a:Ga0168762_100112_61	513	9.5e-154	3	427	28	438	0.9929742388758782	0.9929742388758782
GH18_e133	GH18:7	-	-	255	3300029245.a:Ga0168762_100112_92	589	6.5e-139	1	255	250	573	0.996078431372549	0.996078431372549
GH73_e111	GH73:25	-	-	126	3300029245.a:Ga0168762_100164_68	405	7.2e-65	1	125	102	227	0.9841269841269841	0.9841269841269841
GT83_e14	GT83:11	-	-	515	3300029245.a:Ga0168762_100164_93	559	5.3e-277	2	515	11	525	0.996116504854369	0.996116504854369
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	3300029245.a:Ga0168762_100199_14	703	3.8e-24	7	77	37	110	0.8641975308641975	0.8641975308641975
