Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300025296.a:Ga0208316_1001120_7	AGL63717.2|GT4	48.6	630	302	9	258	882	107	719	1.1e-158	564.7
3300025296.a:Ga0208316_1002626_5	QWC20507.1|AA3_2	51.0	537	249	7	1	536	1	524	1.1e-137	494.2
3300025296.a:Ga0208316_1000077_53	CDM22846.1|GT51	60.0	412	160	2	4	411	895	1305	2.2e-143	512.7
3300025296.a:Ga0208316_1000124_3	QBQ55156.1|CBM50	38.4	666	366	10	184	833	65	702	4.1e-104	383.3
3300025296.a:Ga0208316_1000079_45	UKZ91289.1|AA0	53.8	755	297	10	10	722	6	750	5.5e-230	801.2
3300025296.a:Ga0208316_1000079_47	CAE6179499.1|GH152	38.7	706	333	16	2	621	71	762	2.3e-123	446.8
3300025296.a:Ga0208316_1000079_88	CUS04610.2|GT4	38.6	770	465	4	16	782	3	767	1.9e-146	523.9
3300025296.a:Ga0208316_1000129_20	CAG7911095.1|GH5_11	39.3	964	480	19	11	946	589	1475	5.2e-196	688.7
3300025296.a:Ga0208316_1000129_50	SNB56451.1|CBM50	100.0	296	0	0	1	296	1	296	7.4e-157	557.0
3300025296.a:Ga0208316_1000129_58	CCO12112.2|GH13_31	61.3	429	157	4	1	424	1	425	5.9e-139	498.0
3300025296.a:Ga0208316_1000129_63	AWZ17133.1|GH13_30	33.8	1194	720	18	5	1151	406	1575	2.0e-186	657.1
3300025296.a:Ga0208316_1000029_11	CAB3230510.1|AA3_2	52.1	545	251	3	6	541	25	568	5.3e-164	581.6
3300025296.a:Ga0208316_1000029_24	AKV96196.1|GH23	95.4	458	21	0	1	458	1	458	6.5e-261	903.3
3300025296.a:Ga0208316_1000029_79	QBQ55156.1|CBM50	39.6	616	355	8	245	856	106	708	5.1e-105	386.3
3300025296.a:Ga0208316_1000029_146	AXG45674.1|GH6	59.0	877	359	1	1	876	1	877	2.6e-290	1001.9
3300025296.a:Ga0208316_1000029_151	QUF70630.1|GH24	49.5	489	241	4	36	522	42	526	5.0e-140	502.3
3300025296.a:Ga0208316_1000017_16	QBQ55156.1|CBM50	38.3	661	386	11	152	807	62	705	1.0e-110	405.2
3300025296.a:Ga0208316_1000017_79	SNB54311.1|GT51	98.7	230	3	0	1	230	1	230	8.9e-126	453.4
