HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	3300013729.a:Ga0121012_100001_184	319	1.4e-17	2	166	5	166	0.9647058823529412
GT4.hmm	160	3300013729.a:Ga0121012_100001_189	615	3.1e-31	12	159	201	351	0.91875
GT105.hmm	131	3300013729.a:Ga0121012_100001_190	669	9e-16	6	121	70	205	0.8778625954198473
GT51.hmm	177	3300013729.a:Ga0121012_100001_213	825	1e-67	2	177	109	283	0.9887005649717514
GH166.hmm	224	3300013729.a:Ga0121012_100001_248	940	1.3e-74	1	224	44	266	0.9955357142857143
GT4.hmm	160	3300013729.a:Ga0121012_100001_253	519	1.4e-28	7	157	322	481	0.9375
GH135.hmm	237	3300013729.a:Ga0121012_100001_276	395	2.6e-40	1	236	139	379	0.9915611814345991
GH23.hmm	135	3300013729.a:Ga0121012_100001_306	218	3.2e-17	5	117	102	202	0.8296296296296296
GT51.hmm	177	3300013729.a:Ga0121012_100001_492	775	6.5e-42	11	156	68	217	0.8192090395480226
GH3.hmm	216	3300013729.a:Ga0121012_100001_555	364	1.8e-48	6	215	54	296	0.9675925925925926
AA4.hmm	522	3300013729.a:Ga0121012_100001_7	514	3.6e-18	16	237	20	233	0.42337164750957856
GH23.hmm	135	3300013729.a:Ga0121012_100001_725	293	2.3e-33	16	127	140	260	0.8222222222222222
CE4.hmm	130	3300013729.a:Ga0121012_100001_803	273	5.1e-25	7	123	31	185	0.8923076923076924
AA4.hmm	522	3300013729.a:Ga0121012_100001_845	477	1.9e-19	15	241	2	220	0.4329501915708812
GH23.hmm	135	3300013729.a:Ga0121012_100001_859	307	1.3e-17	15	123	129	230	0.8
GH73.hmm	128	3300013729.a:Ga0121012_100002_36	327	5.6e-36	3	125	180	316	0.953125
GT2.hmm	197	3300013729.a:Ga0121012_100002_444	574	4.4e-50	3	195	169	387	0.9746192893401016
GT41.hmm	705	3300013729.a:Ga0121012_100002_45	935	3.3e-107	76	521	320	909	0.6312056737588653
GH109.hmm	399	3300013729.a:Ga0121012_100002_462	338	5.6e-16	5	165	2	156	0.40100250626566414
AA1.hmm	358	3300013729.a:Ga0121012_100002_481	461	1e-32	10	213	91	283	0.5670391061452514
GT104.hmm	379	3300013729.a:Ga0121012_100002_520	378	6.2e-95	6	374	20	375	0.9709762532981531
GT41.hmm	705	3300013729.a:Ga0121012_100002_60	554	5.4e-107	97	519	32	527	0.5985815602836879
CE1.hmm	227	3300013729.a:Ga0121012_100002_656	300	6.6e-55	1	222	41	287	0.973568281938326
GH24.hmm	137	3300013729.a:Ga0121012_100002_672	194	1.2e-21	3	132	15	150	0.9416058394160584
GH23.hmm	135	3300013729.a:Ga0121012_100003_142	660	3.6e-25	15	124	498	626	0.8074074074074075
AA3_2.hmm	568	3300013729.a:Ga0121012_100003_199	531	2.1e-163	4	567	3	527	0.9911971830985915
AA7.hmm	458	3300013729.a:Ga0121012_100003_281	517	1.1e-21	16	211	100	301	0.425764192139738
CE1.hmm	227	3300013729.a:Ga0121012_100003_407	589	5e-27	1	217	344	558	0.9515418502202643
CE1.hmm	227	3300013729.a:Ga0121012_100003_49	640	5.2e-18	11	210	398	617	0.8766519823788547
GT51.hmm	177	3300013729.a:Ga0121012_100003_520	842	5.3e-65	1	177	88	265	0.9943502824858758
GT2.hmm	170	3300013729.a:Ga0121012_100003_544	387	3.8e-21	4	166	1	157	0.9529411764705882
GT4.hmm	160	3300013729.a:Ga0121012_100003_549	396	3.4e-18	6	142	211	340	0.85
GH102.hmm	157	3300013729.a:Ga0121012_100003_569	385	2.2e-37	9	157	143	275	0.9426751592356688
GT2.hmm	170	3300013729.a:Ga0121012_100003_83	1264	1.1e-16	1	119	539	657	0.6941176470588235
GH109.hmm	399	3300013729.a:Ga0121012_100004_11	354	8.6e-19	4	185	5	170	0.45363408521303256
AA3.hmm	618	3300013729.a:Ga0121012_100004_134	512	2.6e-51	89	399	10	504	0.5016181229773463
AA3_2.hmm	568	3300013729.a:Ga0121012_100004_136	538	1.6e-161	2	566	3	533	0.9929577464788732
GH109.hmm	399	3300013729.a:Ga0121012_100004_2	320	7.4e-22	4	154	4	145	0.37593984962406013
AA6.hmm	195	3300013729.a:Ga0121012_100004_266	190	2.8e-45	2	193	4	179	0.9794871794871794
CE3.hmm	194	3300013729.a:Ga0121012_100004_281	222	2.8e-16	4	188	41	210	0.9484536082474226
GT30.hmm	177	3300013729.a:Ga0121012_100004_346	440	5.4e-59	2	176	42	222	0.9830508474576272
GT83.hmm	540	3300013729.a:Ga0121012_100005_182	491	4.3e-23	8	366	10	379	0.662962962962963
CE4.hmm	130	3300013729.a:Ga0121012_100005_187	292	8.4e-21	25	127	45	148	0.7846153846153846
GH103.hmm	295	3300013729.a:Ga0121012_100005_260	462	1.1e-114	1	294	93	385	0.9932203389830508
GT20.hmm	475	3300013729.a:Ga0121012_100005_356	509	1.3e-156	36	474	16	457	0.9221052631578948
GT2.hmm	170	3300013729.a:Ga0121012_100005_416	326	4.8e-17	2	166	9	170	0.9647058823529412
AA3_2.hmm	568	3300013729.a:Ga0121012_100005_432	551	9e-175	2	568	7	539	0.9964788732394366
GH24.hmm	137	3300013729.a:Ga0121012_100006_200	194	2.5e-20	3	129	15	147	0.9197080291970803
GT2.hmm	170	3300013729.a:Ga0121012_100006_375	255	2.8e-19	2	119	10	127	0.6882352941176471
CBM13.hmm	188	3300013729.a:Ga0121012_100007_146	279	1.3e-28	11	131	162	277	0.6382978723404256
GH24.hmm	137	3300013729.a:Ga0121012_100007_359	194	4.3e-21	3	119	15	149	0.8467153284671532
AA1.hmm	358	3300013729.a:Ga0121012_100007_57	471	3.7e-33	7	213	91	286	0.5754189944134078
GH23.hmm	135	3300013729.a:Ga0121012_100007_96	185	5.5e-29	15	126	64	177	0.8222222222222222
AA4.hmm	522	3300013729.a:Ga0121012_100008_172	463	5.5e-21	19	248	8	228	0.4386973180076628
AA4.hmm	522	3300013729.a:Ga0121012_100008_262	475	2.1e-27	54	284	57	283	0.44061302681992337
CE1.hmm	227	3300013729.a:Ga0121012_100009_47	370	2.9e-26	5	190	95	285	0.8149779735682819
GT51.hmm	177	3300013729.a:Ga0121012_100010_128	239	1.1e-61	12	176	57	232	0.9265536723163842
CE11.hmm	271	3300013729.a:Ga0121012_100010_132	308	2e-111	1	270	4	279	0.992619926199262
GT28.hmm	157	3300013729.a:Ga0121012_100010_138	364	4.4e-46	2	156	192	349	0.9808917197452229
GH23.hmm	135	3300013729.a:Ga0121012_100012_133	513	5.8e-26	2	124	112	251	0.9037037037037037
GT83.hmm	540	3300013729.a:Ga0121012_100012_145	580	4.5e-18	5	462	14	497	0.8462962962962963
GT19.hmm	354	3300013729.a:Ga0121012_100012_170	397	8.6e-125	1	353	15	376	0.9943502824858758
