dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH18_e133	GH18:7	-	-	255	3300029243.a:Ga0168713_100028_137	589	6.2e-139	1	255	250	573	0.996078431372549	0.996078431372549
GT9_e90	GT9:25	-	-	231	3300029243.a:Ga0168713_100028_77	344	8.8e-103	1	227	75	302	0.9783549783549783	0.9783549783549783
GT2	GT2:31	-	-	161	3300029243.a:Ga0168713_100028_91	309	8.3e-77	1	161	3	163	0.9937888198757764	0.9937888198757764
GT8_e248	GT8:8	-	-	249	3300029243.a:Ga0168713_100034_11	334	9.7e-123	2	249	15	263	0.9919678714859438	0.9919678714859438
GT25_e20	GT25:11	-	-	169	3300029243.a:Ga0168713_100034_13	261	3.1e-38	2	168	8	174	0.9822485207100592	0.9822485207100592
GT8_e206	GT8:8	-	-	252	3300029243.a:Ga0168713_100034_14	311	2.9e-80	2	251	4	255	0.9880952380952381	0.9880952380952381
GT2	GT2:37|GT101:8	2.4.1.-:1	-	163	3300029243.a:Ga0168713_100034_156	348	2e-47	1	144	12	156	0.8773006134969326	0.8773006134969326
GT28_e21	GT28:21	-	-	147	3300029243.a:Ga0168713_100034_52	382	9.3e-67	1	146	204	352	0.9863945578231292	0.9863945578231292
GT30_e33	GT30:55	-	-	180	3300029243.a:Ga0168713_100098_30	446	1.2e-79	1	180	43	224	0.9944444444444445	0.9944444444444445
GT19_e10	GT19:21	-	-	356	3300029243.a:Ga0168713_100098_32	385	8e-176	1	356	4	358	0.9971910112359551	0.9971910112359551
CE11_e34	CE11:19	-	-	267	3300029243.a:Ga0168713_100098_36	278	2.9e-139	1	266	7	273	0.9925093632958801	0.9925093632958801
AA4_e1	AA4:19	-	-	525	3300029243.a:Ga0168713_100098_84	468	3.4e-27	10	291	7	276	0.5352380952380953	0.5352380952380953
GH23_e927	GH23:7	-	-	131	3300029243.a:Ga0168713_100133_82	160	4.8e-76	1	131	24	154	0.9923664122137404	0.9923664122137404
GT2	GT2:59	-	-	162	3300029243.a:Ga0168713_100133_85	312	1.6e-73	1	162	6	167	0.9938271604938271	0.9938271604938271
GH23_e251	GH23:8	-	-	108	3300029243.a:Ga0168713_100153_9	263	1.8e-59	1	108	64	171	0.9907407407407407	0.9907407407407407
GT8_e26	GT8:146	2.4.1.186:40	-	219	3300029243.a:Ga0168713_100203_11	239	2.9e-28	36	218	3	191	0.8310502283105022	0.8310502283105022
GT101_e12	GT101:67|GT2:1	-	-	224	3300029243.a:Ga0168713_100203_14	303	3e-75	1	224	51	277	0.9955357142857143	0.9955357142857143
GT2	GT2:13	-	-	152	3300029243.a:Ga0168713_100203_2	274	9.1e-62	1	152	9	160	0.993421052631579	0.993421052631579
GT14_e50	GT14:15	-	-	249	3300029243.a:Ga0168713_100203_3	299	1.5e-50	1	248	4	264	0.9919678714859438	0.9919678714859438
GT4_e3619	GT4:7	-	-	139	3300029243.a:Ga0168713_100203_4	376	8.7e-36	1	124	192	316	0.8848920863309353	0.8848920863309353
GT2	GT2:10	-	-	148	3300029243.a:Ga0168713_100203_5	325	1e-54	1	139	8	148	0.9324324324324325	0.9324324324324325
GT32_e27	GT32:232	2.4.1.-:2	-	78	3300029243.a:Ga0168713_100203_8	263	4.1e-38	1	76	20	95	0.9615384615384616	0.9615384615384616
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300029243.a:Ga0168713_100326_10	810	0	1	711	95	805	0.9971910112359551	0.9971910112359551
GT5_e9	GT5:1373|GH13:1|CBM48:1	2.4.1.21:9	-	471	3300029243.a:Ga0168713_100326_12	479	1e-214	1	471	3	474	0.9978768577494692	0.9978768577494692
AA4_e1	AA4:19	-	-	525	3300029243.a:Ga0168713_100415_8	474	2.9e-18	12	255	9	243	0.46285714285714286	0.46285714285714286
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029243.a:Ga0168713_100758_14	470	1.5e-216	1	469	2	464	0.9957446808510638	0.9957446808510638
GT83_e69	GT83:43	-	-	427	3300029243.a:Ga0168713_100028_168	513	7.8e-155	3	427	28	438	0.9929742388758782	0.9929742388758782
GT28_e1	GT28:2579|CE4:1	-	-	164	3300029243.a:Ga0168713_100028_68	374	9.4e-58	1	164	191	357	0.9939024390243902	0.9939024390243902
GT9_e170	GT9:21	-	-	230	3300029243.a:Ga0168713_100028_78	350	2.5e-129	1	229	77	305	0.991304347826087	0.991304347826087
GT9_e84	GT9:7143|GT2:1	2.4.99.-:11	-	263	3300029243.a:Ga0168713_100034_12	355	5.7e-33	6	248	69	320	0.9201520912547528	0.9201520912547528
GT2	GT2:6	-	-	108	3300029243.a:Ga0168713_100034_15	254	2e-37	1	108	7	114	0.9907407407407407	0.9907407407407407
GT2	GT2:59	-	-	162	3300029243.a:Ga0168713_100034_153	329	5.3e-73	1	161	15	175	0.9876543209876543	0.9876543209876543
GT9_e84	GT9:7143|GT2:1	2.4.99.-:11	-	263	3300029243.a:Ga0168713_100034_161	342	1.6e-26	15	247	68	305	0.8821292775665399	0.8821292775665399
GT4_e647	GT4:7	-	-	144	3300029243.a:Ga0168713_100034_163	379	1.1e-41	3	138	201	338	0.9375	0.9375
GT51_e3	GT51:342	-	-	173	3300029243.a:Ga0168713_100098_39	263	7.6e-66	10	172	80	242	0.9364161849710982	0.9364161849710982
AA4_e1	AA4:19	-	-	525	3300029243.a:Ga0168713_100098_41	467	1.9e-23	11	242	9	231	0.44	0.44
GH73_e111	GH73:25	-	-	126	3300029243.a:Ga0168713_100133_59	405	7.2e-65	1	125	102	227	0.9841269841269841	0.9841269841269841
GT83_e14	GT83:11	-	-	515	3300029243.a:Ga0168713_100133_84	559	3.5e-277	2	515	11	525	0.996116504854369	0.996116504854369
AA4_e1	AA4:19	-	-	525	3300029243.a:Ga0168713_100166_13	464	8.6e-22	12	258	9	245	0.4685714285714286	0.4685714285714286
GT2	GT2:36	-	-	180	3300029243.a:Ga0168713_100203_10	316	1.3e-43	1	131	7	139	0.7222222222222222	0.7222222222222222
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	3300029243.a:Ga0168713_100326_11	703	3.8e-24	7	77	37	110	0.8641975308641975	0.8641975308641975
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029243.a:Ga0168713_100326_11	703	1.8e-162	1	301	179	479	0.9966777408637874	0.9966777408637874
CBM34_e3	CBM34:227|GH13_39:209|GH77:42|GH13:17	-	starch	124	3300029243.a:Ga0168713_100326_13	1133	1.3e-32	1	123	7	123	0.9838709677419355	0.9838709677419355
GH13_e89	GH13_39:173|CBM34:90|GH77:35|GH13:18|GH13_20:2|CBM48:1	-	sucrose	317	3300029243.a:Ga0168713_100326_13	1133	3.8e-146	1	317	189	509	0.9968454258675079	0.9968454258675079
GH77_e26	GH77:918|CBM34:33|GH13_39:33|GT35:1	2.4.1.25:21	starch	486	3300029243.a:Ga0168713_100326_13	1133	3.3e-184	1	480	648	1127	0.98559670781893	0.98559670781893
AA4_e1	AA4:19	-	-	525	3300029243.a:Ga0168713_100327_24	467	6.6e-25	12	237	10	226	0.42857142857142855	0.42857142857142855
GH170_e20	GH170:7	-	-	354	3300029243.a:Ga0168713_100327_38	361	4.6e-198	1	354	4	357	0.9971751412429378	0.9971751412429378
GT2	GT2:27	-	-	224	3300029243.a:Ga0168713_100396_19	417	1.7e-117	1	224	46	269	0.9955357142857143	0.9955357142857143
GT26_e111	GT26:30	-	-	169	3300029243.a:Ga0168713_100396_22	244	5.6e-79	2	169	59	226	0.9881656804733728	0.9881656804733728
GT51_e132	GT51:107	-	-	176	3300029243.a:Ga0168713_100396_32	681	1.2e-84	2	176	68	243	0.9886363636363636	0.9886363636363636
CE4_e274	CE4:13|GT4:1	-	-	141	3300029243.a:Ga0168713_100463_23	269	1.8e-29	2	140	101	227	0.9787234042553191	0.9787234042553191
GT83_e69	GT83:43	-	-	427	3300029243.a:Ga0168713_100707_10	537	5.3e-152	2	426	6	457	0.9929742388758782	0.9929742388758782
GT83_e95	GT83:17	-	-	447	3300029243.a:Ga0168713_100707_11	520	8.3e-177	3	447	12	456	0.9932885906040269	0.9932885906040269
CE4_e74	CE4:6	-	-	120	3300029243.a:Ga0168713_100707_26	301	5.2e-72	1	120	99	218	0.9916666666666667	0.9916666666666667
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	3300029243.a:Ga0168713_100937_21	556	2.7e-139	1	342	29	378	0.9912790697674418	0.9912790697674418
GH3_e29	GH3:18	-	-	223	3300029243.a:Ga0168713_100937_5	382	1.4e-104	2	223	120	340	0.9910313901345291	0.9910313901345291
CE9_e66	CE9:13	-	-	358	3300029243.a:Ga0168713_100937_6	385	5.2e-196	1	358	17	377	0.9972067039106145	0.9972067039106145
CE4_e274	CE4:13|GT4:1	-	-	141	3300029243.a:Ga0168713_101938_12	285	1.2e-38	2	140	92	218	0.9787234042553191	0.9787234042553191
