HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH35.hmm	307	3300010270.a:Ga0129306_1000013_130	730	1.1e-84	2	304	11	360	0.9837133550488599
GT11.hmm	276	3300010270.a:Ga0129306_1000013_148	314	2.7e-56	2	276	5	302	0.9927536231884058
GT6.hmm	280	3300010270.a:Ga0129306_1000013_149	274	1.9e-60	44	274	2	229	0.8214285714285714
GT2.hmm	170	3300010270.a:Ga0129306_1000013_151	342	3.9e-35	1	167	26	186	0.9764705882352941
GT4.hmm	160	3300010270.a:Ga0129306_1000013_171	371	5.6e-28	8	158	190	341	0.9375
GH94.hmm	1036	3300010270.a:Ga0129306_1000013_185	804	1.5e-248	263	1034	2	799	0.7442084942084942
GT28.hmm	157	3300010270.a:Ga0129306_1000013_232	380	2.3e-36	2	151	209	358	0.9490445859872612
GT4.hmm	160	3300010270.a:Ga0129306_1000013_246	359	2.1e-32	5	150	175	326	0.90625
GT4.hmm	160	3300010270.a:Ga0129306_1000013_247	379	1e-29	6	151	195	333	0.90625
GT4.hmm	160	3300010270.a:Ga0129306_1000013_248	367	2.1e-19	8	127	197	311	0.74375
GH65.hmm	372	3300010270.a:Ga0129306_1000036_133	982	3e-131	2	369	336	694	0.9865591397849462
GH13_4.hmm	400	3300010270.a:Ga0129306_1000036_134	599	2.1e-183	1	400	75	469	0.9975
GH3.hmm	216	3300010270.a:Ga0129306_1000036_160	942	3.4e-60	8	216	527	744	0.9629629629629629
GH5_4.hmm	276	3300010270.a:Ga0129306_1000036_165	400	3.8e-83	2	274	86	364	0.9855072463768116
GH16_3.hmm	230	3300010270.a:Ga0129306_1000036_166	761	1.2e-83	1	230	35	275	0.9956521739130435
CBM4.hmm	126	3300010270.a:Ga0129306_1000036_166	761	5.8e-24	12	126	307	422	0.9047619047619048
CBM4.hmm	126	3300010270.a:Ga0129306_1000036_166	761	3.6e-27	2	126	600	732	0.9841269841269841
GH149.hmm	1128	3300010270.a:Ga0129306_1000036_169	1120	0	3	1126	17	1116	0.9955673758865248
CBM50.hmm	40	3300010270.a:Ga0129306_1000036_2	322	8.9e-17	1	40	27	69	0.975
GH23.hmm	135	3300010270.a:Ga0129306_1000036_75	353	3.6e-23	4	131	129	272	0.9407407407407408
CE1.hmm	227	3300010270.a:Ga0129306_1000084_118	480	3.2e-22	6	143	182	377	0.6035242290748899
GH23.hmm	135	3300010270.a:Ga0129306_1000084_75	252	2e-17	16	124	120	227	0.8
GH77.hmm	494	3300010270.a:Ga0129306_1000084_80	691	1.5e-123	1	492	10	686	0.9939271255060729
GH13.hmm	299	3300010270.a:Ga0129306_1000084_81	1199	6.7e-19	18	291	332	697	0.9130434782608695
GH51.hmm	630	3300010270.a:Ga0129306_1000088_31	519	7.4e-125	83	540	2	515	0.7253968253968254
GH51.hmm	630	3300010270.a:Ga0129306_1000088_32	498	2.4e-138	83	543	2	495	0.7301587301587301
GH146.hmm	503	3300010270.a:Ga0129306_1000088_36	744	1.9e-161	7	503	17	507	0.9860834990059643
GH43_5.hmm	287	3300010270.a:Ga0129306_1000088_37	301	1.4e-94	1	279	12	296	0.9686411149825784
GH43_4.hmm	310	3300010270.a:Ga0129306_1000088_41	595	5e-59	1	310	53	450	0.9967741935483871
GH43_4.hmm	310	3300010270.a:Ga0129306_1000088_43	614	6.2e-69	1	308	72	484	0.9903225806451613
GH43_26.hmm	294	3300010270.a:Ga0129306_1000088_44	315	3.7e-116	3	294	13	311	0.9897959183673469
GH51.hmm	630	3300010270.a:Ga0129306_1000088_50	842	1e-118	107	629	203	840	0.8285714285714286
GH10.hmm	303	3300010270.a:Ga0129306_1000113_38	339	1.1e-94	7	302	28	334	0.9735973597359736
