#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT1_e482.hmm|GT1:5   -            314 3300006832.a:Ga0099611_100170_2 -             78       0.1   11.9   0.3   1   1     5e-06      0.13   11.6   0.3    13    63    26    74    20    76 0.80 -
GH45_e3.hmm|GH45:12|CBM1:10|3.2.1.4:3 -             72 3300006832.a:Ga0099611_100170_4 -            240      0.19   12.1   0.5   1   2   0.00011       2.7    8.4   0.1    16    70    59   126    43   127 0.61 -
GH45_e3.hmm|GH45:12|CBM1:10|3.2.1.4:3 -             72 3300006832.a:Ga0099611_100170_4 -            240      0.19   12.1   0.5   2   2     0.059   1.5e+03   -0.4   0.0    58    71   148   161   142   162 0.87 -
GT87_e6.hmm|GT87:39  -            232 3300006832.a:Ga0099611_100170_16 -            282    0.0072   16.5   1.1   1   1   4.7e-07     0.012   15.8   1.1    14    90    56   135    44   152 0.86 -
GT2_e220.hmm|GT2:10  -            150 3300006832.a:Ga0099611_100170_17 -            334     0.069   13.8   0.2   1   1   4.3e-06      0.11   13.2   0.2    23    82    47   106    33   124 0.86 -
GT4_e3541.hmm|GT4:8  -            150 3300006832.a:Ga0099611_100170_19 -             95      0.21   11.6   0.0   1   1   1.1e-05      0.27   11.2   0.0    87   122     3    42     1    48 0.87 -
CE4_e145.hmm|CE4:34  -            118 3300006832.a:Ga0099611_100170_24 -            450      0.13   12.8   0.2   1   2   0.00058        15    6.2   0.0    30    81   327   378   311   385 0.79 -
CE4_e145.hmm|CE4:34  -            118 3300006832.a:Ga0099611_100170_24 -            450      0.13   12.8   0.2   2   2     0.001        26    5.4   0.1    36    76   378   418   366   430 0.83 -
GH28_e26.hmm|GH28:37                             -            340 3300006832.a:Ga0099611_100170_30 -            266      0.12   11.8   0.0   1   1     2e-05      0.25   10.8   0.0   173   218    57   106    47   114 0.82 -
CBM91_e11.hmm|CBM91:21|CBM6:20|GH43_15:20|GH43:1 -            178 3300006832.a:Ga0099611_100170_30 -            266      0.23   11.7   0.1   1   2   0.00037       4.7    7.4   0.0   101   131   136   165    93   182 0.84 -
CBM91_e11.hmm|CBM91:21|CBM6:20|GH43_15:20|GH43:1 -            178 3300006832.a:Ga0099611_100170_30 -            266      0.23   11.7   0.1   2   2     0.016   2.1e+02    2.1   0.0    16    50   187   223   179   250 0.77 -
GH57_e43.hmm|GH57:5  -            341 3300006832.a:Ga0099611_100084_12 -            423      0.23   11.3   0.0   1   2     0.079     2e+03   -1.7   0.0    76   112   219   255   210   261 0.86 -
GH57_e43.hmm|GH57:5  -            341 3300006832.a:Ga0099611_100084_12 -            423      0.23   11.3   0.0   2   2     3e-05      0.78    9.5   0.0   216   268   307   359   299   373 0.84 -
GT1_e423.hmm|GT1:7   -            405 3300006832.a:Ga0099611_100084_16 -            162      0.18   11.1   0.0   1   1   6.9e-06      0.18   11.1   0.0   169   243    31   113    12   149 0.79 -
CBM27_e3.hmm|CBM27:10|CBM35:8|GH26:8|3.2.1.78:1 -            173 3300006832.a:Ga0099611_100084_29 -            261      0.11   13.1   0.0   1   1   7.6e-06      0.19   12.3   0.0    57    87     3    34     1    49 0.85 -
GT2_e3933.hmm|GT2:8  -            221 3300006832.a:Ga0099611_100084_30 -            300       0.2   11.6   0.0   1   1   1.2e-05      0.31   11.0   0.0   144   192   184   232   167   244 0.90 -
GT4_e961.hmm|GT4:7            -            141 3300006832.a:Ga0099611_100084_33 -            268    0.0077   16.4   0.0   1   2   0.00097       8.3    6.6   0.0    39   112   133   202   115   208 0.77 -
GT4_e961.hmm|GT4:7            -            141 3300006832.a:Ga0099611_100084_33 -            268    0.0077   16.4   0.0   2   2   0.00062       5.3    7.2   0.0    22    63   210   252   207   263 0.85 -
GH18_e141.hmm|GH18:22|CBM35:1 -            229 3300006832.a:Ga0099611_100084_33 -            268     0.038   14.0   0.0   1   1   8.2e-06      0.07   13.1   0.0   105   166    43   111    25   140 0.80 -
GT4_e1138.hmm|GT4:6           -            135 3300006832.a:Ga0099611_100084_33 -            268      0.15   12.3   0.0   1   1   4.2e-05      0.36   11.0   0.0    21   108   119   201   100   209 0.81 -
GT83_e24.hmm|GT83:239 -            476 3300006832.a:Ga0099611_100084_41 -             48    0.0047   16.4   0.5   1   1   3.6e-07    0.0047   16.4   0.5    86   127     5    46     1    47 0.92 -
GT4_e2082.hmm|GT4:8   -             86 3300006832.a:Ga0099611_100084_41 -             48      0.15   12.4   0.7   1   1   1.3e-05      0.17   12.3   0.7     7    52     3    46     1    47 0.82 -
GH103_e9.hmm|GH103:55 -            306 3300006832.a:Ga0099611_100084_42 -            137      0.08   13.0   0.0   1   1     4e-06       0.1   12.7   0.0    29   129    13   121     9   130 0.76 -
GH4_e27.hmm|GH4:14     -            181 3300006832.a:Ga0099611_100084_45 -            324    0.0097   16.1   0.0   1   1   1.1e-06     0.014   15.5   0.0   134   173     4    43     1    51 0.90 -
GT113_e27.hmm|GT113:20 -            323 3300006832.a:Ga0099611_100084_45 -            324     0.069   12.7   0.0   1   1   8.4e-06      0.11   12.1   0.0   202   230    95   123    66   138 0.83 -
GT1_e34.hmm|GT1:15|2.4.1.-:1 -            311 3300006832.a:Ga0099611_100005_2 -            125       0.2   11.1   0.0   1   1   8.6e-06      0.22   11.0   0.0   127   187    26    80     8    94 0.82 -
GT4_e932.hmm|GT4:7    -            122 3300006832.a:Ga0099611_100005_3 -            436    0.0056   17.0   0.1   1   2   2.9e-05      0.19   12.1   0.1    37    80    57   102    42   138 0.78 -
GT4_e932.hmm|GT4:7    -            122 3300006832.a:Ga0099611_100005_3 -            436    0.0056   17.0   0.1   2   2      0.04   2.5e+02    1.9   0.0    61    95   201   235   184   251 0.87 -
GH109_e7.hmm|GH109:31 -            390 3300006832.a:Ga0099611_100005_3 -            436     0.059   12.8   0.0   1   1   1.7e-05      0.11   11.9   0.0    21    92    32   101     9   110 0.70 -
GT4_e3382.hmm|GT4:9   -            150 3300006832.a:Ga0099611_100005_3 -            436     0.092   13.2   0.5   1   2     4e-05      0.25   11.8   0.1    74   127   104   158    74   167 0.83 -
GT4_e3382.hmm|GT4:9   -            150 3300006832.a:Ga0099611_100005_3 -            436     0.092   13.2   0.5   2   2       1.3   8.4e+03   -2.9   0.0   122   126   393   397   364   419 0.49 -
GT4_e1508.hmm|GT4:19  -            116 3300006832.a:Ga0099611_100005_3 -            436      0.17   12.6   0.1   1   2    0.0059        38    5.0   0.0    20    98    27   103    16   123 0.75 -
GT4_e1508.hmm|GT4:19  -            116 3300006832.a:Ga0099611_100005_3 -            436      0.17   12.6   0.1   2   2    0.0068        43    4.8   0.0    76    94   199   217   183   239 0.84 -
GT1_e268.hmm|GT1:9   -            101 3300006832.a:Ga0099611_100005_9 -            404     0.077   13.5   0.0   1   2   3.8e-05      0.48   11.0   0.0    45    83   184   222   174   224 0.78 -
GT1_e268.hmm|GT1:9   -            101 3300006832.a:Ga0099611_100005_9 -            404     0.077   13.5   0.0   2   2      0.14   1.7e+03   -0.4   0.0    69    92   363   386   305   395 0.77 -
GT1_e5.hmm|GT1:55    -             91 3300006832.a:Ga0099611_100005_9 -            404      0.13   13.3   0.4   1   3       1.5   1.9e+04   -3.2   0.0    65    83     6    24     3    29 0.74 -
GT1_e5.hmm|GT1:55    -             91 3300006832.a:Ga0099611_100005_9 -            404      0.13   13.3   0.4   2   3   7.6e-05      0.97   10.5   0.1    62    85   199   222   192   225 0.89 -
GT1_e5.hmm|GT1:55    -             91 3300006832.a:Ga0099611_100005_9 -            404      0.13   13.3   0.4   3   3      0.58   7.5e+03   -1.9   0.0    18    30   321   333   305   361 0.59 -
GH170_e6.hmm|GH170:16 -            350 3300006832.a:Ga0099611_100005_13 -            292     0.019   15.0   0.0   1   1   1.1e-06     0.029   14.4   0.0    32   106    52   125    22   135 0.81 -
GH57_e19.hmm|GH57:6  -            414 3300006832.a:Ga0099611_100005_17 -            126     0.087   12.4   0.0   1   1   8.3e-06      0.11   12.1   0.0   169   219    63   112    51   119 0.86 -
GT2_e140.hmm|GT2:5   -            122 3300006832.a:Ga0099611_100005_17 -            126      0.15   12.8   0.0   1   2   2.4e-05       0.3   11.8   0.0    42    77    48    84    40    92 0.86 -
GT2_e140.hmm|GT2:5   -            122 3300006832.a:Ga0099611_100005_17 -            126      0.15   12.8   0.0   2   2      0.87   1.1e+04   -3.0   0.0    75    91   103   119    96   122 0.68 -
GH113_e12.hmm|GH113:17 -            294 3300006832.a:Ga0099611_100005_21 -            180      0.03   14.4   0.3   1   1   1.5e-06     0.039   14.0   0.3   170   221    28    84     8    96 0.80 -
GT2_e4334.hmm|GT2:49 -            175 3300006832.a:Ga0099611_100005_41 -            288      0.11   12.4   0.0   1   1   8.6e-06      0.22   11.5   0.0    79   127    49   101    34   117 0.73 -
