Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300027028.a:Ga0209295_1000006_194	-	CE4(100-220)	CE4_e129	-	Y(1-26)	2
3300027028.a:Ga0209295_1000006_239	-	GH109(2-144)	-	-	N	1
3300027028.a:Ga0209295_1000006_247	-	CE1(13-235)	-	-	N	1
3300027028.a:Ga0209295_1000006_285	-	GH13(58-325)	GH13_e184	GH0	Y(1-25)	3
3300027028.a:Ga0209295_1000006_347	-	AA4(14-233)	AA4_e1	-	N	2
3300027028.a:Ga0209295_1000006_410	-|-|-|-	CE4(37-160)+CBM50(239-282)+CBM50(297-340)+CBM50(353-396)	CE4_e327+CBM50_e989+CBM50_e989+CBM50_e989	CBM50+CE4	Y(1-29)	3
3300027028.a:Ga0209295_1000006_412	-	GH126(56-301)	GH126_e8	GH126	Y(1-27)	3
3300027028.a:Ga0209295_1000006_415	-	GH126(66-314)	GH126_e16	GH126	Y(1-20)	3
3300027028.a:Ga0209295_1000006_416	-	GT2(43-270)	GT2	GT2	N	3
3300027028.a:Ga0209295_1000006_440	-	GT4(205-352)	GT4_e220	GT4	N	3
3300027028.a:Ga0209295_1000006_442	-	GT4(202-353)	GT4_e1464	GT4	N	3
3300027028.a:Ga0209295_1000006_546	-	GT4(197-342)	GT4_e3339	GT4	N	3
3300027028.a:Ga0209295_1000006_548	-	GT2(2-125)	GT2	-	N	2
3300027028.a:Ga0209295_1000006_621	3.2.1.26:3	GH32(40-341)	GH32_e76	GH32	N	3
3300027028.a:Ga0209295_1000006_667	-	CE14(41-151)	CE14_e30	-	N	2
3300027028.a:Ga0209295_1000006_673	-	GT2(7-164)	GT2	-	N	2
3300027028.a:Ga0209295_1000006_684	-	GT4(186-330)	GT4_e1337	GT4	N	3
3300027028.a:Ga0209295_1000006_685	-	GT26(55-222)	GT26_e54	GT26	N	3
3300027028.a:Ga0209295_1000006_787	-	CE14(10-128)	CE14_e39	-	N	2
3300027028.a:Ga0209295_1000019_145	-	GT2(39-165)	GT2	GT2	N	3
3300027028.a:Ga0209295_1000019_236	-	CE1(12-253)	-	-	N	1
3300027028.a:Ga0209295_1000019_387	-	GT2(58-324)	GT2	GT2	N	3
3300027028.a:Ga0209295_1000019_70	-	GT2(5-166)	GT2	GT2	N	3
3300027028.a:Ga0209295_1000020_111	-	AA6(6-195)	AA6_e2	-	N	2
3300027028.a:Ga0209295_1000020_171	-	AA3(4-561)	-	-	N	1
3300027028.a:Ga0209295_1000020_227	2.4.1.1:158	GT35(110-810)	GT35_e0	GT35	N	3
3300027028.a:Ga0209295_1000020_228	-	GT5(2-471)	GT5_e19	GT5	N	3
3300027028.a:Ga0209295_1000020_231	2.4.1.18:14	GH13_9(179-468)	GH13_e200	GH13_9	N	3
3300027028.a:Ga0209295_1000020_35	-	GT4(211-363)	GT4_e3713	GT4	N	3
3300027028.a:Ga0209295_1000032_19	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(30-366)	GH13_e122	GH13_31	N	3
3300027028.a:Ga0209295_1000032_196	-	AA4(6-243)	AA4_e1	-	N	2
3300027028.a:Ga0209295_1000032_212	3.2.1.-:5	GH43_26(64-362)	GH43_e105	GH43_26	N	3
3300027028.a:Ga0209295_1000032_217	3.2.1.55:37	GH51(6-503)	GH51_e0	GH51	N	3
3300027028.a:Ga0209295_1000032_22	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(28-364)	GH13_e122	GH13_31	N	3
3300027028.a:Ga0209295_1000032_233	3.2.1.23:9	GH42(14-385)	GH42_e17	GH42	N	3
3300027028.a:Ga0209295_1000032_234	3.2.1.23:8|3.2.1.-:2|3.2.1.38:1	GH35(9-318)	GH35_e23	GH35	N	3
3300027028.a:Ga0209295_1000032_235	3.2.1.22:25	GH36(12-713)	GH36_e0	GH36	N	3
3300027028.a:Ga0209295_1000032_247	3.5.1.25:7	CE9(8-379)	CE9_e51	CE9	N	3
3300027028.a:Ga0209295_1000032_28	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(27-356)	GH13_e122	GH13_31	N	3
3300027028.a:Ga0209295_1000043_221	-	GH39(331-789)	GH39_e48	GH39	N	3
3300027028.a:Ga0209295_1000043_222	-	GH3(658-874)	GH3_e130	GH3	N	3
3300027028.a:Ga0209295_1000043_223	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(29-250)	GH3_e197	GH3	N	3
3300027028.a:Ga0209295_1000043_56	-	CE4(113-253)	CE4_e193	CE4	N	3
3300027028.a:Ga0209295_1000043_58	-	GT2(56-278)	GT2	GT2	N	3
3300027028.a:Ga0209295_1000043_65	3.2.1.21:51|3.2.1.38:2|3.2.1.-:1	GH1(5-442)	GH1_e107	GH1	N	3
3300027028.a:Ga0209295_1000056_203	-	GT28(192-341)	GT28_e30	GT28	N	3
3300027028.a:Ga0209295_1000056_63	2.4.1.-:1	GT4(195-346)	GT4_e1442	GT4	N	3
3300027028.a:Ga0209295_1000056_76	2.4.1.129:3	GT51(87-260)	GT51_e113	GT51	N	3
3300027028.a:Ga0209295_1000063_120	-	GT4(472-636)	GT4_e3195	GT4	N	3
3300027028.a:Ga0209295_1000063_121	-	GT1(145-423)	GT1_e160	GT1	N	3
3300027028.a:Ga0209295_1000063_157	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(5-476)	GH1_e85	GH1	N	3
3300027028.a:Ga0209295_1000063_159	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(4-481)	GH1_e85	GH1	N	3
3300027028.a:Ga0209295_1000063_32	-	GH65(321-715)	GH65_e27	GH65	N	3
3300027028.a:Ga0209295_1000063_39	2.4.1.64:4	GH65(317-691)	GH65_e2	GH65	N	3
3300027028.a:Ga0209295_1000072_149	-	CE4(170-292)	CE4_e274	-	N	2
3300027028.a:Ga0209295_1000072_167	-	PL9_2(27-386)	PL9_e18	PL9_2	Y(1-26)	3
3300027028.a:Ga0209295_1000072_59	-	GH23(70-210)	GH23_e188	GH23	Y(1-13)	3
3300027028.a:Ga0209295_1000105_54	-	CE1(10-251)	CE1_e38	-	N	2
3300027028.a:Ga0209295_1000105_57	2.4.1.333:2	GH94(99-1082)	GH94_e5	GH94	N	3
3300027028.a:Ga0209295_1000105_58	3.2.1.-:2	GH3(78-300)	GH3_e105	GH3	N	3
3300027028.a:Ga0209295_1000139_38	-	GT51(96-283)	GT51_e171	GT51	N	3
3300027028.a:Ga0209295_1000006_13	-	-	CBM50_e394	-	N	1
3300027028.a:Ga0209295_1000006_349	-|-	-	CBM50_e286+CBM50_e286	CBM50	Y(1-42)	2
3300027028.a:Ga0209295_1000020_173	-|-	-	CBM50_e375+CBM50_e965	CBM50	Y(1-25)	2
3300027028.a:Ga0209295_1000056_25	-	-	CBM50_e513	-	N	1
3300027028.a:Ga0209295_1000006_564	-	-	GT4_e1962	GT0	N	2
3300027028.a:Ga0209295_1000019_150	-	-	CBM50_e375	-	Y(1-26)	1
3300027028.a:Ga0209295_1000020_121	-	-	GT2	GT2	N	2
3300027028.a:Ga0209295_1000020_255	-|-|-	-	CBM50_e540+CBM50_e540+CBM50_e540	CBM50	Y(1-26)	2
3300027028.a:Ga0209295_1000020_371	-	-	GH73_e242	GH73	N	2
3300027028.a:Ga0209295_1000043_90	-|-	-	AA2_e1+AA2_e1	AA0	N	2
3300027028.a:Ga0209295_1000160_50	-	-	-	GH38	N	1
3300027028.a:Ga0209295_1000160_53	-	-	-	GH1	N	1
3300027028.a:Ga0209295_1000160_73	-	-	-	GT4	N	1
3300027028.a:Ga0209295_1000019_63	-	-	-	CE8	N	1
3300027028.a:Ga0209295_1000019_315	-	-	-	GH13_31	N	1
3300027028.a:Ga0209295_1000020_136	-	-	-	GT2	Y(1-30)	1
3300027028.a:Ga0209295_1000020_230	-	-	-	CBM48+GH13_9	N	1
3300027028.a:Ga0209295_1000043_33	-	-	-	CBM50	Y(1-37)	1
3300027028.a:Ga0209295_1000043_240	-	-	-	CBM12	Y(1-25)	1
3300027028.a:Ga0209295_1000125_13	-	-	-	GH13_23	N	1
3300027028.a:Ga0209295_1000056_50	-	-	-	GH1	N	1
3300027028.a:Ga0209295_1000056_68	-	-	-	GH24	N	1
3300027028.a:Ga0209295_1000056_206	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000186_37	-	-	-	GH84	N	1
3300027028.a:Ga0209295_1000064_1	-	-	-	CBM50	N	1
3300027028.a:Ga0209295_1000064_15	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000064_102	-	-	-	GH13_31	N	1
3300027028.a:Ga0209295_1000063_11	-	-	-	GH13	N	1
3300027028.a:Ga0209295_1000063_49	-	-	-	GH39	N	1
3300027028.a:Ga0209295_1000105_85	-	-	-	GH101	N	1
3300027028.a:Ga0209295_1000050_68	-	-	-	GH28	N	1
3300027028.a:Ga0209295_1000050_102	-	-	-	GT83	N	1
3300027028.a:Ga0209295_1000050_107	-	-	-	GH0	N	1
3300027028.a:Ga0209295_1000050_151	-	-	-	GH5_11	N	1
3300027028.a:Ga0209295_1000050_203	-	-	-	GH28	N	1
3300027028.a:Ga0209295_1000006_43	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000006_53	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000006_59	-	-	-	CBM50+GH25	N	1
3300027028.a:Ga0209295_1000006_230	-	-	-	GT4	N	1
3300027028.a:Ga0209295_1000006_259	-	-	-	CBM50	N	1
3300027028.a:Ga0209295_1000006_268	-	-	-	GH23	Y(1-26)	1
3300027028.a:Ga0209295_1000006_279	-	-	-	GT4	N	1
3300027028.a:Ga0209295_1000006_493	-	-	-	GH127	N	1
3300027028.a:Ga0209295_1000006_553	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000006_567	-	-	-	CBM50	Y(1-28)	1
3300027028.a:Ga0209295_1000006_594	-	-	-	CBM50	N	1
3300027028.a:Ga0209295_1000006_718	-	-	-	GT58	N	1
3300027028.a:Ga0209295_1000006_727	-	-	-	GT0	N	1
3300027028.a:Ga0209295_1000006_730	-	-	-	GH13_11	N	1
3300027028.a:Ga0209295_1000006_736	-	-	-	GH23	N	1
3300027028.a:Ga0209295_1000139_8	-	-	-	GH13_30	N	1
3300027028.a:Ga0209295_1000139_49	-	-	-	GT2	N	1
3300027028.a:Ga0209295_1000139_67	-	-	-	GT4	N	1
