Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300012858.a:Ga0160457_1000004_189	2.4.1.182:13	GT19(30-389)	GT19_e17	GT19	N	3
3300012858.a:Ga0160457_1000004_23	-	AA4(32-227)	-	-	N	1
3300012858.a:Ga0160457_1000004_260	3.2.1.37:19|3.2.1.55:4	GH43_1(33-342)	GH43_e53	GH43_1	N	3
3300012858.a:Ga0160457_1000004_264	3.2.1.8:6	GH10(57-335)	GH10_e0	GH10	Y(1-30)	3
3300012858.a:Ga0160457_1000004_265	3.2.1.131:6	GH115(47-940)	GH115_e0	GH115	Y(1-26)	3
3300012858.a:Ga0160457_1000004_267	3.2.1.-:1	GH10(41-390)	GH10_e125	GH10	Y(1-25)	3
3300012858.a:Ga0160457_1000004_269	-|-	GH43_12(125-416)+CBM91(450-630)	GH43_e318+CBM91_e1	CBM91+GH43_12	N	3
3300012858.a:Ga0160457_1000004_271	-	CE20(115-226)+CE20(428-550)	CE20_e33	CE20	Y(1-31)	3
3300012858.a:Ga0160457_1000004_272	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(43-711)	GH67_e0	GH67	Y(1-42)	3
3300012858.a:Ga0160457_1000004_306	-	GH23(226-331)	GH23_e893	GH23	N	3
3300012858.a:Ga0160457_1000004_312	3.2.1.-:1	GH97(20-676)	GH97_e9	GH97	Y(1-24)	3
3300012858.a:Ga0160457_1000004_319	-	CE1(411-627)	-	-	Y(1-24)	1
3300012858.a:Ga0160457_1000004_369	-	GH13_2(84-412)	GH13_e216	GH13	Y(1-24)	3
3300012858.a:Ga0160457_1000004_371	3.2.1.20:1	GH13_23(29-375)	GH13_e140	GH13_23	N	3
3300012858.a:Ga0160457_1000004_375	-|-|2.4.1.-:2|2.4.1.333:2	GT84(1341-1553)+GH94(1794-2900)	GT84_e1+GH94_e9+GH94_e1	GH0+GH94+GT84	N	3
3300012858.a:Ga0160457_1000004_395	-	GH108(10-98)	GH108_e14	-	N	2
3300012858.a:Ga0160457_1000004_495	-	CE19(26-256)	-	-	N	1
3300012858.a:Ga0160457_1000008_152	2.4.1.213:1	GT20(273-762)	GT20_e8	GT20	N	3
3300012858.a:Ga0160457_1000008_174	-	GH16_3(33-275)	GH16_e1	GH16_3	Y(1-29)	3
3300012858.a:Ga0160457_1000008_176	-	CBM32(33-149)	CBM32_e110	CBM32+GH0	Y(1-23)	3
3300012858.a:Ga0160457_1000008_205	-	GH3(53-277)	GH3_e187	GH3	N	3
3300012858.a:Ga0160457_1000008_21	-	GH73(211-345)	GH73_e204	GH73	N	3
3300012858.a:Ga0160457_1000008_231	-|-|-	GH19(182-322)	CBM50_e586+CBM50_e586+GH19_e101	CBM50+GH19	N	3
3300012858.a:Ga0160457_1000008_287	-	GT51(38-203)	GT51_e71	GT51	N	3
3300012858.a:Ga0160457_1000008_309	-	CBM32(50-165)	CBM32_e110	CBM32+GH0	Y(1-39)	3
3300012858.a:Ga0160457_1000008_311	3.2.1.21:1|3.2.1.74:1	GH3(85-296)	GH3_e92	GH3	Y(1-27)	3
3300012858.a:Ga0160457_1000008_312	-	CBM32(228-340)	CBM32_e120	CBM32+GH0	N	3
3300012858.a:Ga0160457_1000008_316	-	GH144(65-496)	GH144_e10	GH144	Y(1-31)	3
3300012858.a:Ga0160457_1000008_380	-	GT4(200-344)	GT4_e1620	GT4	N	3
3300012858.a:Ga0160457_1000008_82	-	AA1(69-604)	AA1_e13	-	N	2
3300012858.a:Ga0160457_1000014_115	2.4.1.15:96	GT20(3-453)	GT20_e1	GT20	N	3
3300012858.a:Ga0160457_1000014_116	-	GH15(222-585)	GH15_e57	GH15	N	3
3300012858.a:Ga0160457_1000014_162	-	GT2(14-136)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000014_173	3.2.1.21:3|3.2.1.74:3|3.2.1.-:3|3.2.1.6:2|3.2.1.155:1	GH3(150-370)	GH3_e227	GH3	Y(1-31)	3
3300012858.a:Ga0160457_1000014_191	-	CE1(551-769)	-	-	Y(1-22)	1
3300012858.a:Ga0160457_1000014_24	-	GT21(46-272)	GT2	GT2	Y(1-26)	3
3300012858.a:Ga0160457_1000014_241	-	GH103(84-370)	GH103_e12	GH103	Y(1-33)	3
3300012858.a:Ga0160457_1000014_26	-	GT1(12-412)	GT1_e66	GT1	N	3
3300012858.a:Ga0160457_1000014_316	-	GH158(45-181)	GH158_e0	GH158	Y(1-29)	3
3300012858.a:Ga0160457_1000014_33	3.2.1.52:5	GH20(163-511)	GH20_e51	GH20	Y(1-28)	3
3300012858.a:Ga0160457_1000014_333	-	GH23(138-243)	GH23_e935	GH23	Y(1-23)	3
3300012858.a:Ga0160457_1000014_356	-	GT28(193-356)	GT28_e97	GT28	N	3
3300012858.a:Ga0160457_1000014_39	-	CE9(6-376)	CE9_e59	CE9	N	3
3300012858.a:Ga0160457_1000014_47	-	GH23(491-620)	GH23_e765	GH23	Y(1-37)	3
3300012858.a:Ga0160457_1000014_64	-	CE1(23-275)	CE1_e38	-	N	2
3300012858.a:Ga0160457_1000014_73	-	CE4(105-226)	CE4_e139	-	N	2
3300012858.a:Ga0160457_1000039_149	2.4.99.-:25	GT30(42-219)	GT30_e0	GT30	N	3
3300012858.a:Ga0160457_1000039_152	-	GT4(197-346)	GT4_e505	GT4	N	3
3300012858.a:Ga0160457_1000052_126	-	GH19(19-184)	GH19_e142	GH19	N	3
3300012858.a:Ga0160457_1000052_30	3.2.1.74:1	GH3(79-300)	GH3_e3	GH3	N	3
3300012858.a:Ga0160457_1000052_49	-	GH103(48-342)	GH103_e3	GH103	Y(1-41)	3
3300012858.a:Ga0160457_1000064_12	-	GT41(45-586)	GT41_e8	-	N	2
3300012858.a:Ga0160457_1000064_19	-	GT51(77-237)	GT51_e99	GT51	N	3
3300012858.a:Ga0160457_1000064_20	-	GT2(8-170)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000064_3	-	AA3_2(9-532)	AA3_e57	AA3_2	N	3
3300012858.a:Ga0160457_1000064_71	-	CE1(51-258)	-	-	Y(1-33)	1
3300012858.a:Ga0160457_1000069_136	-	AA6(4-194)	AA6_e2	-	N	2
3300012858.a:Ga0160457_1000069_34	-	GT51(70-248)	GT51_e145	GT51	N	3
3300012858.a:Ga0160457_1000069_52	-|-	GT2(75-209)	GT2+GT4_e3741	GT2+GT4	N	3
3300012858.a:Ga0160457_1000069_53	-	GT51(169-342)	GT51_e14	GT51	N	3
3300012858.a:Ga0160457_1000079_10	4.2.2.2:1	PL10_1(39-330)	PL10_e0	PL10_1	Y(1-23)	3
3300012858.a:Ga0160457_1000079_11	-	CE8(20-287)	CE8_e74	CE8	N	3
3300012858.a:Ga0160457_1000079_49	-	GT2(7-159)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000079_55	-|-	GT2(219-379)+GT2(479-657)	GT2+GT2	GT2	N	3
3300012858.a:Ga0160457_1000079_56	-	GT2(431-607)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000079_7	3.2.1.37:19|3.2.1.55:4	GH43_1(35-346)	GH43_e53	GH43_1	Y(1-27)	3
3300012858.a:Ga0160457_1000079_8	-	CE12(38-277)	CE12_e24	CE12	Y(1-22)	3
3300012858.a:Ga0160457_1000092_35	-	AA3_2(5-529)	AA3_e57	-	N	2
3300012858.a:Ga0160457_1000095_55	-|-	GH23(199-322)	GH23_e543+CBM50_e851	CBM50+GH23	Y(1-30)	3
3300012858.a:Ga0160457_1000116_11	-	CE12(26-223)	CE12_e10	CE12	Y(1-20)	3
3300012858.a:Ga0160457_1000116_32	-	GT2(7-109)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000116_33	-	GT2(16-108)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000116_34	-	GT2(18-131)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000116_6	3.2.1.55:2|-	GH43_9(59-332)+CBM91(359-539)	GH43_e194+CBM91_e0	CBM91+GH43_9	Y(1-28)	3
3300012858.a:Ga0160457_1000119_26	-	GT2(13-110)	GT2	GT2	N	3
3300012858.a:Ga0160457_1000119_60	3.5.1.108:18	CE11(4-275)	CE11_e22	CE11	N	3
3300012858.a:Ga0160457_1000139_14	-	GT83(7-344)	GT83_e87	-	N	2
3300012858.a:Ga0160457_1000139_33	-	GT9(74-302)	GT9_e167	GT9	N	3
3300012858.a:Ga0160457_1000139_41	-|-	GH23(97-231)	GH23_e878+CBM50_e541	CBM50+GH23	Y(1-21)	3
3300012858.a:Ga0160457_1000153_14	-	CE16(33-303)	-	-	Y(1-25)	1
3300012858.a:Ga0160457_1000153_27	-	GH36(248-498)	GH36_e28	GH36	Y(1-29)	3
3300012858.a:Ga0160457_1000172_14	-	GT1(41-396)	GT1_e435	GT1	N	3
