dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE9_e80	CE9:157	-	-	348	3300027739.a:Ga0209575_10000024_120	416	5.7e-173	2	344	30	380	0.9827586206896551	0.9827586206896551
GT4_e3291	GT4:14|GT2:9|GT41:3	-	-	148	3300027739.a:Ga0209575_10000024_65	2310	8.6e-36	1	145	173	315	0.972972972972973	0.972972972972973
GT2	GT2:17|GT4:4|GT41:3|GT9:1	-	-	169	3300027739.a:Ga0209575_10000024_65	2310	5.2e-39	1	131	539	672	0.7692307692307693	0.7692307692307693
GT2	GT2:14	-	-	190	3300027739.a:Ga0209575_10000024_65	2310	1.5e-49	1	188	801	989	0.9842105263157894	0.9842105263157894
GT2	GT2:30	-	-	167	3300027739.a:Ga0209575_10000024_65	2310	2.5e-56	1	167	1087	1254	0.9940119760479041	0.9940119760479041
GT41_e6	GT41:11|GT4:8|GT2:7	-	-	578	3300027739.a:Ga0209575_10000024_65	2310	1.2e-211	12	575	1419	2001	0.9740484429065744	0.9740484429065744
GH57_e27	GH57:29	-	-	317	3300027739.a:Ga0209575_10000027_119	441	8.3e-21	9	316	45	389	0.9684542586750788	0.9684542586750788
GT41_e82	GT41:186	-	-	654	3300027739.a:Ga0209575_10000027_130	748	1.4e-283	2	653	90	742	0.9954128440366973	0.9954128440366973
GH13_e0	GH13_16:815|GH13:8|GH13_19:1	5.4.99.16:7	sucrose, starch	354	3300027739.a:Ga0209575_10000027_161	1138	2.5e-190	1	354	36	389	0.9971751412429378	0.9971751412429378
GT2	GT2:62	-	-	243	3300027739.a:Ga0209575_10000028_116	377	5.7e-74	1	240	17	268	0.9835390946502057	0.9835390946502057
GT4_e1325	GT4:8	-	-	144	3300027739.a:Ga0209575_10000028_158	396	4.4e-67	1	141	215	355	0.9722222222222222	0.9722222222222222
GT92_e10	GT92:5|GT2:1	-	-	182	3300027739.a:Ga0209575_10000028_87	591	8.9e-65	2	180	22	219	0.978021978021978	0.978021978021978
GT92_e10	GT92:5|GT2:1	-	-	182	3300027739.a:Ga0209575_10000028_87	591	6.9e-72	2	180	308	504	0.978021978021978	0.978021978021978
GT4_e1648	GT4:226|GH57:35|GT2:2	-	-	151	3300027739.a:Ga0209575_10000032_118	395	1.9e-60	2	149	208	355	0.9735099337748344	0.9735099337748344
GT51_e69	GT51:221	-	-	170	3300027739.a:Ga0209575_10000032_121	774	9.7e-83	2	169	226	393	0.9823529411764705	0.9823529411764705
GT2	GT2:57	-	-	240	3300027739.a:Ga0209575_10000032_136	304	6.2e-64	1	235	7	242	0.975	0.975
GT4_e143	GT4:10	-	-	143	3300027739.a:Ga0209575_10000032_139	398	1.2e-59	1	143	218	360	0.993006993006993	0.993006993006993
