3300026121_15	GH27	Y
3300026121_15	GT4	N
3300026121_15	GT2	N
3300026121_15	GT4	N
3300026121_15	PL12_3	N
3300026121_15	CE4	N
3300026121_15	CE4	N
3300026121_15	GH77	N
3300026121_15	GH144	N
3300026121_15	GH20	Y
3300026121_15	GH30_3	Y
3300026121_15	GT4	N
3300026121_15	GH23	Y
3300026121_15	CE14	N
3300026121_15	PL9_2	Y
3300026121_15	GT51	N
3300026121_15	GT4	N
3300026121_15	GH23	Y
3300026121_15	GH18	Y
3300026121_15	GT5	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GH77	N
3300026121_15	GH13	N
3300026121_15	GH144	N
3300026121_15	GH3	Y
3300026121_15	GH35	Y
3300026121_15	GH3	N
3300026121_15	GH15	N
3300026121_15	GH146	N
3300026121_15	GT20	N
3300026121_15	GT2	N
3300026121_15	CE11	N
3300026121_15	CE4	N
3300026121_15	GH13_9	N
3300026121_15	GT2	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GT51	N
3300026121_15	CE9	N
3300026121_15	CE19	Y
3300026121_15	GH23	Y
3300026121_15	GT1	N
3300026121_15	GT4	N
3300026121_15	GT2	N
3300026121_15	GH23	Y
3300026121_15	GH13_16	N
3300026121_15	GT81	N
3300026121_15	GH39	Y
3300026121_15	GH13	Y
3300026121_15	GT2	Y
3300026121_15	GT2	N
3300026121_15	GT28	N
3300026121_15	GT2	N
3300026121_15	GH97	Y
3300026121_15	GT30	N
3300026121_15	GH1	N
3300026121_15	CBM48	N
3300026121_15	GH13_10	N
3300026121_15	GH13_26	N
3300026121_15	GT2	N
3300026121_15	GH3	Y
3300026121_15	GT83	N
3300026121_15	GT21	N
3300026121_15	GT21	N
3300026121_15	GH16_3	Y
3300026121_15	GT83	N
3300026121_15	GH37	N
3300026121_15	GH171	N
3300026121_15	GH32	Y
3300026121_15	GH13_31	Y
3300026121_15	GT51	N
3300026121_15	GH15	N
3300026121_15	CE4	N
3300026121_15	GT28	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GT4	N
3300026121_15	GT9	N
3300026121_15	GT4	N
3300026121_15	GH130	N
3300026121_15	GT4	N
3300026121_15	GT19	N
3300026121_15	GH18	N
