Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029204.a:Ga0168686_100224_32	QBQ55251.1|CBM50	40.9	893	478	10	10	881	25	888	5.6e-160	568.9
3300029204.a:Ga0168686_100224_54	CBK83179.1|GH25	99.7	321	1	0	1	321	1	321	4.2e-190	667.5
3300029204.a:Ga0168686_100224_59	CCO12868.2|GH1	60.4	1213	421	7	16	1195	6	1192	0.0e+00	1461.4
3300029204.a:Ga0168686_100224_63	CAD7226128.1|GH38	35.6	720	390	16	12	688	1345	2033	1.0e-108	398.3
3300029204.a:Ga0168686_100064_29	CBK82973.1|GH3	99.2	922	7	0	1	922	1	922	0.0e+00	1855.9
3300029204.a:Ga0168686_100064_39	CBK82982.1|GH1	99.4	472	3	0	1	472	1	472	3.2e-287	990.7
3300029204.a:Ga0168686_100064_49	CAN65674.1|GH28	39.1	558	306	10	5	556	101	630	1.2e-113	414.5
3300029204.a:Ga0168686_100064_86	CBK83023.1|GH32	100.0	492	0	0	1	492	1	492	9.0e-309	1062.4
3300029204.a:Ga0168686_100064_98	CBK83034.1|GH13	99.3	599	4	0	1	599	1	599	0.0e+00	1076.6
3300029204.a:Ga0168686_100006_33	CBK82001.1|GH25	82.9	280	27	1	1	259	1	280	5.7e-137	490.7
3300029204.a:Ga0168686_100006_107	CBK83806.1|GT5	99.8	478	1	0	1	478	1	478	3.7e-291	1003.8
3300029204.a:Ga0168686_100006_137	QWT53249.1|GH0	64.0	411	144	2	4	410	9	419	2.7e-157	558.9
3300029204.a:Ga0168686_100006_143	AGL64345.2|GT2	57.4	561	232	3	403	959	299	856	1.6e-173	614.0
3300029204.a:Ga0168686_100006_148	CBK83841.1|GH9	84.0	1784	269	3	1	1769	1	1782	0.0e+00	2573.5
3300029204.a:Ga0168686_100006_187	CBK83877.1|CBM2|GH5_2	98.9	530	6	0	1	530	1	530	2.5e-304	1047.7
3300029204.a:Ga0168686_100006_203	CBK83883.1|GH94	99.8	800	2	0	1	800	1	800	0.0e+00	1681.4
3300029204.a:Ga0168686_100006_206	AGL63871.2|GT2	49.2	478	225	4	476	953	526	985	7.3e-121	439.1
3300029204.a:Ga0168686_100006_376	BCN29267.1|CBM4|GH16_3	44.4	1226	634	19	3	1210	6	1201	4.9e-284	981.5
3300029204.a:Ga0168686_100006_416	AHC21644.2|GH1	55.6	518	223	4	3	520	6	516	4.8e-167	591.7
3300029204.a:Ga0168686_100006_427	CBK84035.1|GT2	88.5	435	49	1	6	440	2	435	2.0e-222	775.4
3300029204.a:Ga0168686_100006_445	QNL99385.1|GH43_35	68.9	527	158	3	3	528	4	525	9.2e-219	763.5
3300029204.a:Ga0168686_100003_7	CAG7911095.1|GH5_11	42.5	911	479	15	3	879	579	1478	1.2e-215	753.8
3300029204.a:Ga0168686_100003_21	QWU85921.1|GH130	53.5	460	206	1	5	456	1375	1834	6.7e-141	504.6
3300029204.a:Ga0168686_100003_55	CBK83282.1|CBM4|GH9	98.9	757	8	0	1	757	1	757	0.0e+00	1455.7
3300029204.a:Ga0168686_100003_68	CCO12633.2|GH84	47.3	694	322	11	3	678	4	671	3.0e-169	599.4
3300029204.a:Ga0168686_100003_76	CBK83300.1|GH0	98.7	632	8	0	75	706	1	632	0.0e+00	1192.2
