3300011650.a:Ga0121738_100015	PUL0093_7	27.9	1077	704	10	103322	100194	2	1039	8.33e-136	457
3300011650.a:Ga0121738_100601	PUL0354_5	37.4	163	83	5	2560	2093	299	449	1.51e-16	82.4
3300011650.a:Ga0121738_100053	PUL0335_16	38.4	365	209	8	34551	35615	4	362	1.30e-70	243
3300011650.a:Ga0121738_100369	PUL0024_8	32.8	201	124	4	5927	6529	1	190	3.25e-20	91.7
3300011650.a:Ga0121738_100013	PUL0267_9	54.3	668	296	3	70774	72777	10	668	1.63e-232	724
3300011650.a:Ga0121738_100165	PUL0335_5	39.4	213	117	5	631	11	20	226	4.74e-26	114
3300011650.a:Ga0121738_100101	PUL0292_14	46.9	902	433	16	9394	12006	4	890	5.19e-242	758
3300011650.a:Ga0121738_100038	PUL0106_10	55.8	355	153	4	58695	59747	1	355	4.87e-121	388
3300011650.a:Ga0121738_100072	PUL0169_2	31.6	1011	582	30	28319	31168	3	964	1.80e-125	423
3300011650.a:Ga0121738_100141	PUL0014_5	31.2	199	121	3	12621	12070	397	594	2.58e-20	97.8
3300011650.a:Ga0121738_100534	PUL0123_27	33.0	215	125	5	2458	1859	368	578	4.10e-20	94.7
3300011650.a:Ga0121738_100006	PUL0365_6	74.8	927	226	4	267540	270305	19	942	0.0	1409
3300011650.a:Ga0121738_100010	PUL0121_8	35.4	666	403	13	136416	138365	10	664	4.35e-107	362
3300011650.a:Ga0121738_100138	PUL0266_6	41.2	294	158	2	11577	12413	60	353	2.96e-63	220
3300011650.a:Ga0121738_100018	PUL0049_25	34.7	1236	732	29	95843	99496	49	1227	1.39e-183	603
3300011650.a:Ga0121738_100548	PUL0106_11	27.0	289	196	5	3804	2956	1	280	3.06e-16	79.7
3300011650.a:Ga0121738_100102	PUL0588_4	37.4	313	156	11	30274	29402	22	316	9.56e-39	153
3300011650.a:Ga0121738_100344	PUL0333_6	34.1	583	361	14	8094	6373	177	745	1.25e-94	323
3300011650.a:Ga0121738_100024	PUL0169_2	26.6	1040	622	41	89043	92003	13	964	3.89e-60	228
3300011650.a:Ga0121738_100120	PUL0029_12	38.3	478	265	5	26915	28264	13	488	1.79e-90	304
3300011650.a:Ga0121738_100030	PUL0121_22	46.0	607	313	7	101897	103714	13	605	2.79e-164	524
3300011650.a:Ga0121738_100378	PUL0124_19	26.1	532	314	17	5376	3880	8	493	2.55e-36	146
3300011650.a:Ga0121738_100133	PUL0435_12	31.5	146	93	5	15470	15051	200	344	4.15e-10	64.3
3300011650.a:Ga0121738_100045	PUL0061_24	53.4	588	261	7	46929	48665	2	585	1.76e-189	595
3300011650.a:Ga0121738_100012	PUL0062_19	77.0	549	126	0	227169	225523	5	553	2.16e-271	830
3300011650.a:Ga0121738_100077	PUL0316_5	32.0	431	291	2	7783	9069	8	438	1.86e-63	226
3300011650.a:Ga0121738_100044	PUL0145_15	30.9	1059	663	20	63221	60192	1	1039	3.86e-124	423
3300011650.a:Ga0121738_100594	PUL0108_25	23.2	181	127	3	3760	4296	5	175	9.06e-11	60.8
3300011650.a:Ga0121738_100084	PUL0226_1	38.2	89	55	0	39820	39554	3	91	4.65e-11	62.0
3300011650.a:Ga0121738_100219	PUL0324_16	35.1	453	267	10	6609	7925	8	447	3.83e-66	231
3300011650.a:Ga0121738_100399	PUL0047_25	61.3	256	98	1	502	1266	1	256	2.33e-99	318
3300011650.a:Ga0121738_100135	PUL0232_6	46.5	144	76	1	4499	4068	7	149	1.06e-33	127
3300011650.a:Ga0121738_100198	PUL0335_2	36.1	385	195	5	7240	8388	114	449	1.13e-59	213
3300011650.a:Ga0121738_100529	PUL0045_11	34.2	117	76	1	4138	3788	1127	1242	1.64e-13	74.3
3300011650.a:Ga0121738_100037	PUL0211_5	49.9	856	421	8	17944	20499	28	879	3.91e-278	863
3300011650.a:Ga0121738_100272	PUL0123_27	32.5	169	108	4	6314	6814	412	576	5.13e-18	89.4
3300011650.a:Ga0121738_100031	PUL0180_3	43.6	633	341	8	87982	89838	1	631	1.02e-150	486
3300011650.a:Ga0121738_100021	PUL0145_15	26.9	1100	696	24	12557	15706	6	1047	2.15e-93	332
3300011650.a:Ga0121738_100201	PUL0121_4	34.2	231	141	4	7234	7920	22	243	5.12e-36	137
