Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300025347.a:Ga0208979_100016_123	2.4.1.-:1	GT4(181-320)	GT4_e767	GT4	N	3
3300025347.a:Ga0208979_100016_140	-	GT28(185-336)	GT28_e140	GT28	N	3
3300025347.a:Ga0208979_100016_148	-	GH57(8-487)	GH57_e29	GH57	N	3
3300025347.a:Ga0208979_100016_223	-	GT4(175-325)	GT4_e3692	GT4	N	3
3300025347.a:Ga0208979_100016_269	-	GH23(574-706)	GH23_e420	GH23	N	3
3300025347.a:Ga0208979_100016_318	-	GT83(15-374)	GT83_e87	-	N	2
3300025347.a:Ga0208979_100016_331	-	GT19(3-367)	GT19_e5	GT19	N	3
3300025347.a:Ga0208979_100021_100	-	GT4(194-344)	GT4_e367	GT4	N	3
3300025347.a:Ga0208979_100021_13	-	AA12(81-428)	AA12_e0	AA12	Y(1-20)	3
3300025347.a:Ga0208979_100021_219	-	GT2(9-142)	GT2	GT2	N	3
3300025347.a:Ga0208979_100021_252	-	GT2(5-159)	GT2	GT2	N	3
3300025347.a:Ga0208979_100021_255	-	GT9(71-295)	GT9_e156	GT9	N	3
3300025347.a:Ga0208979_100021_264	-	GT2(102-327)	GT2	GT2	N	3
3300025347.a:Ga0208979_100021_298	-	GT4(196-332)	GT4_e774	GT4	N	3
3300025347.a:Ga0208979_100021_311	-	GT4(169-307)	GT4_e2132	GT4	N	3
3300025347.a:Ga0208979_100021_312	-	GH133(302-661)	GH133_e3	GH0	N	3
3300025347.a:Ga0208979_100021_313	-	GT4(192-312)	GT4_e3376	GT4	N	3
3300025347.a:Ga0208979_100021_320	-	CE11(3-263)	CE11_e23	CE11	N	3
3300025347.a:Ga0208979_100021_44	-	GT2(59-208)	GT2	GT2	N	3
3300025347.a:Ga0208979_100075_13	-	GT61(617-696)	-	-	N	1
3300025347.a:Ga0208979_100075_166	-	GT83(24-392)	GT83_e53	GT83	N	3
3300025347.a:Ga0208979_100075_184	-	GT4(176-322)	GT4_e3210	GT4	N	3
