3300014803.a:Ga0134430_1003964	PUL0146_14	28.6	168	65	7	566	1057	62	178	3.05e-04	43.1
3300014803.a:Ga0134430_1002621	PUL0375_3	57.5	240	101	1	721	2	51	289	1.29e-75	258
3300014803.a:Ga0134430_1002251	PUL0103_5	30.1	675	426	6	2247	4250	78	713	3.21e-90	309
3300014803.a:Ga0134430_1001581	PUL0598_4	27.1	498	340	8	5649	4171	3	482	7.03e-53	193
3300014803.a:Ga0134430_1001307	PUL0459_5	23.2	362	206	13	8405	7335	104	398	1.21e-06	52.8
3300014803.a:Ga0134430_1000947	PUL0199_7	40.5	252	136	4	13931	14671	1	243	1.78e-49	176
3300014803.a:Ga0134430_1000924	PUL0530_11	25.3	150	97	5	9057	8635	361	504	2.34e-08	58.5
3300014803.a:Ga0134430_1000877	PUL0340_3	47.4	899	411	13	6933	4369	2	882	9.14e-226	710
3300014803.a:Ga0134430_1000791	PUL0429_39	25.0	592	332	19	1956	3647	9	516	1.02e-28	123
3300014803.a:Ga0134430_1000737	PUL0044_21	29.2	154	104	2	14434	14895	1080	1228	2.56e-11	69.3
3300014803.a:Ga0134430_1000664	PUL0145_15	36.7	1061	614	12	3825	766	7	1050	3.09e-190	615
3300014803.a:Ga0134430_1000211	PUL0267_9	53.2	656	306	1	56436	54472	10	665	4.91e-227	707
3300014803.a:Ga0134430_1000824	PUL0108_20	35.0	197	127	1	4280	3693	20	216	4.61e-36	137
3300014803.a:Ga0134430_1000177	PUL0311_1	45.8	834	428	5	49981	52473	44	856	1.57e-233	734
3300014803.a:Ga0134430_1000111	PUL0106_10	59.2	355	142	3	1569	514	1	355	1.42e-130	416
3300014803.a:Ga0134430_1000104	PUL0109_19	61.6	365	129	2	47777	48838	3	367	1.49e-144	456
3300014803.a:Ga0134430_1003273	PUL0434_8	23.7	278	200	7	3624	4439	13	284	2.27e-11	64.7
3300014803.a:Ga0134430_1000604	PUL0530_33	34.8	296	170	6	9665	8793	26	303	1.60e-47	173
3300014803.a:Ga0134430_1002750	PUL0457_5	24.5	416	268	10	3912	2719	17	404	2.78e-12	69.3
3300014803.a:Ga0134430_1000271	PUL0339_10	64.7	419	144	1	8062	6818	2	420	2.67e-169	529
3300014803.a:Ga0134430_1002743	PUL0133_9	48.4	252	128	2	2429	3184	3	252	8.91e-71	236
3300014803.a:Ga0134430_1002120	PUL0134_27	30.5	311	163	13	3421	2528	55	325	6.49e-22	101
3300014803.a:Ga0134430_1001836	PUL0339_7	41.2	328	177	5	7072	8046	29	343	1.22e-72	248
3300014803.a:Ga0134430_1002498	PUL0107_23	33.0	315	200	3	4131	3193	12	317	5.95e-47	170
3300014803.a:Ga0134430_1003269	PUL0036_20	38.0	484	266	8	2860	4209	42	525	8.55e-97	322
3300014803.a:Ga0134430_1001802	PUL0404_8	33.3	387	243	6	3159	4295	110	489	1.72e-61	218
3300014803.a:Ga0134430_1001645	PUL0300_1	25.5	231	149	7	2183	2833	52	273	1.96e-10	63.5
3300014803.a:Ga0134430_1001801	PUL0460_58	37.4	321	192	3	8138	7191	107	423	1.33e-52	190
3300014803.a:Ga0134430_1001598	PUL0020_15	41.3	208	106	4	9136	8549	3	206	3.95e-35	133
3300014803.a:Ga0134430_1000188	PUL0101_14	71.4	419	118	1	51947	50691	1	417	2.15e-195	604
3300014803.a:Ga0134430_1000972	PUL0009_7	46.2	290	148	4	12068	11211	6	291	5.11e-78	263
3300014803.a:Ga0134430_1001395	PUL0123_6	23.4	535	335	17	3357	1846	5	495	1.32e-26	115
3300014803.a:Ga0134430_1001148	PUL0049_7	24.1	399	277	11	6279	5125	6	392	1.04e-29	123
3300014803.a:Ga0134430_1000107	PUL0145_15	35.7	1058	638	11	83904	80818	6	1050	5.30e-188	610
3300014803.a:Ga0134430_1001262	PUL0106_3	33.1	610	378	12	2799	1009	5	597	2.07e-88	301
3300014803.a:Ga0134430_1001569	PUL0269_4	36.7	120	74	2	6986	6630	1	119	2.90e-21	90.1
3300014803.a:Ga0134430_1000257	PUL0121_22	48.9	603	292	8	16416	18212	15	605	9.62e-175	553
3300014803.a:Ga0134430_1000442	PUL0161_20	27.5	621	376	19	32092	33894	5	571	1.04e-51	194
