PUL0058	6.68e-183	3300028601_38
PUL0072	3.26e-59	3300028601_38
PUL0267	4.93e-234	3300028601_38
PUL0281	7.19e-152	3300028601_38
PUL0333	1.69e-105	3300028601_38
PUL0335	3.38e-91	3300028601_38
PUL0335	5.42e-82	3300028601_38
PUL0340	6.35e-165	3300028601_38
PUL0390	2.38e-94	3300028601_38
PUL0446	6.62e-167	3300028601_38
PUL01081	7.06e-147	3300028601_38
PUL01249	8.87e-225	3300028601_38
PUL01455	3.09e-198	3300028601_38
PUL02670	1.65e-293	3300028601_38
PUL03246	8.93e-188	3300028601_38
PUL03408	1.91e-15	3300028601_38
PUL03412	1.52e-148	3300028601_38
PUL04132	2.01e-162	3300028601_38
PUL04139	2.21e-89	3300028601_38
PUL04608	9.4e-49	3300028601_38
PUL05160	3.76e-146	3300028601_38
PUL05174	8.96e-192	3300028601_38
