dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300029841.a:Ga0245272_100021_110	356	3.5e-64	1	159	185	341	0.9875	0.9875
GT19_e17	GT19:7713	2.4.1.182:13	-	358	3300029841.a:Ga0245272_100021_20	383	1.8e-173	1	358	10	367	0.9972067039106145	0.9972067039106145
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300029841.a:Ga0245272_100073_65	798	0	1	711	92	796	0.9971910112359551	0.9971910112359551
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300029841.a:Ga0245272_100109_124	390	8.1e-40	3	205	160	383	0.9805825242718447	0.9805825242718447
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029841.a:Ga0245272_100109_126	471	6.1e-222	1	469	4	459	0.9957446808510638	0.9957446808510638
GT8_e223	GT8:173	-	-	250	3300029841.a:Ga0245272_100109_35	327	3.1e-102	1	249	27	263	0.992	0.992
GH63_e1	GH63:1941	3.2.1.20:9|3.2.1.84:9	alpha-glucan, alpha-glucan	774	3300029841.a:Ga0245272_100132_12	784	0	2	774	8	781	0.9974160206718347	0.9974160206718347
CBM50_e118	CBM50:9	-	chitin, peptidoglycan	44	3300029841.a:Ga0245272_100269_30	320	4.7e-16	4	43	51	90	0.8863636363636364	0.8863636363636364
GT4_e1042	GT4:40	-	-	71	3300029841.a:Ga0245272_100276_16	406	1.1e-43	1	71	288	358	0.9859154929577465	0.9859154929577465
GT2	GT2:42	-	-	127	3300029841.a:Ga0245272_100276_18	280	9.8e-74	1	126	9	134	0.984251968503937	0.984251968503937
GH13_e166	GH13_27:44	-	sucrose	316	3300029841.a:Ga0245272_100308_4	264	5.5e-20	116	315	23	238	0.629746835443038	0.629746835443038
GH37_e6	GH37:7900	3.2.1.28:18	trehalose	476	3300029841.a:Ga0245272_100312_65	566	8.7e-223	1	474	58	530	0.9936974789915967	0.9936974789915967
GH23_e734	GH23:3967	4.2.2.n1:8	peptidoglycan	150	3300029841.a:Ga0245272_100312_69	204	2.8e-68	1	148	53	200	0.98	0.98
GH4_e0	GH4:3065	3.2.1.22:13	raffinose	181	3300029841.a:Ga0245272_100338_2	452	1.6e-105	1	181	7	187	0.994475138121547	0.994475138121547
AA3_e57	AA3_2:11	-	-	532	3300029841.a:Ga0245272_100586_55	557	3.4e-204	1	532	3	533	0.9981203007518797	0.9981203007518797
GT9_e146	GT9:6	-	-	213	3300029841.a:Ga0245272_100686_26	351	4.9e-30	3	211	102	323	0.9765258215962441	0.9765258215962441
GH23_e819	GH23:3899|CBM50:3878	-	-	143	3300029841.a:Ga0245272_100938_6	407	5.5e-75	1	143	56	198	0.993006993006993	0.993006993006993
CBM50_e338	CBM50:4180|GH23:4153	-	chitin, peptidoglycan	43	3300029841.a:Ga0245272_100938_6	407	4.3e-20	1	42	298	338	0.9534883720930233	0.9534883720930233
CBM50_e338	CBM50:4180|GH23:4153	-	chitin, peptidoglycan	43	3300029841.a:Ga0245272_100938_6	407	4.2e-19	1	42	357	396	0.9534883720930233	0.9534883720930233
CE9_e0	CE9:4926	3.5.1.25:23	host glycan	370	3300029841.a:Ga0245272_101110_5	383	6.3e-186	2	370	6	377	0.9945945945945946	0.9945945945945946
AA6_e2	AA6:22	-	-	195	3300029841.a:Ga0245272_101136_26	199	9.2e-70	2	193	5	193	0.9794871794871794	0.9794871794871794
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300029841.a:Ga0245272_100021_104	306	2.3e-132	1	271	5	276	0.9926470588235294	0.9926470588235294
GT83_e0	GT83:3973	2.4.2.43:13	-	513	3300029841.a:Ga0245272_100088_140	551	4.2e-248	3	513	8	517	0.9941520467836257	0.9941520467836257
GT4_e1251	GT4:177	2.4.1.-:2	-	150	3300029841.a:Ga0245272_100109_37	375	1.5e-68	2	146	195	339	0.96	0.96
GH73_e114	GH73:3220	3.2.1.-:3	peptidoglycan	136	3300029841.a:Ga0245272_100269_61	314	1.7e-65	1	136	160	295	0.9926470588235294	0.9926470588235294
GH109_e7	GH109:31	-	-	390	3300029841.a:Ga0245272_100285_67	352	8e-18	2	147	10	156	0.3717948717948718	0.3717948717948718
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300029841.a:Ga0245272_100308_11	150	1.1e-29	1	49	100	148	0.9795918367346939	0.9795918367346939
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300029841.a:Ga0245272_100308_83	380	2.2e-21	1	42	124	165	0.9534883720930233	0.9534883720930233
GT26_e141	GT26:4099	2.4.1.-:12	-	170	3300029841.a:Ga0245272_100952_31	247	2e-92	2	170	64	232	0.9882352941176471	0.9882352941176471
GH153_e1	GH153:2729|CE4:2716	3.5.1.-:7|3.2.1.-:7	exo-polysaccharide	349	3300029841.a:Ga0245272_101136_8	273	3.1e-111	87	349	1	265	0.7507163323782235	0.7507163323782235
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300029841.a:Ga0245272_101136_9	442	1.4e-132	2	272	77	347	0.9642857142857143	0.9642857142857143
GH24_e98	GH24:3855	-	-	140	3300029841.a:Ga0245272_101627_24	178	6.6e-82	1	139	29	167	0.9857142857142858	0.9857142857142858
GT5_e31	GT5:5296	2.4.1.21:29	-	473	3300029841.a:Ga0245272_100073_54	478	1.1e-213	1	472	3	474	0.9957716701902748	0.9957716701902748
GT4_e21	GT4:54	-	-	161	3300029841.a:Ga0245272_100109_29	381	2.6e-79	1	160	189	348	0.9875776397515528	0.9875776397515528
GH31_e85	GH31:2083	3.2.1.199:9	polyphenol	440	3300029841.a:Ga0245272_100262_7	606	5e-189	2	375	230	603	0.8477272727272728	0.8477272727272728
AA2_e1	AA2:59	-	-	252	3300029841.a:Ga0245272_100262_73	727	9e-18	14	109	92	188	0.376984126984127	0.376984126984127
AA2_e1	AA2:59	-	-	252	3300029841.a:Ga0245272_100262_73	727	8.1e-17	16	249	461	720	0.9246031746031746	0.9246031746031746
GT4_e731	GT4:130	-	-	149	3300029841.a:Ga0245272_100276_3	407	1.9e-68	1	145	225	369	0.9664429530201343	0.9664429530201343
GT4_e2254	GT4:11	-	-	152	3300029841.a:Ga0245272_100276_9	408	3.8e-49	3	148	230	375	0.9539473684210527	0.9539473684210527
GH65_e4	GH65:1853	2.4.1.230:11	alpha-glucan	386	3300029841.a:Ga0245272_100285_68	756	3e-179	1	385	299	674	0.9948186528497409	0.9948186528497409
GT107_e0	GT107:1594	2.4.99.-:2	-	525	3300029841.a:Ga0245272_100375_7	676	4.3e-134	185	497	9	326	0.5942857142857143	0.5942857142857143
