Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300007068.a:Ga0103265_1000008_11	AQX51608.1|GT4	68.1	367	116	1	1	367	1	366	4.0e-144	515.0
3300007068.a:Ga0103265_1000008_13	AQX13517.1|GT2	74.6	307	77	1	1	306	1	307	2.0e-128	462.6
3300007068.a:Ga0103265_1000008_27	AQW98023.1|CE14	74.5	239	61	0	1	239	1	239	1.1e-105	386.7
3300007068.a:Ga0103265_1000008_48	AQX46143.1|GT4	66.3	362	120	2	1	362	1	360	2.4e-133	479.2
3300007068.a:Ga0103265_1000008_49	SNV43491.1|GT4	53.8	413	188	2	1	411	1	412	6.9e-129	464.5
3300007068.a:Ga0103265_1000008_50	AYN03255.1|GT4	48.1	412	209	3	1	410	1	409	4.1e-113	412.1
3300007068.a:Ga0103265_1000008_51	AYN03255.1|GT4	45.7	411	211	1	1	399	1	411	2.1e-109	399.8
3300007068.a:Ga0103265_1000006_24	ATL44678.1|GT2	77.7	238	52	1	2	239	1	237	5.7e-107	391.0
3300007068.a:Ga0103265_1000006_46	AXY72765.1|GH97	45.7	501	260	8	21	514	674	1169	1.6e-133	480.3
3300007068.a:Ga0103265_1000006_59	QAY63367.1|GT2	63.2	285	105	0	1	285	316	600	2.7e-103	379.0
3300007068.a:Ga0103265_1000006_78	AMX51747.1|GT8	70.4	301	89	0	1	301	5	305	4.3e-128	461.5
3300007068.a:Ga0103265_1000004_9	AKH95140.1|CE11	87.7	462	57	0	1	462	1	462	4.6e-238	827.4
3300007068.a:Ga0103265_1000004_35	CAE6110940.1|CE8	44.1	540	273	10	27	557	266	785	4.2e-113	412.5
3300007068.a:Ga0103265_1000004_36	AWZ17133.1|GH13_30	32.5	1041	609	19	248	1247	406	1393	3.0e-153	547.4
3300007068.a:Ga0103265_1000004_54	AGL64345.2|GT2	51.4	578	275	3	324	897	275	850	2.1e-162	577.0
