dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e96	GT28:84	-	-	165	3300010269.a:Ga0134102_1000004_119	295	1.7e-38	2	146	140	272	0.8727272727272727	0.8727272727272727
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300010269.a:Ga0134102_1000004_174	275	9.9e-16	2	205	21	266	0.9854368932038835	0.9854368932038835
GH23_e474	GH23:29	-	-	128	3300010269.a:Ga0134102_1000004_201	262	1.2e-32	1	124	116	230	0.9609375	0.9609375
GT4_e1207	GT4:40	2.4.1.-:1	-	147	3300010269.a:Ga0134102_1000004_339	376	2.1e-45	3	143	196	335	0.9523809523809523	0.9523809523809523
GT2	GT2:9	-	-	121	3300010269.a:Ga0134102_1000004_340	351	4.9e-36	1	108	29	136	0.8842975206611571	0.8842975206611571
GT2	GT2:11	-	-	134	3300010269.a:Ga0134102_1000004_49	213	8.3e-28	1	97	9	101	0.7164179104477612	0.7164179104477612
GH23_e734	GH23:3967	4.2.2.n1:8	peptidoglycan	150	3300010269.a:Ga0134102_1000024_108	536	1.3e-17	2	112	212	308	0.7333333333333333	0.7333333333333333
GT26_e126	GT26:62	-	-	168	3300010269.a:Ga0134102_1000024_153	241	6.6e-57	3	167	70	229	0.9761904761904762	0.9761904761904762
GT81_e15	GT81:45	2.4.1.266:1	-	305	3300010269.a:Ga0134102_1000024_176	560	2e-105	1	304	233	531	0.9934426229508196	0.9934426229508196
GH23_e451	GH23:136	-	-	143	3300010269.a:Ga0134102_1000024_33	231	1.6e-35	4	142	100	226	0.965034965034965	0.965034965034965
GT51_e29	GT51:182	-	-	175	3300010269.a:Ga0134102_1000024_54	782	2.2e-64	6	174	72	242	0.96	0.96
GH13_e135	GH13:39	2.4.1.25:1|2.4.1.-:1	sucrose, glycogen	396	3300010269.a:Ga0134102_1000024_72	608	1.8e-156	1	396	99	489	0.9974747474747475	0.9974747474747475
GT2	GT2:14	2.4.1.-:1	-	231	3300010269.a:Ga0134102_1000024_91	372	4.2e-77	1	231	40	269	0.9956709956709957	0.9956709956709957
CE4_e226	CE4:180	-	-	122	3300010269.a:Ga0134102_1000024_94	248	2.4e-19	3	121	61	187	0.9672131147540983	0.9672131147540983
CE9_e36	CE9:6	-	-	370	3300010269.a:Ga0134102_1000029_25	388	1.3e-171	15	370	28	377	0.9594594594594594	0.9594594594594594
CE4_e320	CE4:45|GH2:1	-	-	124	3300010269.a:Ga0134102_1000029_58	321	8.6e-57	1	124	130	253	0.9919354838709677	0.9919354838709677
GH109_e7	GH109:31	-	-	390	3300010269.a:Ga0134102_1000029_82	361	5.8e-25	2	149	6	156	0.3769230769230769	0.3769230769230769
CE4_e274	CE4:13|GT4:1	-	-	141	3300010269.a:Ga0134102_1000094_36	479	3.7e-28	2	141	86	215	0.9858156028368794	0.9858156028368794
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	3300010269.a:Ga0134102_1000350_32	831	3.4e-209	1	530	122	641	0.9962335216572504	0.9962335216572504
CE9_e43	CE9:11	-	-	369	3300010269.a:Ga0134102_1000350_43	311	1.7e-91	43	338	5	298	0.7994579945799458	0.7994579945799458
GH57_e7	GH57:84	-	-	461	3300010269.a:Ga0134102_1000446_43	549	6.5e-175	1	459	8	469	0.9934924078091106	0.9934924078091106
GH57_e22	GH57:30	-	-	282	3300010269.a:Ga0134102_1000446_44	588	1.1e-97	15	281	1	266	0.9432624113475178	0.9432624113475178
GH57_e46	GH57:66	2.4.1.18:3|3.2.1.1:1	beta-glucan, starch	428	3300010269.a:Ga0134102_1000446_45	524	1.1e-154	2	427	8	419	0.9929906542056075	0.9929906542056075
GT5_e17	GT5:250	-	-	451	3300010269.a:Ga0134102_1000446_48	465	8.3e-158	1	450	3	459	0.9955654101995566	0.9955654101995566
GT4_e3296	GT4:11	-	-	151	3300010269.a:Ga0134102_1002356_10	373	3.4e-61	2	151	197	344	0.9867549668874173	0.9867549668874173
GT4_e3804	GT4:15	-	-	144	3300010269.a:Ga0134102_1002356_11	377	2.2e-67	2	143	199	340	0.9791666666666666	0.9791666666666666
GT2	GT2:6	-	-	162	3300010269.a:Ga0134102_1002356_3	339	5.8e-37	2	160	30	197	0.9753086419753086	0.9753086419753086
GT2	GT2:13	-	-	165	3300010269.a:Ga0134102_1002356_5	318	2.1e-38	1	165	7	175	0.9939393939393939	0.9939393939393939
GT4_e116	GT4:111	-	-	115	3300010269.a:Ga0134102_1002356_7	382	1.3e-46	1	114	199	312	0.9826086956521739	0.9826086956521739
GH13_e172	GH13_39:55|CBM34:45|CBM20:34|CBM48:8|GH13_21:3|GH13_20:1|CBM82:1	3.2.1.1:9|3.2.1.41:8	sucrose, starch, starch	360	3300010269.a:Ga0134102_1002380_9	1011	4.8e-93	1	355	314	633	0.9833333333333333	0.9833333333333333
GT2	GT2:14	2.4.1.-:1	-	231	3300010269.a:Ga0134102_1002804_6	382	1.7e-66	1	228	53	278	0.9826839826839827	0.9826839826839827
