Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300014919.a:Ga0169798_100020_190	-	GT83(5-493)	GT83_e69	GT83	Y(1-24)	3
3300014919.a:Ga0169798_100020_211	-	CE3(9-187)	-	-	N	1
3300014919.a:Ga0169798_100052_101	-	SLH(26-66)	-	-	Y(1-23)	1
3300014919.a:Ga0169798_100052_102	-	SLH(26-66)	-	-	Y(1-23)	1
3300014919.a:Ga0169798_100052_103	-	SLH(26-66)	-	-	Y(1-23)	1
3300014919.a:Ga0169798_100052_130	-	GT8(25-262)	GT8_e248	GT8	N	3
3300014919.a:Ga0169798_100056_47	-	GT2(4-167)	GT2	GT2	N	3
3300014919.a:Ga0169798_100056_62	-	GT30(36-215)	GT30_e33	GT30	N	3
3300014919.a:Ga0169798_100056_64	-	GT19(3-357)	GT19_e10	GT19	N	3
3300014919.a:Ga0169798_100056_68	-	CE11(5-271)	CE11_e34	CE11	N	3
3300014919.a:Ga0169798_100067_58	-	GT51(94-258)	GT51_e169	-	N	2
3300014919.a:Ga0169798_100076_112	-	GH18(265-532)	GH18_e361	-	Y(1-24)	2
3300014919.a:Ga0169798_100076_54	-	GH25(7-178)	GH25_e204	-	N	2
3300014919.a:Ga0169798_100129_40	-	GT28(190-355)	GT28_e1	GT28	N	3
3300014919.a:Ga0169798_100136_55	-	GH23(51-181)	GH23_e927	-	Y(1-23)	2
3300014919.a:Ga0169798_100136_73	-	GT9(77-305)	GT9_e170	GT9	N	3
3300014919.a:Ga0169798_100136_74	-	GT9(73-305)	GT9_e90	GT9	N	3
3300014919.a:Ga0169798_100144_16	-	GT51(81-257)	GT51_e132	GT51	N	3
3300014919.a:Ga0169798_100144_3	-	GT2(45-268)	GT2	GT2	N	3
3300014919.a:Ga0169798_100144_6	-	GT26(56-226)	GT26_e111	-	N	2
3300014919.a:Ga0169798_100144_66	-	GT28(203-346)	GT28_e21	GT28	N	3
3300014919.a:Ga0169798_100211_36	-	GT83(7-467)	GT83_e69	-	N	2
3300014919.a:Ga0169798_100226_53	-	GT2(10-111)	GT2	-	N	2
3300014919.a:Ga0169798_100226_54	-	GT4(181-328)	GT4_e1668	-	N	2
3300014919.a:Ga0169798_100226_56	3.2.1.31:89	GH2(14-405)	GH2_e29	-	N	2
3300014919.a:Ga0169798_100228_36	1.10.3.2:77	AA1(134-528)	AA1_e33	-	Y(1-27)	2
3300014919.a:Ga0169798_100261_18	-	CE4(104-226)	CE4_e274	-	Y(1-24)	2
3300014919.a:Ga0169798_100412_12	-	CE4(87-213)	CE4_e274	-	N	2
3300014919.a:Ga0169798_100716_5	-|-	GT83(4-433)	GT83_e69+GT83_e9	GT83	N	3
3300014919.a:Ga0169798_100056_33	-	-	-	GH13_3	N	1
3300014919.a:Ga0169798_100056_35	-	-	-	GH28	N	1
3300014919.a:Ga0169798_100056_129	-	-	-	CE8	N	1
3300014919.a:Ga0169798_100056_134	-	-	-	GT30	N	1
3300014919.a:Ga0169798_100076_80	-	-	-	GH28	N	1
3300014919.a:Ga0169798_100076_90	-	-	-	CBM50+GH25	N	1
3300014919.a:Ga0169798_100076_111	-	-	-	GH13_26	N	1
3300014919.a:Ga0169798_100145_59	-	-	-	GT58	N	1
3300014919.a:Ga0169798_100145_68	-	-	-	GT0	N	1
3300014919.a:Ga0169798_100145_72	-	-	-	CBM48+GH13_9	N	1
3300014919.a:Ga0169798_100136_49	-	-	-	GT2	N	1
3300014919.a:Ga0169798_100136_64	-	-	-	GH13	N	1
3300014919.a:Ga0169798_100228_23	-	-	-	GH38	N	1
3300014919.a:Ga0169798_100228_27	-	-	-	GH1	N	1
3300014919.a:Ga0169798_100412_11	-	-	-	GH1	N	1
3300014919.a:Ga0169798_100412_20	-	-	-	GH84	N	1
3300014919.a:Ga0169798_100129_55	-	-	-	GH23	N	1
3300014919.a:Ga0169798_100129_60	-	-	-	GH13_11	N	1
3300014919.a:Ga0169798_100129_69	-	-	-	GH13_31	N	1
3300014919.a:Ga0169798_100052_28	-	-	-	GH5_11	N	1
3300014919.a:Ga0169798_100052_36	-	-	-	GH101	N	1
3300014919.a:Ga0169798_100052_77	-	-	-	GT83	N	1
3300014919.a:Ga0169798_100052_79	-	-	-	GT2	N	1
3300014919.a:Ga0169798_100052_131	-	-	-	GT4	N	1
3300014919.a:Ga0169798_100102_33	-	-	-	GT4	N	1
3300014919.a:Ga0169798_100525_27	-	-	-	GH13_3	N	1
3300014919.a:Ga0169798_100301_16	-	-	-	GH13	N	1
3300014919.a:Ga0169798_100026_93	-	-	-	GH13_23	N	1
3300014919.a:Ga0169798_100026_120	-	-	-	GH13_30	N	1
3300014919.a:Ga0169798_100026_129	-	-	-	GT2	N	1
3300014919.a:Ga0169798_100020_192	-	-	-	GT47	N	1
3300014919.a:Ga0169798_100255_16	-	-	-	GT2	N	1
