CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_1	383	2554	+	3.A.3.5.1
CGC1	STP	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_2	3029	4201	-	Aminotran_1_2
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_3	4674	5705	+	null
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_4	5962	6348	+	null
CGC1	TF	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_5	6391	6642	+	KilA-N
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_6	6770	7303	+	null
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_7	7397	7783	+	null
CGC1	TF	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_8	7831	8175	-	DUF24
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_9	8235	8645	+	null
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_10	8652	9521	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_11	9660	10514	-	CE1
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_12	10514	11110	-	null
CGC1	STP	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_13	11103	11576	-	Sigma70_r2+Sigma70_r4_2
CGC1	null	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_14	12850	15555	-	null
CGC1	STP	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_15	16045	19077	+	Reg_prop+Y_Y_Y+HisKA+HATPase_c
CGC1	TF	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_16	19019	19675	-	GerE
CGC1	TF	3300012816.a:Ga0160495_100378	3300012816.a:Ga0160495_100378_17	19981	20925	-	none
CGC1	STP	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_12	11973	12554	+	Sigma70_r2+Sigma70_r4_2
CGC1	null	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_13	12586	14097	+	null
CGC1	TF	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_14	14536	15447	-	HTH_AraC+HTH_AraC
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_15	15575	17011	+	 CE20|CE20
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_16	17396	19705	-	GH139| GH139
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_17	19705	22995	-	GH106| GH106
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_18	23386	24477	-	GH137| GH137
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_19	24480	27779	-	GH2| GH2
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_20	27797	29836	-	 GH127|GH127
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_21	30147	32417	-	 GH78|GH78
CGC1	TC	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_22	32432	34012	-	2.A.21.3.2
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_23	34169	35233	-	GH109
CGC1	CAZyme	3300012816.a:Ga0160495_100271	3300012816.a:Ga0160495_100271_24	35271	37775	-	GH141| GH141
CGC1	TF	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_2	1271	1903	+	GerE
CGC1	STP	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_3	1992	3074	+	FecR
CGC1	TC	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_4	3206	6565	+	1.B.14.6.2
CGC1	TC	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_5	6585	8117	+	8.A.46.1.3
CGC1	null	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_6	8162	9022	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_7	9458	10909	+	GH30_3| GH30_3
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_8	10930	12408	+	 GH30_1|GH30_1
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_9	12458	14110	+	 GH144|GH144
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_10	14291	15673	+	 GH144|GH144
CGC1	null	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_11	15848	16681	+	null
CGC1	null	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_12	16783	17226	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_13	17237	19099	+	CBM32|GH43_28| GH43_28
CGC1	null	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_14	19294	19959	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_15	20340	22625	+	GH3| GH3
CGC1	null	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_16	22649	23269	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100219	3300012816.a:Ga0160495_100219_17	23833	26076	+	GH3| GH3
CGC1	TF	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_5	5392	6075	-	LytTR
CGC1	TC	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_6	6053	6877	-	9.B.33.1.2
CGC1	null	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_7	7074	8252	+	null
CGC1	STP	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_8	8746	9249	-	Sigma70_r2+Sigma70_r4_2
CGC1	null	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_9	9354	10094	-	null
CGC1	CAZyme	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_10	10411	11619	-	GT4| GT4
CGC1	CAZyme	3300012816.a:Ga0160495_100129	3300012816.a:Ga0160495_100129_11	11679	12908	-	GT4|GT0
CGC1	CAZyme	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_35	43726	45168	+	GH171| GH171
CGC1	null	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_36	45254	45616	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_37	45679	47064	-	GH29| GH29
CGC1	null	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_38	47344	48099	+	null
CGC1	CAZyme	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_39	48378	49538	+	 GH5_7|GH5_7
CGC1	null	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_40	49614	50486	+	null
CGC1	TF	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_41	50563	51621	+	none
CGC1	TF	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_42	51801	52277	-	Rrf2
CGC1	null	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_43	52297	52608	-	null
CGC1	null	3300012816.a:Ga0160495_100212	3300012816.a:Ga0160495_100212_44	52614	53045	-	null
