Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300012822.a:Ga0160490_100066_63	ADX67599.1|GT51	83.2	793	126	3	1	792	1	787	0.0e+00	1341.6
3300012822.a:Ga0160490_100066_79	CAE6110940.1|CE8	45.4	540	268	9	27	557	266	787	1.5e-118	430.6
3300012822.a:Ga0160490_100066_84	QES92338.1|GT4	59.3	396	161	0	5	400	17	412	4.2e-139	498.4
3300012822.a:Ga0160490_100066_109	CAD7245033.1|GT58	64.5	498	142	5	7	497	1055	1524	5.8e-170	601.3
3300012822.a:Ga0160490_100050_82	CAD7252417.1|GH13	51.3	594	280	6	130	717	341	931	3.4e-155	552.7
3300012822.a:Ga0160490_100050_115	UKZ91289.1|AA0	65.7	755	231	4	7	740	3	750	1.2e-293	1012.7
3300012822.a:Ga0160490_100017_6	QDZ60268.1|CBM32|GH43_28	71.2	573	162	2	12	581	11	583	1.3e-258	896.0
3300012822.a:Ga0160490_100017_9	UQB68709.1|GH3	63.3	744	267	3	22	760	27	769	1.0e-279	966.5
3300012822.a:Ga0160490_100017_13	UEQ77954.1|GH144	65.8	450	149	4	8	454	10	457	4.7e-179	631.3
3300012822.a:Ga0160490_100017_28	VEH64871.1|GT19	76.5	371	87	0	1	371	1	371	1.3e-163	579.7
3300012822.a:Ga0160490_100017_117	VEH64683.1|GT5	83.8	271	44	0	1	271	1	271	4.4e-132	474.6
3300012822.a:Ga0160490_100017_170	CAE6204650.1|GH28	49.4	603	295	4	2	597	745	1344	2.2e-168	596.3
3300012822.a:Ga0160490_100017_207	ABM19690.1|GT4	49.0	394	196	3	1	389	1	394	6.0e-106	388.3
3300012822.a:Ga0160490_100017_221	CAI32746.2|GT4	57.4	394	162	1	1	388	1	394	1.0e-129	467.2
3300012822.a:Ga0160490_100017_249	ADX67684.1|GT2	78.9	237	50	0	2	238	4	240	6.6e-108	394.0
3300012822.a:Ga0160490_100017_287	VEH64651.1|GT9	65.9	320	109	0	2	321	12	331	1.9e-121	439.5
3300012822.a:Ga0160490_100103_26	VEH63681.1|GT9	67.2	332	109	0	1	332	9	340	1.7e-128	463.0
3300012822.a:Ga0160490_100103_27	VEH63680.1|GT2	83.8	272	44	0	1	272	1	272	1.5e-135	486.1
3300012822.a:Ga0160490_100103_28	VEH63679.1|GT2	75.4	252	62	0	8	259	1	252	1.8e-111	406.0
3300012822.a:Ga0160490_100103_32	QTV05203.1|GT2	71.0	259	75	0	2	260	9	267	1.3e-104	383.3
3300012822.a:Ga0160490_100103_33	QTV05204.1|GT2	66.8	307	101	1	1	307	1	306	6.1e-114	414.5
3300012822.a:Ga0160490_100041_71	QNT13976.1|GT2	72.3	336	92	1	6	341	9	343	3.6e-139	498.4
3300012822.a:Ga0160490_100041_129	VEH63750.1|GT4	55.8	405	178	1	1	405	1	404	2.9e-127	459.1
3300012822.a:Ga0160490_100041_147	ADY51046.1|GH3	59.6	864	338	4	23	876	3	865	1.4e-309	1065.8
3300012822.a:Ga0160490_100041_170	QEL03628.1|GH31	67.5	804	257	3	16	819	16	815	0.0e+00	1201.4
3300012822.a:Ga0160490_100041_171	QEL03627.1|CBM48|GH13_9	64.6	625	221	0	6	630	9	633	7.0e-253	877.1
3300012822.a:Ga0160490_100041_172	AZI68859.1|GT5	57.9	470	195	3	1	470	1	467	1.9e-162	576.2
3300012822.a:Ga0160490_100018_99	ADX67399.1|GT28	79.2	366	76	0	2	367	3	368	2.8e-166	588.6
3300012822.a:Ga0160490_100018_139	VEH62891.1|CBM50	74.6	629	157	2	1	629	1	626	4.0e-269	931.0
3300012822.a:Ga0160490_100018_150	CCO12868.2|GH1	44.1	1443	504	16	8	1405	5	1190	0.0e+00	1098.6
3300012822.a:Ga0160490_100018_174	ADY53079.1|GH28	67.3	450	147	0	17	466	7	456	2.0e-180	636.0
3300012822.a:Ga0160490_100018_183	AWZ17133.1|GH13_30	35.0	1235	696	27	244	1441	397	1561	1.9e-181	641.0
3300012822.a:Ga0160490_100018_196	QLL56828.1|GH13	82.0	461	82	1	1	460	1	461	4.9e-232	807.4
3300012822.a:Ga0160490_100018_197	QLL56827.1|GH13_19	77.6	550	122	1	1	550	1	549	4.6e-261	904.0
3300012822.a:Ga0160490_100018_198	QLL56826.1|GH97	88.3	725	83	1	1	723	1	725	0.0e+00	1346.6
3300012822.a:Ga0160490_100018_199	QTV06980.1|GH97	81.6	701	129	0	1	701	1	701	0.0e+00	1224.9
3300012822.a:Ga0160490_100018_200	QHC83470.1|GH13	84.5	593	92	0	1	593	25	617	0.0e+00	1078.2
3300012822.a:Ga0160490_100018_201	QTV06978.1|GH65	88.4	764	88	1	1	764	1	763	0.0e+00	1351.7
3300012822.a:Ga0160490_100018_212	QNT15566.1|CBM48|GH13	68.2	932	284	8	6	930	7	933	0.0e+00	1323.9
3300012822.a:Ga0160490_100029_9	AGL63717.2|GT4	50.6	619	291	5	191	809	107	710	4.0e-163	579.3
3300012822.a:Ga0160490_100029_29	QNT14743.1|GT4	75.8	372	90	0	1	372	1	372	5.8e-167	590.9
3300012822.a:Ga0160490_100029_176	ADX67219.1|CE11	92.0	462	37	0	1	462	1	462	3.7e-248	860.9
3300012822.a:Ga0160490_100029_195	CAE6201338.1|GH1	51.8	633	286	7	15	633	593	1220	6.6e-187	657.9
3300012822.a:Ga0160490_100029_205	QLL58256.1|GT2	67.5	280	91	0	2	281	14	293	1.0e-110	403.7
3300012822.a:Ga0160490_100029_239	AHC21644.2|GH1	48.4	519	262	3	4	522	8	520	1.3e-143	513.8
3300012822.a:Ga0160490_100027_1	QLL58384.1|GH92	85.3	760	110	1	2	761	4	761	0.0e+00	1391.3
3300012822.a:Ga0160490_100027_33	QIG72767.1|GH36	54.4	544	246	1	28	569	10	553	6.1e-168	594.7
3300012822.a:Ga0160490_100027_77	VEH63745.1|CBM50|GH73	65.9	384	110	4	1	363	1	384	1.4e-141	506.5
3300012822.a:Ga0160490_100027_91	CUS04494.2|GH39	56.0	916	366	5	7	886	343	1257	4.1e-288	994.6
3300012822.a:Ga0160490_100027_114	CAN80640.1|GT47	47.5	425	217	5	4	425	942	1363	3.8e-106	389.0
3300012822.a:Ga0160490_100027_124	CAG7911095.1|GH5_11	40.4	896	486	18	13	870	589	1474	1.3e-190	670.6
3300012822.a:Ga0160490_100121_21	BBK78200.1|GT2	73.9	261	68	0	1	261	1	261	1.2e-113	413.3
3300012822.a:Ga0160490_100121_24	QLL59911.1|GT4	80.2	359	71	0	1	359	1	359	1.3e-171	606.3
3300012822.a:Ga0160490_100121_25	QLL59700.1|GT4	61.3	367	140	1	1	367	1	365	9.3e-133	477.2
3300012822.a:Ga0160490_100079_16	QLL56995.1|GT4	66.0	427	141	3	3	426	2	427	9.3e-169	597.0
3300012822.a:Ga0160490_100079_72	AVM55139.1|GH65	60.4	685	269	2	17	699	674	1358	6.4e-252	874.0
3300012822.a:Ga0160490_100054_33	VEH64138.1|GT51	81.9	221	40	0	1	221	1	221	6.0e-103	377.5
3300012822.a:Ga0160490_100054_36	ADX68222.1|GT1	66.8	325	108	0	1	325	1	325	1.3e-133	479.9
3300012822.a:Ga0160490_100054_53	CCO12112.2|GH13_31	68.0	428	135	2	1	426	1	428	9.6e-166	587.0
3300012822.a:Ga0160490_100054_119	AXY72765.1|GH97	52.7	501	228	5	29	522	670	1168	2.0e-155	553.1
3300012822.a:Ga0160490_100039_52	ALR08738.2|GT83	45.1	588	308	7	3	580	2	584	2.3e-146	523.1
3300012822.a:Ga0160490_100039_132	QNT14562.1|GH171	71.9	416	107	1	1	406	1	416	1.5e-176	622.9
3300012822.a:Ga0160490_100039_136	QNT13682.1|GT4	88.5	374	43	0	5	378	1	374	9.3e-189	663.3
3300012822.a:Ga0160490_100039_138	QNT13681.1|GH3	68.7	578	179	2	1	577	1	577	4.4e-228	794.7
3300012822.a:Ga0160490_100013_48	AMJ20771.1|GH13_26	35.1	974	488	23	2	950	4	858	1.8e-156	557.4
3300012822.a:Ga0160490_100013_82	AXG45674.1|GH6	39.7	870	465	14	4	840	11	853	4.7e-135	486.1
3300012822.a:Ga0160490_100013_91	VEH64387.1|GT2	76.7	240	56	0	1	240	1	240	3.9e-108	394.8
3300012822.a:Ga0160490_100013_160	ADX67342.1|GT2	76.4	330	78	0	1	330	7	336	2.2e-154	548.9
3300012822.a:Ga0160490_100013_167	QAY63367.1|GT2	68.0	281	90	0	1	281	316	596	4.1e-112	408.3
3300012822.a:Ga0160490_100013_172	QIY84250.1|GT0	51.1	419	195	6	4	417	2	415	4.9e-114	415.2
3300012822.a:Ga0160490_100013_176	QLL56898.1|GT32	83.5	261	43	0	1	261	1	261	6.7e-133	477.2
