Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300005964.a:Ga0081529_106354_10	-	AA6(4-193)	AA6_e2	-	N	2
3300005964.a:Ga0081529_115517_1	-	GT2(24-140)	GT2	-	Y(1-22)	2
3300005964.a:Ga0081529_116166_154	-	CE1(37-306)	-	-	N	1
3300005964.a:Ga0081529_116166_160	-	GT2(45-267)	GT2	GT2	N	3
3300005964.a:Ga0081529_116166_161	-	GH15(247-594)	GH15_e1	GH15	N	3
3300005964.a:Ga0081529_116166_37	-	AA7(44-242)	-	-	N	1
3300005964.a:Ga0081529_117699_20	1.1.3.-:1	AA7(20-209)	AA7_e0	-	N	2
3300005964.a:Ga0081529_118232_15	-	GH1(3-382)	GH1_e57	GH1	N	3
3300005964.a:Ga0081529_118354_21	-	GH133(256-600)	GH133_e7	GH133	N	3
3300005964.a:Ga0081529_118354_22	3.2.1.3:4	GH15(265-607)	GH15_e30	GH15	N	3
3300005964.a:Ga0081529_118354_24	-	GH57(6-318)	GH57_e48	GH57	N	3
3300005964.a:Ga0081529_118354_25	2.4.1.11:2|2.4.1.21:2|2.4.1.242:2	GT5(16-556)	GT5_e5	GT5	N	3
3300005964.a:Ga0081529_119268_19	3.2.1.28:1	GH15(211-570)	GH15_e40	GH15	N	3
3300005964.a:Ga0081529_119268_20	-	GT4(254-418)	GT4_e3135	GT4	N	3
3300005964.a:Ga0081529_120000_16	-	GT2(55-283)	GT2	GT2	N	3
3300005964.a:Ga0081529_120000_20	-	CE9(3-167)	CE9_e35	-	N	2
3300005964.a:Ga0081529_120229_214	-	GT4(183-297)	GT4_e3314	GT4	N	3
3300005964.a:Ga0081529_120229_31	2.4.1.245:2	GT4(208-365)	GT4_e740	GT4	N	3
3300005964.a:Ga0081529_121180_12	-	GT115(6-259)	GT115_e0	GT115	N	3
3300005964.a:Ga0081529_121180_17	-	GT66(25-640)	GT66_e4	GT66	N	3
3300005964.a:Ga0081529_122281_2	-	GT2(3-135)	GT2	GT2	N	3
3300005964.a:Ga0081529_124499_10	3.2.1.4:1	GH12(172-337)	GH12_e5	GH12	Y(1-21)	3
3300005964.a:Ga0081529_126155_47	-	GT2(47-220)	GT2	GT2	N	3
3300005964.a:Ga0081529_126155_68	-	GT4(233-360)	GT4_e2421	GT4	N	3
3300005964.a:Ga0081529_126567_5	-	GT4(174-317)	GT4_e928	GT4	N	3
3300005964.a:Ga0081529_126871_33	-	GT2(42-271)	GT2	GT2	N	3
3300005964.a:Ga0081529_126871_4	-	GT21(23-233)	GT21_e5	GT21	N	3
3300005964.a:Ga0081529_128202_3	-	GT4(230-366)	GT4_e3777	GT4	N	3
3300005964.a:Ga0081529_133131_4	-	GT2(134-326)	GT2	GT2	N	3
3300005964.a:Ga0081529_144035_39	-	GT39(35-239)	GT39_e17	GT39	N	3
3300005964.a:Ga0081529_108597_4	-	-	GT2	GT2	N	2
3300005964.a:Ga0081529_120263_3	-	-	GT2	GT2	N	2
3300005964.a:Ga0081529_144035_62	-	-	GT2	-	N	1
3300005964.a:Ga0081529_115222_5	-	-	GT4_e197	GT4	N	2
3300005964.a:Ga0081529_115517_5	-	-	GT2	GT2	N	2
3300005964.a:Ga0081529_126871_45	-	-	GT2	-	N	1
3300005964.a:Ga0081529_132748_4	-	-	GT2	GT2	N	2
3300005964.a:Ga0081529_144035_17	-	-	GT2	GT0	N	2
3300005964.a:Ga0081529_118354_4	-	-	-	GH1	N	1
3300005964.a:Ga0081529_126155_80	-	-	-	GH130	N	1
3300005964.a:Ga0081529_119044_15	-	-	-	GH15	N	1
3300005964.a:Ga0081529_120229_162	-	-	-	GT7	N	1
3300005964.a:Ga0081529_120229_215	-	-	-	GT0	N	1
3300005964.a:Ga0081529_106308_3	-	-	-	GH0	Y(1-22)	1
3300005964.a:Ga0081529_122148_2	-	-	-	GH1	N	1
3300005964.a:Ga0081529_122148_51	-	-	-	GH1	N	1
3300005964.a:Ga0081529_117699_6	-	-	-	GH101	N	1
