Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029075.a:Ga0169206_10002_244	-	GT2(4-164)	GT2	GT2	N	3
3300029075.a:Ga0169206_10002_321	-	GT28(190-356)	GT28_e1	GT28	N	3
3300029075.a:Ga0169206_10002_374	-	GT51(74-250)	GT51_e132	GT51	N	3
3300029075.a:Ga0169206_10002_387	-	GT26(56-226)	GT26_e50	GT26	N	3
3300029075.a:Ga0169206_10002_390	-	GT2(45-268)	GT2	GT2	N	3
3300029075.a:Ga0169206_10002_63	-	GT28(205-353)	GT28_e21	GT28	N	3
3300029075.a:Ga0169206_10007_160	-	GT51(78-245)	GT51_e169	GT51	N	3
3300029075.a:Ga0169206_10007_28	-	GT83(7-504)	GT83_e69	GT83	N	3
3300029075.a:Ga0169206_10009_156	-	GT9(74-303)	GT9_e90	GT9	N	3
3300029075.a:Ga0169206_10009_157	-	GT9(76-303)	GT9_e170	GT9	N	3
3300029075.a:Ga0169206_10009_175	-	GH23(44-176)	GH23_e574	GH23	N	3
3300029075.a:Ga0169206_10009_78	-	GT4(180-330)	GT4_e1109	GT4	N	3
3300029075.a:Ga0169206_10017_45	-	GH3(150-336)	GH3_e54	GH3	Y(1-25)	3
3300029075.a:Ga0169206_10017_82	-	GH3(121-338)	GH3_e191	GH3	Y(1-31)	3
3300029075.a:Ga0169206_10035_63	-	GT9(79-364)	GT9_e236	GT9	N	3
3300029075.a:Ga0169206_10035_66	-	CE4(100-226)	CE4_e274	-	Y(1-21)	2
3300029075.a:Ga0169206_10042_1	-	SLH(26-66)	-	-	Y(1-23)	1
3300029075.a:Ga0169206_10042_16	-	GT30(40-215)	GT30_e33	GT30	N	3
3300029075.a:Ga0169206_10042_18	-	GT19(3-358)	GT19_e10	GT19	N	3
3300029075.a:Ga0169206_10042_22	-	CE11(5-271)	CE11_e35	CE11	N	3
3300029075.a:Ga0169206_10042_80	-	CE4(93-220)	CE4_e274	-	N	2
3300029075.a:Ga0169206_10053_13	2.4.99.-:11	GT9(70-325)	GT9_e84	-	N	2
3300029075.a:Ga0169206_10053_14	-	GT4(190-319)	GT4_e2502	-	N	2
3300029075.a:Ga0169206_10053_21	2.4.1.-:1	GT2(11-175)	GT2	-	N	2
3300029075.a:Ga0169206_10100_1	-	SLH(26-66)	-	-	Y(1-23)	1
3300029075.a:Ga0169206_10118_11	-	GH18(179-425)	GH18_e361	GH18	Y(1-27)	3
3300029075.a:Ga0169206_10144_10	-	GT83(8-431)	GT83_e25	GT83	Y(1-22)	3
3300029075.a:Ga0169206_10144_13	-	-	-	GH1	N	1
3300029075.a:Ga0169206_10144_18	-	-	-	GH38	N	1
3300029075.a:Ga0169206_10118_10	-	-	-	GH13_26	N	1
3300029075.a:Ga0169206_10002_143	-	-	-	CE8	N	1
3300029075.a:Ga0169206_10002_168	-	-	-	GH5_11	N	1
3300029075.a:Ga0169206_10002_176	-	-	-	GH101	N	1
3300029075.a:Ga0169206_10002_220	-	-	-	GT83	N	1
3300029075.a:Ga0169206_10002_222	-	-	-	GT2	N	1
3300029075.a:Ga0169206_10002_254	-	-	-	GH28	N	1
3300029075.a:Ga0169206_10002_339	-	-	-	GH23	N	1
3300029075.a:Ga0169206_10002_344	-	-	-	GH13_11	N	1
3300029075.a:Ga0169206_10002_351	-	-	-	GH13_31	N	1
3300029075.a:Ga0169206_10024_15	-	-	-	GH36	N	1
3300029075.a:Ga0169206_10035_12	-	-	-	GT4	N	1
3300029075.a:Ga0169206_10035_81	-	-	-	GH13_23	N	1
3300029075.a:Ga0169206_10007_101	-	-	-	GH13_3	N	1
3300029075.a:Ga0169206_10007_182	-	-	-	CBM48+GH13_9	N	1
3300029075.a:Ga0169206_10007_186	-	-	-	GT0	N	1
3300029075.a:Ga0169206_10007_194	-	-	-	GT58	N	1
3300029075.a:Ga0169206_10009_16	-	-	-	GH84	N	1
3300029075.a:Ga0169206_10009_28	-	-	-	GH1	N	1
3300029075.a:Ga0169206_10009_84	-	-	-	GT4	N	1
3300029075.a:Ga0169206_10009_166	-	-	-	GH13	N	1
3300029075.a:Ga0169206_10009_181	-	-	-	GT2	N	1
3300029075.a:Ga0169206_10042_17	-	-	-	GT2+GT4	N	1
3300029075.a:Ga0169206_10017_105	-	-	-	GT47	N	1
3300029075.a:Ga0169206_10064_29	-	-	-	GH27	N	1
3300029075.a:Ga0169206_10064_35	-	-	-	GT4	N	1
3300029075.a:Ga0169206_10064_48	-	-	-	GH13	N	1
3300029075.a:Ga0169206_10018_69	-	-	-	CBM50+GH25	N	1
3300029075.a:Ga0169206_10018_80	-	-	-	GH28	N	1
3300029075.a:Ga0169206_10041_41	-	-	-	GH13_30	N	1
3300029075.a:Ga0169206_10041_56	-	-	-	GT2	N	1
