CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TF	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_53	39925	40203	-	HTH_3
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_54	40372	42072	+	2.A.6.2.46
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_55	42094	43134	+	3.A.1.105.4
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_56	43144	44943	+	3.A.1.105.4
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_57	44940	46052	+	3.A.1.105.4
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_58	46052	47167	+	3.A.1.105.4
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_59	48317	51613	+	null
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_60	51610	53217	+	2.A.66.2.14
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_61	53201	53971	+	null
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_62	54023	54322	+	null
CGC1	CAZyme	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_63	54405	55559	+	GT28| GT28
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_64	55603	55923	-	null
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_65	56036	58051	+	3.A.1.120.6
CGC1	STP	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_66	58184	59653	+	Fer4
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_67	59884	60513	+	null
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_68	60506	61504	+	2.A.20.1.5
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_69	61934	62107	+	null
CGC1	STP	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_70	62339	63343	-	Peripla_BP_2
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_71	63365	64111	-	3.A.1.14.8
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_72	64138	65145	-	3.A.1.14.1
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_73	65398	65853	+	4.A.7.1.1
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_74	65874	66149	+	null
CGC1	TC	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_75	66179	67546	+	4.A.7.1.4
CGC1	null	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_76	67546	67941	+	null
CGC1	TF	3300029075.a:Ga0169206_10002	3300029075.a:Ga0169206_10002_77	68199	69089	+	HTH_AraC+HTH_AraC
