HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT35.hmm	674	3300008700.a:Ga0113865_100003_108	822	2.6e-281	1	674	106	815	0.9985163204747775
GT5.hmm	472	3300008700.a:Ga0113865_100003_109	480	1.3e-164	1	470	2	473	0.9936440677966102
GH13_11.hmm	351	3300008700.a:Ga0113865_100003_111	673	2.7e-153	1	351	174	529	0.9971509971509972
CBM48.hmm	76	3300008700.a:Ga0113865_100003_112	730	7.6e-23	3	70	125	209	0.881578947368421
GH13_9.hmm	301	3300008700.a:Ga0113865_100003_112	730	2.1e-159	1	301	274	574	0.9966777408637874
GH32.hmm	293	3300008700.a:Ga0113865_100003_149	486	1.1e-77	1	293	38	341	0.9965870307167235
GH77.hmm	494	3300008700.a:Ga0113865_100003_322	1258	1.1e-162	1	486	10	491	0.9817813765182186
GT35.hmm	674	3300008700.a:Ga0113865_100003_322	1258	2.5e-220	2	672	580	1254	0.9940652818991098
GH2.hmm	752	3300008700.a:Ga0113865_100003_421	1009	7.9e-201	16	751	31	895	0.9773936170212766
GT2.hmm	230	3300008700.a:Ga0113865_100004_101	414	3.5e-38	3	228	54	274	0.9782608695652174
CE4.hmm	130	3300008700.a:Ga0113865_100004_102	639	8.3e-26	3	125	85	253	0.9384615384615385
GH153.hmm	349	3300008700.a:Ga0113865_100004_102	639	2.1e-129	2	348	297	630	0.9914040114613181
CE1.hmm	227	3300008700.a:Ga0113865_100004_123	370	3.7e-17	7	140	139	280	0.5859030837004405
GT2.hmm	170	3300008700.a:Ga0113865_100004_207	310	6.1e-27	1	115	8	122	0.6705882352941176
GT111.hmm	217	3300008700.a:Ga0113865_100004_208	256	8.3e-87	1	216	6	223	0.9907834101382489
GT9.hmm	225	3300008700.a:Ga0113865_100004_226	352	1.2e-49	2	204	77	305	0.8977777777777778
GH23.hmm	135	3300008700.a:Ga0113865_100004_294	465	3.2e-25	4	132	290	457	0.9481481481481482
CE1.hmm	227	3300008700.a:Ga0113865_100004_353	276	3e-51	2	223	22	270	0.973568281938326
GT2.hmm	170	3300008700.a:Ga0113865_100004_4	272	3.7e-25	1	117	7	124	0.6823529411764706
GT9.hmm	225	3300008700.a:Ga0113865_100004_92	348	1.9e-55	2	203	70	306	0.8933333333333333
GT9.hmm	225	3300008700.a:Ga0113865_100004_95	318	2.6e-40	7	203	81	296	0.8711111111111111
CE1.hmm	227	3300008700.a:Ga0113865_100004_98	275	6.5e-18	7	177	38	249	0.748898678414097
GT9.hmm	225	3300008700.a:Ga0113865_100008_10	343	5.6e-33	3	216	68	316	0.9466666666666667
GH23.hmm	135	3300008700.a:Ga0113865_100008_121	360	8.6e-22	17	117	207	348	0.7407407407407407
GT19.hmm	354	3300008700.a:Ga0113865_100008_182	390	7.9e-140	1	353	8	369	0.9943502824858758
GT51.hmm	177	3300008700.a:Ga0113865_100008_214	194	2.1e-56	9	177	16	183	0.9491525423728814
GH23.hmm	135	3300008700.a:Ga0113865_100008_216	731	1.1e-25	17	121	581	706	0.7703703703703704
AA1.hmm	358	3300008700.a:Ga0113865_100008_32	470	8.7e-17	9	337	65	440	0.9162011173184358
GT25.hmm	181	3300008700.a:Ga0113865_100008_95	286	1.2e-36	3	181	10	194	0.9834254143646409
GT8.hmm	257	3300008700.a:Ga0113865_100008_96	297	9.5e-56	31	255	2	243	0.8715953307392996
GT9.hmm	225	3300008700.a:Ga0113865_100008_98	344	3.4e-24	8	204	104	324	0.8711111111111111
GT25.hmm	181	3300008700.a:Ga0113865_100008_99	226	1.3e-41	3	180	5	188	0.9779005524861878
GT2.hmm	170	3300008700.a:Ga0113865_100014_132	253	5.1e-23	1	132	5	127	0.7705882352941177
GT30.hmm	177	3300008700.a:Ga0113865_100014_133	432	1.4e-66	1	176	33	213	0.9887005649717514
GH109.hmm	399	3300008700.a:Ga0113865_100014_84	369	5.7e-22	6	163	2	147	0.39348370927318294
GH109.hmm	399	3300008700.a:Ga0113865_100014_85	358	2.1e-17	6	162	6	151	0.39097744360902253
GT41.hmm	705	3300008700.a:Ga0113865_100014_9	673	1.2e-37	220	544	292	645	0.4595744680851064
GT25.hmm	181	3300008700.a:Ga0113865_100015_103	257	2.1e-32	4	171	3	187	0.9226519337016574
GT2.hmm	170	3300008700.a:Ga0113865_100015_105	294	2.4e-31	1	124	3	121	0.7235294117647059
GT2.hmm	170	3300008700.a:Ga0113865_100015_106	268	4.6e-29	1	163	4	169	0.9529411764705882
GH103.hmm	295	3300008700.a:Ga0113865_100015_107	370	4.1e-100	1	295	51	364	0.9966101694915255
GT51.hmm	177	3300008700.a:Ga0113865_100015_123	800	2.6e-60	8	176	165	337	0.9491525423728814
AA1.hmm	358	3300008700.a:Ga0113865_100015_8	398	8.5e-16	10	226	93	303	0.6033519553072626
GT51.hmm	177	3300008700.a:Ga0113865_100028_27	873	4.4e-69	1	176	54	229	0.9887005649717514
GH102.hmm	157	3300008700.a:Ga0113865_100035_17	376	3.4e-42	51	157	172	278	0.6751592356687898
GH3.hmm	216	3300008700.a:Ga0113865_100041_63	348	2.1e-53	5	215	51	278	0.9722222222222222
CE9.hmm	373	3300008700.a:Ga0113865_100041_76	382	5.6e-114	3	373	7	376	0.9919571045576407
GT28.hmm	157	3300008700.a:Ga0113865_100045_21	351	6.6e-50	2	155	182	335	0.9745222929936306
CE11.hmm	271	3300008700.a:Ga0113865_100045_27	306	4.6e-122	1	270	4	276	0.992619926199262
