HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE3.hmm	194	3300010279.a:Ga0129313_1000007_125	362	7.3e-32	1	142	36	195	0.7268041237113402
GH9.hmm	418	3300010279.a:Ga0129313_1000007_231	976	3.1e-132	1	418	44	636	0.9976076555023924
CBM3.hmm	88	3300010279.a:Ga0129313_1000007_231	976	9.2e-19	2	87	683	774	0.9659090909090909
GH43_4.hmm	310	3300010279.a:Ga0129313_1000007_244	918	4.3e-110	1	310	33	408	0.9967741935483871
CBM13.hmm	188	3300010279.a:Ga0129313_1000007_244	918	1.9e-16	7	152	568	722	0.7712765957446809
GH42.hmm	371	3300010279.a:Ga0129313_1000007_262	657	8.4e-128	1	369	6	375	0.9919137466307277
GH3.hmm	216	3300010279.a:Ga0129313_1000007_81	923	1.3e-57	7	216	514	730	0.9675925925925926
GH30_5.hmm	456	3300010279.a:Ga0129313_1000019_56	866	4.9e-153	8	456	46	497	0.9824561403508771
CBM62.hmm	131	3300010279.a:Ga0129313_1000019_56	866	6.2e-39	2	131	514	651	0.9847328244274809
CBM62.hmm	131	3300010279.a:Ga0129313_1000019_56	866	4.7e-34	7	131	670	801	0.9465648854961832
GT28.hmm	157	3300010279.a:Ga0129313_1000019_73	377	1.2e-45	1	155	193	358	0.9808917197452229
CE20.hmm	249	3300010279.a:Ga0129313_1000023_124	506	1.8e-31	3	148	82	233	0.5823293172690763
CE20.hmm	249	3300010279.a:Ga0129313_1000023_124	506	4.1e-42	118	245	264	390	0.5100401606425703
GH31.hmm	427	3300010279.a:Ga0129313_1000023_14	769	5.3e-127	1	427	261	690	0.9976580796252927
GH10.hmm	303	3300010279.a:Ga0129313_1000023_15	1307	5.1e-79	2	301	192	542	0.9867986798679867
CBM22.hmm	131	3300010279.a:Ga0129313_1000023_15	1307	1.7e-33	4	130	582	709	0.9618320610687023
GH43_16.hmm	311	3300010279.a:Ga0129313_1000023_15	1307	1.5e-102	1	309	855	1176	0.9903536977491961
GT4.hmm	160	3300010279.a:Ga0129313_1000023_42	387	2.5e-26	5	155	200	352	0.9375
GT2.hmm	170	3300010279.a:Ga0129313_1000023_43	334	2.1e-22	4	166	7	165	0.9529411764705882
GT4.hmm	160	3300010279.a:Ga0129313_1000023_46	402	1.7e-17	8	131	224	344	0.76875
GT4.hmm	160	3300010279.a:Ga0129313_1000023_47	358	8.2e-34	6	157	172	325	0.94375
GH11.hmm	177	3300010279.a:Ga0129313_1000023_6	812	2.6e-63	2	176	42	237	0.9830508474576272
CBM22.hmm	131	3300010279.a:Ga0129313_1000023_6	812	1.3e-29	5	131	274	400	0.9618320610687023
CE3.hmm	194	3300010279.a:Ga0129313_1000023_6	812	8e-53	1	194	455	667	0.9948453608247423
GT4.hmm	160	3300010279.a:Ga0129313_1000023_78	384	2.7e-38	8	158	202	353	0.9375
GT4.hmm	160	3300010279.a:Ga0129313_1000023_79	374	2.9e-38	6	159	196	348	0.95625
GH5_1.hmm	310	3300010279.a:Ga0129313_1000030_103	870	2.5e-116	1	310	57	439	0.9967741935483871
GH5_1.hmm	310	3300010279.a:Ga0129313_1000030_104	612	5.3e-112	1	310	54	411	0.9967741935483871
GH13_9.hmm	301	3300010279.a:Ga0129313_1000030_119	597	1.6e-124	1	301	165	454	0.9966777408637874
GH124.hmm	332	3300010279.a:Ga0129313_1000030_14	433	1.4e-106	62	332	29	274	0.8132530120481928
GH53.hmm	342	3300010279.a:Ga0129313_1000030_27	550	7e-118	1	342	54	415	0.9970760233918129
GH25.hmm	177	3300010279.a:Ga0129313_1000030_3	326	9.1e-46	1	177	120	301	0.9943502824858758
GH11.hmm	177	3300010279.a:Ga0129313_1000030_37	1406	2.1e-63	2	176	43	237	0.9830508474576272
CBM22.hmm	131	3300010279.a:Ga0129313_1000030_37	1406	1.5e-32	4	131	274	401	0.9694656488549618
GH10.hmm	303	3300010279.a:Ga0129313_1000030_37	1406	3.3e-88	10	301	487	795	0.9603960396039604
GH11.hmm	177	3300010279.a:Ga0129313_1000030_37	1406	4.6e-60	1	177	974	1164	0.9943502824858758
CE4.hmm	130	3300010279.a:Ga0129313_1000030_37	1406	2.6e-23	5	108	1196	1304	0.7923076923076923
CE4.hmm	130	3300010279.a:Ga0129313_1000030_81	245	4e-30	6	124	62	182	0.9076923076923077
GH141.hmm	527	3300010279.a:Ga0129313_1000034_2	950	9.5e-154	3	525	39	589	0.9905123339658444
CBM6.hmm	138	3300010279.a:Ga0129313_1000034_2	950	1.5e-36	14	135	759	880	0.8768115942028986
GH9.hmm	418	3300010279.a:Ga0129313_1000034_33	910	1e-103	1	418	56	566	0.9976076555023924
CBM35.hmm	119	3300010279.a:Ga0129313_1000034_34	666	4.4e-25	14	119	72	175	0.8823529411764706
GH26.hmm	303	3300010279.a:Ga0129313_1000034_34	666	1.7e-107	2	303	193	518	0.9933993399339934
