dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	3300029731.a:Ga0245178_100018_144	430	1.8e-129	2	288	37	320	0.9930555555555556	0.9930555555555556
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300029731.a:Ga0245178_100018_224	276	2.2e-18	9	200	34	250	0.9271844660194175	0.9271844660194175
CBM48_e46	CBM48:874|GH13_14:872|CBM68:828|CBM41:2|GH13:1	3.2.1.41:15	glycogen	82	3300029731.a:Ga0245178_100018_87	694	7.7e-23	1	81	107	181	0.975609756097561	0.975609756097561
GH13_e94	GH13_14:114|CBM48:94|CBM68:80|GH13:1|CBM41:1	3.2.1.41:3	sucrose, starch	313	3300029731.a:Ga0245178_100018_87	694	1.4e-131	1	313	257	565	0.9968051118210862	0.9968051118210862
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	3300029731.a:Ga0245178_100039_53	739	0	1	699	12	708	0.9971428571428571	0.9971428571428571
CE4_e134	CE4:21	-	-	121	3300029731.a:Ga0245178_100039_91	448	3.3e-53	1	118	244	357	0.9669421487603306	0.9669421487603306
GT28_e40	GT28:9	-	-	160	3300029731.a:Ga0245178_100072_1	359	7.7e-76	1	160	189	345	0.99375	0.99375
GT2	GT2:5	-	-	129	3300029731.a:Ga0245178_100129_105	333	3.7e-23	1	97	8	103	0.7441860465116279	0.7441860465116279
GT2	GT2:52	-	-	137	3300029731.a:Ga0245178_100177_78	279	4e-21	1	135	5	138	0.9781021897810219	0.9781021897810219
GT4_e2903	GT4:31	-	-	153	3300029731.a:Ga0245178_100177_79	361	2.7e-61	2	152	181	329	0.9803921568627451	0.9803921568627451
GT2	GT2:53|GT4:2	-	-	208	3300029731.a:Ga0245178_100177_89	728	1.6e-62	1	200	197	395	0.9567307692307693	0.9567307692307693
GT2	GT2:92|GT4:11	-	-	231	3300029731.a:Ga0245178_100177_89	728	6.6e-82	1	228	455	686	0.9826839826839827	0.9826839826839827
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029731.a:Ga0245178_100239_26	494	2.6e-205	1	470	4	491	0.997872340425532	0.997872340425532
GH4_e24	GH4:7862	3.2.1.86:16	beta-glucan	179	3300029731.a:Ga0245178_100239_40	467	1.6e-90	1	171	8	179	0.9497206703910615	0.9497206703910615
CE4_e370	CE4:15	-	-	117	3300029731.a:Ga0245178_100239_43	387	5.4e-49	1	115	177	290	0.9743589743589743	0.9743589743589743
GH1_e30	GH1:8	-	-	452	3300029731.a:Ga0245178_100285_30	459	4.1e-250	2	451	6	455	0.9933628318584071	0.9933628318584071
GH23_e928	GH23:90	-	-	132	3300029731.a:Ga0245178_100350_36	505	2.8e-64	1	131	236	366	0.9848484848484849	0.9848484848484849
GT2	GT2:147	-	-	133	3300029731.a:Ga0245178_100350_5	324	1.4e-23	1	130	6	133	0.9699248120300752	0.9699248120300752
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029731.a:Ga0245178_100385_35	490	3e-209	1	469	2	485	0.9957446808510638	0.9957446808510638
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	beta-glucan, beta-galactan, beta-glucan	472	3300029731.a:Ga0245178_100700_32	473	8.6e-168	2	472	1	464	0.9957627118644068	0.9957627118644068
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029731.a:Ga0245178_100700_40	485	6.5e-183	2	470	4	481	0.9957446808510638	0.9957446808510638
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029731.a:Ga0245178_100700_42	490	3.8e-183	1	470	3	486	0.997872340425532	0.997872340425532
