Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029084.a:Ga0169222_10010_108	3.2.1.26:1	GH32(28-336)	GH32_e71	GH32	N	3
3300029084.a:Ga0169222_10010_114	2.4.1.211:13	GH112(7-719)	GH112_e0	GH112	N	3
3300029084.a:Ga0169222_10010_131	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(32-366)	GH13_e122	GH13_31	N	3
3300029084.a:Ga0169222_10010_132	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|-	CBM34(6-131)+GH13_20(179-478)	CBM34_e0+GH13_e204	CBM34+GH13_20	N	3
3300029084.a:Ga0169222_10010_133	-	GH77(8-472)	GH77_e4	GH77	N	3
3300029084.a:Ga0169222_10010_134	2.4.1.1:158	GT35(79-753)	GT35_e0	GT35	N	3
3300029084.a:Ga0169222_10010_135	-	GH133(283-637)	GH133_e2	GH133	N	3
3300029084.a:Ga0169222_10010_156	3.2.1.23:11	GH2(3-485)	GH2_e13	GH2	N	3
3300029084.a:Ga0169222_10010_248	3.2.1.23:11	GH2(19-629)	GH2_e13	GH2	N	3
3300029084.a:Ga0169222_10010_249	3.2.1.111:8|3.2.1.51:3	GH29(19-346)	GH29_e30	GH29	N	3
3300029084.a:Ga0169222_10010_37	-	GH3(697-875)	GH3_e42	GH3	N	3
3300029084.a:Ga0169222_10010_8	-	GT28(206-326)	GT28_e59	GT28	N	3
3300029084.a:Ga0169222_10030_150	3.2.1.51:3	GH151(27-165)	GH151_e0	GH151	N	3
3300029084.a:Ga0169222_10030_158	-	GH31(167-592)	GH31_e77	GH31	N	3
3300029084.a:Ga0169222_10030_161	3.2.1.-:2|3.2.1.102:1	GH98(264-579)	GH98_e1	GH98	Y(1-33)	3
3300029084.a:Ga0169222_10030_162	-|-	GH73(13-147)	GH73_e135+CBM50_e131	CBM50+GH73	N	3
3300029084.a:Ga0169222_10030_60	3.2.1.151:3|3.2.1.4:1	GH5_4(71-373)	GH5_e263	GH5_4	Y(1-32)	3
3300029084.a:Ga0169222_10031_130	-	GT28(188-340)	GT28_e30	GT28	N	3
3300029084.a:Ga0169222_10031_155	-	GH18(326-633)	GH18_e221	GH18	N	3
3300029084.a:Ga0169222_10031_166	2.4.1.1:158	GT35(95-813)	GT35_e0	GT35	N	3
