CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_164	215892	216686	+	1.C.109.1.4
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_165	216837	218201	+	null
CGC1	CAZyme	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_166	218260	219837	+	 CE4|CE4
CGC1	STP	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_167	220041	220685	+	TetR_N
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_168	220722	225206	+	null
CGC1	TF	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_169	225311	226771	-	GerE
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_170	227010	228755	+	null
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_171	228759	229307	+	null
CGC1	TF	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_172	229399	230859	-	GerE
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_173	231091	231798	+	null
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_174	231798	232616	+	null
CGC1	TC	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_175	232675	235716	+	5.A.3.3.3
CGC1	TC	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_176	235716	236351	+	5.A.3.3.3
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_177	236355	237170	+	null
CGC1	STP	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_178	237177	237839	+	Fer4+Fer4
CGC1	STP	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_179	237843	238799	+	Fer4
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_180	238816	239292	-	null
CGC1	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_181	239314	241821	-	null
CGC1	STP	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_182	241913	242461	-	TetR_N+TetR_C
CGC1	STP	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_183	242695	244671	+	Pyr_redox_2
CGC2	CAZyme	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_205	264530	265519	+	 GT2|GT2
CGC2	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_206	265628	267148	+	null
CGC2	null	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_207	267232	268182	+	null
CGC2	TC	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_208	268284	269105	+	3.A.1.104.1
CGC2	TC	3300021319.a:Ga0214520_100022	3300021319.a:Ga0214520_100022_209	269095	269937	+	3.A.1.103.1
