CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TF	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_2	928	1335	-	none
CGC1	null	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_3	1399	2106	-	null
CGC1	TC	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_4	2113	2868	-	3.A.1.14.4
CGC1	TC	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_5	2871	3908	-	3.A.1.14.21
CGC1	STP	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_6	3905	5029	-	Peripla_BP_2
CGC1	null	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_7	5379	6146	-	null
CGC1	TF	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_8	6486	7373	+	HTH_1
CGC1	TC	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_9	7448	8980	-	2.A.47.1.12
CGC1	TC	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_10	9147	10922	-	3.A.1.106.1
CGC1	CAZyme	3300014803.a:Ga0134430_1001058	3300014803.a:Ga0134430_1001058_11	11011	11952	+	 GT9|GT9
