PUL0002	1.03e-52	3300006510_1
PUL0017	6.59e-157	3300006510_1
PUL0019	1.69e-96	3300006510_1
PUL0094	7.81e-27	3300006510_1
PUL0106	3.09e-102	3300006510_1
PUL00108	7.79e-80	3300006510_1
PUL0121	1.07e-64	3300006510_1
PUL0154	4.97e-223	3300006510_1
PUL0196	2.33e-153	3300006510_1
PUL0196	3.58e-124	3300006510_1
PUL0212	1.05e-157	3300006510_1
PUL0212	1.38e-180	3300006510_1
PUL0219	6.67e-163	3300006510_1
PUL0277	1.11e-193	3300006510_1
PUL00290	1.6e-79	3300006510_1
PUL0347	2.09e-235	3300006510_1
PUL0365	5.64e-59	3300006510_1
PUL0370	1.11e-128	3300006510_1
PUL0372	1.16e-160	3300006510_1
PUL0407	3.4e-208	3300006510_1
PUL0527	3.89e-77	3300006510_1
PUL0575	9.51e-172	3300006510_1
PUL0579	2.56e-86	3300006510_1
PUL00603	3.37e-48	3300006510_1
PUL00706	9.98e-155	3300006510_1
PUL01060	5.06e-239	3300006510_1
PUL01101	5.52e-34	3300006510_1
PUL01248	2.23e-57	3300006510_1
PUL01249	4.39e-169	3300006510_1
PUL02300	1.47e-198	3300006510_1
PUL02483	7.08e-120	3300006510_1
PUL02612	1.48e-23	3300006510_1
PUL02815	2.77e-15	3300006510_1
PUL03357	6.66e-108	3300006510_1
PUL03662	1.96e-96	3300006510_1
PUL03680	2.03e-124	3300006510_1
PUL03992	2.32e-202	3300006510_1
PUL04132	5.75e-158	3300006510_1
PUL04519	3.8e-53	3300006510_1
PUL05078	1.66e-06	3300006510_1
PUL05302	1.41e-221	3300006510_1
PUL0017	1.82e-189	3300007874_1
PUL0017	7.59e-157	3300007874_1
PUL0048	8.72e-203	3300007874_1
PUL00081	2.65e-59	3300007874_1
PUL0094	1.86e-26	3300007874_1
PUL0106	1.38e-102	3300007874_1
PUL00108	9.83e-80	3300007874_1
PUL0154	3.17e-223	3300007874_1
PUL0196	3.58e-124	3300007874_1
PUL0196	6.44e-153	3300007874_1
PUL0212	8.98e-158	3300007874_1
PUL0219	1.04e-161	3300007874_1
PUL0277	2.81e-193	3300007874_1
PUL00290	1.02e-79	3300007874_1
PUL0333	1.49e-48	3300007874_1
PUL0340	2.26e-135	3300007874_1
PUL0347	2.78e-237	3300007874_1
PUL0372	2.89e-160	3300007874_1
PUL0399	8.51e-210	3300007874_1
PUL0406	4.63e-10	3300007874_1
PUL0575	1.1e-178	3300007874_1
PUL00706	3.67e-155	3300007874_1
PUL01042	6.76e-72	3300007874_1
PUL01060	5.48e-239	3300007874_1
PUL01249	8.51e-169	3300007874_1
PUL01334	4.15e-61	3300007874_1
PUL02300	1.47e-198	3300007874_1
PUL02300	4.92e-140	3300007874_1
PUL02670	5.66e-159	3300007874_1
PUL02815	3.4e-15	3300007874_1
PUL03357	7.64e-108	3300007874_1
PUL03390	2.56e-124	3300007874_1
PUL03680	1.26e-125	3300007874_1
PUL03680	4.43e-29	3300007874_1
PUL03992	7.97e-201	3300007874_1
PUL05302	2.36e-221	3300007874_1
PUL05609	7.24e-48	3300007874_1
PUL0007	1.38e-205	3300011656_2
PUL0010	5.74e-94	3300011656_2
PUL0017	1.21e-186	3300011656_2
PUL0017	6.42e-164	3300011656_2
PUL0017	8.78e-188	3300011656_2
PUL0029	9.49e-127	3300011656_2
PUL0103	7.33e-112	3300011656_2
PUL0121	6.1e-116	3300011656_2
PUL0123	1.21e-13	3300011656_2
PUL0168	1.53e-298	3300011656_2
PUL0182	2.99e-201	3300011656_2
PUL0186	3.55e-181	3300011656_2
PUL0196	8.75e-79	3300011656_2
PUL0216	1.1e-82	3300011656_2
PUL0219	1.01e-117	3300011656_2
PUL0230	1.59e-263	3300011656_2
PUL0230	4.06e-269	3300011656_2
PUL00290	2.91e-34	3300011656_2
PUL0296	2.61e-66	3300011656_2
PUL0296	4.23e-92	3300011656_2
PUL0396	3.05e-83	3300011656_2
PUL0457	3.48e-212	3300011656_2
PUL0501	1.5e-139	3300011656_2
PUL0527	1.08e-78	3300011656_2
PUL0527	3.01e-73	3300011656_2
PUL0575	1.15e-227	3300011656_2
PUL0584	6.36e-221	3300011656_2
PUL01060	1.49e-239	3300011656_2
PUL01212	2.54e-157	3300011656_2
PUL01622	2.51e-123	3300011656_2
PUL01846	6.07e-23	3300011656_2
PUL02300	1.11e-116	3300011656_2
PUL02300	2.98e-115	3300011656_2
PUL03004	6.11e-74	3300011656_2
PUL04518	1.81e-179	3300011656_2
PUL04526	1.01e-140	3300011656_2
PUL05302	6.58e-40	3300011656_2
PUL05304	5.81e-41	3300011656_2
PUL0017	1.17e-186	3300011811_6
PUL0017	2.08e-166	3300011811_6
PUL0029	6.83e-96	3300011811_6
PUL0123	1.82e-34	3300011811_6
PUL0168	8.62984463590905e-320	3300011811_6
PUL0212	1.46e-171	3300011811_6
PUL00215	7.28e-66	3300011811_6
PUL0236	8.75e-81	3300011811_6
PUL0347	3.57e-221	3300011811_6
PUL0402	3.56e-296	3300011811_6
PUL0584	7.17e-222	3300011811_6
PUL00604	1.84e-165	3300011811_6
PUL01060	1.04e-116	3300011811_6
PUL03471	8.98e-149	3300011811_6
PUL0016	1.07e-221	3300014527_5
PUL0017	1.12e-189	3300014527_5
PUL0017	2.51e-194	3300014527_5
PUL0017	4.35e-183	3300014527_5
PUL0024	5.78e-26	3300014527_5
PUL0121	1.42e-52	3300014527_5
PUL0121	8.94e-43	3300014527_5
PUL0153	1.89e-281	3300014527_5
PUL0201	1.43e-143	3300014527_5
PUL0212	8.7e-131	3300014527_5
PUL0227	2.33e-64	3300014527_5
PUL0230	9.29e-38	3300014527_5
PUL0267	2.67e-263	3300014527_5
PUL0270	1.3e-99	3300014527_5
PUL0277	1.59e-131	3300014527_5
PUL00290	4.03e-84	3300014527_5
PUL00299	8.21e-09	3300014527_5
PUL0327	1.27e-159	3300014527_5
PUL0333	4.14e-103	3300014527_5
PUL0347	2.21e-265	3300014527_5
PUL0349	4.46e-206	3300014527_5
PUL0366	2.17e-44	3300014527_5
PUL0390	2.16e-69	3300014527_5
PUL0390	6.37e-78	3300014527_5
PUL0399	5.13e-63	3300014527_5
PUL0407	5.51e-256	3300014527_5
PUL0410	1.27e-20	3300014527_5
PUL0457	2.94e-87	3300014527_5
PUL0457	3.75e-81	3300014527_5
PUL00504	7.42e-104	3300014527_5
PUL0527	4.64e-83	3300014527_5
PUL0569	1.74e-90	3300014527_5
PUL0571	1.61e-109	3300014527_5
PUL00670	8.16e-120	3300014527_5
PUL00706	1.03e-179	3300014527_5
PUL01013	5.36e-67	3300014527_5
PUL01060	3.75e-114	3300014527_5
PUL01060	7.4e-239	3300014527_5
PUL01080	4.07e-37	3300014527_5
PUL01131	2.68e-165	3300014527_5
PUL01210	9.8e-41	3300014527_5
PUL01249	4.33e-170	3300014527_5
PUL01334	8.91e-53	3300014527_5
PUL01772	4.88e-207	3300014527_5
PUL02670	9.14e-168	3300014527_5
PUL03004	1.15e-93	3300014527_5
PUL03355	1.31e-126	3300014527_5
PUL03691	6.8e-54	3300014527_5
PUL04132	7.24e-156	3300014527_5
PUL04135	2.03e-103	3300014527_5
PUL04298	1.31e-14	3300014527_5
PUL05302	1.27e-225	3300014527_5
PUL06012	2.46e-23	3300014527_5
PUL0013	1.86e-07	3300014749_6
PUL0015	2.16e-19	3300014749_6
PUL0016	1.17e-214	3300014749_6
PUL0017	1.01e-189	3300014749_6
PUL0025	2.3e-135	3300014749_6
PUL0029	1.43e-164	3300014749_6
PUL0036	1.06e-128	3300014749_6
PUL0038	6.07e-150	3300014749_6
PUL0048	2.26e-218	3300014749_6
PUL0121	1.15e-77	3300014749_6
PUL0121	7.54e-80	3300014749_6
PUL0195	8.1e-76	3300014749_6
PUL0195	8.72e-85	3300014749_6
PUL00203	4.25e-95	3300014749_6
PUL00205	3.23e-120	3300014749_6
PUL0212	1.45e-131	3300014749_6
PUL0212	2.82e-164	3300014749_6
PUL0216	1.8e-85	3300014749_6
PUL0219	8.71e-20	3300014749_6
PUL0227	9.67e-80	3300014749_6
PUL0267	1.14e-265	3300014749_6
PUL0267	0.000328	3300014749_6
PUL0295	2.33e-08	3300014749_6
PUL0331	1.34e-45	3300014749_6
PUL0333	1.37e-103	3300014749_6
PUL0333	1.46e-73	3300014749_6
PUL0335	2.67e-99	3300014749_6
PUL0347	1.29e-265	3300014749_6
PUL0366	2.59e-54	3300014749_6
PUL0366	4.12e-45	3300014749_6
PUL0457	1.3e-134	3300014749_6
PUL0457	8.51e-83	3300014749_6
PUL0569	4.42e-86	3300014749_6
PUL0575	3.44e-144	3300014749_6
PUL0582	6.83e-113	3300014749_6
PUL0584	7.64e-171	3300014749_6
PUL0598	4.53e-75	3300014749_6
PUL01013	1.25e-65	3300014749_6
PUL01060	1.62e-112	3300014749_6
PUL01060	2.48e-242	3300014749_6
PUL01080	1.13e-41	3300014749_6
PUL01101	1.01e-29	3300014749_6
PUL01131	1.66e-170	3300014749_6
PUL01231	5e-22	3300014749_6
PUL01772	7.82e-205	3300014749_6
PUL01847	6.12e-43	3300014749_6
PUL02300	2.66e-119	3300014749_6
PUL02301	4.91e-139	3300014749_6
PUL02302	8.79e-23	3300014749_6
PUL02670	1.79e-165	3300014749_6
PUL03412	4e-177	3300014749_6
PUL04066	1.31e-71	3300014749_6
PUL04066	1.47e-79	3300014749_6
PUL04066	5.87e-97	3300014749_6
PUL04132	9.53e-157	3300014749_6
PUL04518	3.86e-178	3300014749_6
PUL04587	5.1e-14	3300014749_6
PUL04600	1.82e-13	3300014749_6
PUL04940	4.46e-13	3300014749_6
PUL05302	3.39e-223	3300014749_6
PUL0017	2.51e-191	3300022135_5
PUL0029	6.77e-71	3300022135_5
PUL0121	2.41e-79	3300022135_5
PUL0190	1.02e-188	3300022135_5
PUL0212	1.84e-151	3300022135_5
PUL0212	2.21e-112	3300022135_5
PUL0216	4.91e-25	3300022135_5
PUL0230	1.2e-149	3300022135_5
PUL0230	1.37e-300	3300022135_5
PUL0281	1.3e-94	3300022135_5
PUL0347	1.08e-268	3300022135_5
PUL0561	6.91e-302	3300022135_5
PUL0575	7.06e-220	3300022135_5
PUL01212	2.26e-163	3300022135_5
PUL01622	1.25e-130	3300022135_5
PUL03403	5.45e-47	3300022135_5
PUL03471	1.27e-157	3300022135_5
PUL03990	1.6e-281	3300022135_5
PUL04065	1.42e-08	3300022135_5
PUL04066	9.81e-80	3300022135_5
PUL04135	2.42e-129	3300022135_5
PUL0017	1.01e-190	3300022135_7
PUL0017	8.5e-191	3300022135_7
PUL0038	2.72e-150	3300022135_7
PUL0103	1.56e-51	3300022135_7
PUL0196	4.98e-16	3300022135_7
PUL0201	2.99e-157	3300022135_7
PUL0212	1.9e-168	3300022135_7
PUL00216	6.16e-128	3300022135_7
PUL0245	2.36e-48	3300022135_7
PUL0246	4.05e-254	3300022135_7
PUL0271	5.53e-188	3300022135_7
PUL0302	3.71e-191	3300022135_7
PUL0327	1.07e-174	3300022135_7
PUL0327	6.23e-221	3300022135_7
PUL0457	3.53e-251	3300022135_7
PUL00706	7.19e-165	3300022135_7
PUL00920	5.5e-108	3300022135_7
PUL01060	2.29e-245	3300022135_7
PUL01249	7.85e-164	3300022135_7
PUL01622	2.74e-137	3300022135_7
PUL03412	7.13e-183	3300022135_7
PUL03904	6.07e-164	3300022135_7
PUL03990	1.75000028019553e-318	3300022135_7
PUL04549	5.05e-81	3300022135_7
PUL05302	3.01e-266	3300022135_7
PUL0017	4.94e-176	3300022137_9
PUL0017	6.09e-164	3300022137_9
PUL0017	6.15e-190	3300022137_9
PUL0022	1.43e-120	3300022137_9
PUL0022	2.4e-137	3300022137_9
PUL0022	4.47e-199	3300022137_9
PUL0024	6e-244	3300022137_9
PUL0029	2.14e-116	3300022137_9
PUL0088	2.98e-212	3300022137_9
PUL0201	2.14e-158	3300022137_9
PUL0212	4.24e-185	3300022137_9
PUL0232	0.000992	3300022137_9
PUL0236	1.68e-78	3300022137_9
PUL0250	2.54e-125	3300022137_9
PUL0256	2.79e-186	3300022137_9
PUL0270	8.48e-30	3300022137_9
PUL0297	3.09e-58	3300022137_9
PUL0307	8.4e-14	3300022137_9
PUL0333	3.04e-93	3300022137_9
PUL0347	1.11e-123	3300022137_9
PUL0347	9.72e-207	3300022137_9
PUL0349	2.22e-177	3300022137_9
PUL0368	1.47e-274	3300022137_9
PUL0399	6.83e-144	3300022137_9
PUL0527	1.18e-76	3300022137_9
PUL0599	1.21e-85	3300022137_9
PUL00942	3.11e-72	3300022137_9
PUL01060	1.35e-243	3300022137_9
PUL01080	1.35e-16	3300022137_9
PUL01215	2.75e-59	3300022137_9
PUL01217	2.18e-79	3300022137_9
PUL01249	2.74e-171	3300022137_9
