dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2	GT2:24	-	-	227	3300029562.a:Ga0245122_100005_258	429	2.2e-137	1	227	46	272	0.9955947136563876	0.9955947136563876
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	3300029562.a:Ga0245122_100005_271	1068	1.7e-281	28	880	58	950	0.9648924122310306	0.9648924122310306
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300029562.a:Ga0245122_100005_370	899	3.6e-144	3	356	231	598	0.9860335195530726	0.9860335195530726
GH77_e2	GH77:1777|GT4:13	2.4.1.25:4	starch	527	3300029562.a:Ga0245122_100005_373	723	1.9e-216	1	525	190	720	0.9943074003795066	0.9943074003795066
GH2_e104	GH2:483	3.2.1.23:6|3.2.1.31:2	beta-galactan, beta-glucuronan	863	3300029562.a:Ga0245122_100005_470	1153	0	5	862	36	1025	0.9930475086906141	0.9930475086906141
GT2	GT2:18	-	-	215	3300029562.a:Ga0245122_100048_34	1032	9.8e-50	2	214	34	264	0.986046511627907	0.986046511627907
GH3_e11	GH3:169	-	-	226	3300029562.a:Ga0245122_100048_56	435	1.1e-108	3	226	166	389	0.9867256637168141	0.9867256637168141
CE4_e267	CE4:233|CBM50:1	-	-	120	3300029562.a:Ga0245122_100049_109	437	9.4e-39	2	110	236	344	0.9	0.9
GT51_e89	GT51:178	-	-	173	3300029562.a:Ga0245122_100049_18	803	9.1e-102	1	173	99	271	0.9942196531791907	0.9942196531791907
CE4_e312	CE4:36	-	-	116	3300029562.a:Ga0245122_100049_64	509	6e-62	1	116	295	410	0.9913793103448276	0.9913793103448276
CE2_e7	CE2:55	-	-	214	3300029562.a:Ga0245122_100049_86	366	4.9e-117	1	214	144	357	0.9953271028037384	0.9953271028037384
CE20_e44	CE20:86|GH130:1	-	-	315	3300029562.a:Ga0245122_100049_87	566	8.2e-139	1	315	119	431	0.9968253968253968	0.9968253968253968
GH13_e144	GH13_18:83|GH13:2	2.4.1.7:2	sucrose, sucrose	344	3300029562.a:Ga0245122_100049_98	507	1.3e-176	1	344	35	380	0.997093023255814	0.997093023255814
GT1_e246	GT1:393	-	-	122	3300029562.a:Ga0245122_100062_11	167	5.4e-33	1	116	3	118	0.9426229508196722	0.9426229508196722
GT2	GT2:7	-	-	267	3300029562.a:Ga0245122_100062_21	288	9.8e-47	2	243	8	244	0.9026217228464419	0.9026217228464419
GT32_e115	GT32:31	-	-	78	3300029562.a:Ga0245122_100062_25	311	6.4e-39	1	78	98	175	0.9871794871794872	0.9871794871794872
GT2	GT2:6	-	-	125	3300029562.a:Ga0245122_100062_30	338	1.7e-59	1	125	6	129	0.992	0.992
GT51_e11	GT51:184	-	-	191	3300029562.a:Ga0245122_100062_55	735	3e-112	1	191	78	268	0.9947643979057592	0.9947643979057592
GT2	GT2:12	-	-	167	3300029562.a:Ga0245122_100062_58	344	1.1e-69	38	167	101	232	0.7724550898203593	0.7724550898203593
GT28_e141	GT28:314	-	-	155	3300029562.a:Ga0245122_100071_70	395	4.9e-55	1	155	206	377	0.9935483870967742	0.9935483870967742
CBM23_e0	CBM23:24	-	beta-mannan	171	3300029562.a:Ga0245122_100161_33	399	9.2e-114	1	171	81	251	0.9941520467836257	0.9941520467836257
GH23_e314	GH23:173	-	-	75	3300029562.a:Ga0245122_100161_59	516	1.5e-38	1	75	432	509	0.9866666666666667	0.9866666666666667
GH36_e44	GH36:17|GH38:1	-	-	228	3300029562.a:Ga0245122_100161_77	631	1e-29	59	161	200	302	0.4473684210526316	0.4473684210526316
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	3300029562.a:Ga0245122_100161_81	612	1.6e-147	1	341	46	412	0.9883720930232558	0.9883720930232558
GH5_e22	GH5_8:550|CBM2:245|CBM10:73|CE3:6|GH5:3|CBM5:1|CBM60:1|GH18:1	3.2.1.78:15	beta-mannan	249	3300029562.a:Ga0245122_100194_36	379	3.8e-106	2	249	44	291	0.9919678714859438	0.9919678714859438
