dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23_e455	GH23:6	-	-	160	3300028580.a:Ga0268357_100009_108	393	2.6e-101	1	160	226	385	0.99375	0.99375
GH23_e255	GH23:41|CBM50:40	-	-	137	3300028580.a:Ga0268357_100009_2	581	9.5e-63	2	137	111	251	0.9854014598540146	0.9854014598540146
CBM50_e402	CBM50:15|GH23:12	-	chitin, peptidoglycan	44	3300028580.a:Ga0268357_100009_2	581	3.9e-17	1	44	446	489	0.9772727272727273	0.9772727272727273
CBM50_e402	CBM50:15|GH23:12	-	chitin, peptidoglycan	44	3300028580.a:Ga0268357_100009_2	581	1.7e-19	1	43	538	579	0.9545454545454546	0.9545454545454546
GT4_e797	GT4:8	-	-	153	3300028580.a:Ga0268357_100009_268	386	3.2e-91	2	153	202	353	0.9869281045751634	0.9869281045751634
GT8_e215	GT8:9	-	-	258	3300028580.a:Ga0268357_100009_296	275	2.6e-19	84	257	86	238	0.6705426356589147	0.6705426356589147
GT4_e31	GT4:9	-	-	157	3300028580.a:Ga0268357_100009_90	446	1.2e-75	1	157	249	407	0.9936305732484076	0.9936305732484076
GT9_e107	GT9:34	-	-	243	3300028580.a:Ga0268357_100019_183	582	2.2e-101	3	243	109	359	0.9876543209876543	0.9876543209876543
GT2	GT2:6	-	-	148	3300028580.a:Ga0268357_100019_98	323	2.5e-86	1	148	16	163	0.9932432432432432	0.9932432432432432
GT4_e1586	GT4:8	-	-	139	3300028580.a:Ga0268357_100051_117	425	2.3e-52	1	138	235	382	0.9856115107913669	0.9856115107913669
GH133_e2	GH133:464|GH13:1|GH23:1|GT2:1|GT4:1|GT5:1	-	-	358	3300028580.a:Ga0268357_100051_79	727	4.5e-133	6	358	320	673	0.9832402234636871	0.9832402234636871
GT84_e1	GT84:861|GH94:816|GH0:697	-	-	214	3300028580.a:Ga0268357_100060_102	2918	9.9e-98	1	213	1376	1589	0.9906542056074766	0.9906542056074766
GH94_e9	GH94:7	-	-	783	3300028580.a:Ga0268357_100060_102	2918	1.3e-30	12	305	1630	1915	0.37420178799489145	0.37420178799489145
GH94_e1	GH94:1849|GT84:1656|GH0:1428	2.4.1.-:2|2.4.1.333:2	chitin, beta-glucan	1076	3300028580.a:Ga0268357_100060_102	2918	0	1	1075	1829	2913	0.9981412639405205	0.9981412639405205
GH102_e21	GH102:10	-	-	137	3300028580.a:Ga0268357_100060_21	369	1.1e-74	1	137	137	273	0.9927007299270073	0.9927007299270073
CE4_e315	CE4:6	-	-	122	3300028580.a:Ga0268357_100063_100	344	3.5e-19	2	121	94	231	0.9754098360655737	0.9754098360655737
GT4_e2062	GT4:55	-	-	148	3300028580.a:Ga0268357_100063_97	847	3.9e-55	2	147	669	814	0.9797297297297297	0.9797297297297297
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	3300028580.a:Ga0268357_100070_29	675	6.8e-106	1	293	237	524	0.9965870307167235	0.9965870307167235
GH13_e7	GH13_33:10	-	sucrose	317	3300028580.a:Ga0268357_100107_84	737	1.3e-162	1	316	165	486	0.9936908517350158	0.9936908517350158
GT1_e42	GT1:8	-	-	314	3300028580.a:Ga0268357_100108_76	361	1.2e-197	1	314	8	320	0.9968152866242038	0.9968152866242038
GH103_e37	GH103:9	-	-	203	3300028580.a:Ga0268357_100108_83	421	3e-114	1	203	160	362	0.9950738916256158	0.9950738916256158
GT2	GT2:23	-	-	221	3300028580.a:Ga0268357_100108_92	263	2.8e-36	2	194	8	210	0.8687782805429864	0.8687782805429864
GT6_e11	GT6:6	-	-	221	3300028580.a:Ga0268357_100108_95	269	3.3e-83	1	218	3	218	0.9819004524886877	0.9819004524886877
GT11_e40	GT11:171|GT6:2|GT2:1	2.4.1.69:1	-	283	3300028580.a:Ga0268357_100108_96	302	4.4e-83	1	282	5	301	0.9929328621908127	0.9929328621908127
GT4_e595	GT4:6	-	-	152	3300028580.a:Ga0268357_100281_25	661	5.4e-75	1	152	477	628	0.993421052631579	0.993421052631579
CE4_e340	CE4:7	-	-	119	3300028580.a:Ga0268357_100398_36	345	8.7e-69	1	119	40	158	0.9915966386554622	0.9915966386554622
GT2	GT2:7	-	-	215	3300028580.a:Ga0268357_100009_189	408	5.5e-121	1	215	9	223	0.9953488372093023	0.9953488372093023
GT4_e3284	GT4:5	-	-	158	3300028580.a:Ga0268357_100009_201	417	2.1e-85	1	158	215	368	0.9936708860759493	0.9936708860759493
GT2	GT2:8	-	-	158	3300028580.a:Ga0268357_100009_292	325	1.2e-91	1	157	8	164	0.9873417721518988	0.9873417721518988
GT9_e212	GT9:32	-	-	233	3300028580.a:Ga0268357_100018_199	428	5.9e-104	2	233	75	306	0.9914163090128756	0.9914163090128756
GT11_e26	GT11:11	-	-	290	3300028580.a:Ga0268357_100019_161	297	7.5e-72	1	276	15	277	0.9482758620689655	0.9482758620689655
GT2	GT2:23	-	-	221	3300028580.a:Ga0268357_100019_162	244	7.2e-44	1	183	5	196	0.8235294117647058	0.8235294117647058
GT4_e1955	GT4:5|GT2:3	-	-	118	3300028580.a:Ga0268357_100019_163	818	3.4e-42	4	118	225	339	0.9661016949152542	0.9661016949152542
GT2	GT2:11	-	-	242	3300028580.a:Ga0268357_100019_163	818	4.1e-17	1	194	439	627	0.7975206611570248	0.7975206611570248
GT51_e163	GT51:308	-	-	175	3300028580.a:Ga0268357_100019_263	813	1.8e-77	2	174	64	236	0.9828571428571429	0.9828571428571429
GT51_e120	GT51:731	-	-	153	3300028580.a:Ga0268357_100051_155	796	1.8e-61	1	150	92	240	0.9738562091503268	0.9738562091503268
