HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_20.hmm	300	3300029739.a:Ga0245187_100008_145	432	2.9e-55	3	297	46	332	0.98
GH129.hmm	618	3300029739.a:Ga0245187_100008_225	632	1.3e-294	9	597	3	627	0.9514563106796117
GT5.hmm	472	3300029739.a:Ga0245187_100008_227	417	2.1e-38	123	471	91	408	0.7372881355932204
CBM48.hmm	76	3300029739.a:Ga0245187_100008_54	707	9.7e-19	2	71	3	92	0.9078947368421053
GH13_11.hmm	351	3300029739.a:Ga0245187_100008_54	707	3.7e-175	1	351	172	525	0.9971509971509972
GH2.hmm	752	3300029739.a:Ga0245187_100008_60	1024	2.5e-211	3	749	22	903	0.9920212765957447
GH3.hmm	216	3300029739.a:Ga0245187_100010_104	401	7.5e-36	7	215	129	355	0.9629629629629629
GT4.hmm	160	3300029739.a:Ga0245187_100010_177	387	4.2e-18	12	159	212	356	0.91875
GH51.hmm	630	3300029739.a:Ga0245187_100010_212	752	1.1e-84	119	541	268	750	0.6698412698412698
GH51.hmm	630	3300029739.a:Ga0245187_100010_241	567	8e-137	91	541	53	564	0.7142857142857143
GH42.hmm	371	3300029739.a:Ga0245187_100010_243	692	9.3e-153	1	370	24	394	0.9946091644204852
GT51.hmm	177	3300029739.a:Ga0245187_100010_292	772	7e-64	3	176	80	269	0.9774011299435028
GH13_9.hmm	301	3300029739.a:Ga0245187_100010_75	751	2.7e-156	1	301	300	600	0.9966777408637874
GH23.hmm	135	3300029739.a:Ga0245187_100016_171	568	7e-28	13	126	291	420	0.837037037037037
GT28.hmm	157	3300029739.a:Ga0245187_100016_33	394	3e-47	2	156	205	376	0.9808917197452229
GH38.hmm	269	3300029739.a:Ga0245187_100016_39	1040	1.7e-87	1	255	267	520	0.9442379182156134
GH38.hmm	269	3300029739.a:Ga0245187_100016_40	1051	8.1e-89	3	256	270	522	0.9405204460966543
GH5_18.hmm	282	3300029739.a:Ga0245187_100016_44	427	2.7e-124	1	282	15	294	0.9964539007092199
GH3.hmm	216	3300029739.a:Ga0245187_100016_45	760	3.7e-58	7	215	101	322	0.9629629629629629
GH85.hmm	315	3300029739.a:Ga0245187_100016_46	1128	3e-92	6	314	129	479	0.9777777777777777
GH125.hmm	402	3300029739.a:Ga0245187_100016_49	433	9.5e-175	2	402	26	423	0.9950248756218906
CE9.hmm	373	3300029739.a:Ga0245187_100016_58	428	7.2e-114	39	373	65	423	0.8954423592493298
GT35.hmm	674	3300029739.a:Ga0245187_100026_101	817	1.6e-260	1	673	100	811	0.9970326409495549
CE1.hmm	227	3300029739.a:Ga0245187_100026_124	461	6.1e-24	6	214	200	428	0.9162995594713657
GH146.hmm	503	3300029739.a:Ga0245187_100026_141	801	6.6e-173	5	502	98	657	0.9880715705765407
GH51.hmm	630	3300029739.a:Ga0245187_100026_153	516	1.7e-137	84	542	9	515	0.726984126984127
GH13_18.hmm	343	3300029739.a:Ga0245187_100026_157	509	4.1e-114	2	343	35	379	0.9941690962099126
